着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	3	3	---	1	1995500964	牡	5	470.0	-4.0	55	91.7	0			a00ed	a0131	x00b13	31.0	199939071201
2	1	1	---	2	1995502087	牡	5	430.0	1.0	55	92.1	2			a00f2	a0144	x00d51	10.0	199939071201
3	7	7	---	6	1995500648	牝	5	469.0	1.0	54	92.3	3/4			a00f1	05019	x00c46	3.8	199939071201
4	5	5	---	7	1993502079	牝	7	428.0	-2.0	52	93.0	3			05342	a0130	x00603	3.5	199939071201
5	2	2	---	5	1995501575	牝	5	433.0	6.0	54	93.0	ハナ			a00f7	a014b	x00d53	3.1	199939071201
6	4	4	---	8	1995501829	セ	5	418.0	-7.0	52	93.3	1.1/2			05413	a0132	104007	0.0	199939071201
7	8	8	---	3	1994500963	牝	6	451.0	-2.0	53	93.6	1.1/2			05215	05319	029008	0.0	199939071201
8	6	6	---	4	1995501919	牡	5	496.0	3.0	54	93.7	3/4			a00ec	a0136	x00b87	0.0	199939071201
1	8	10	---	1	1996107632	牡	4	434.0	-5.0	55	91.0	0			a00f2	05336	741002	50.0	199939071202
2	3	3	---	8	1996100295	牝	4	481.0	-4.0	54	91.2	1			05064	05012	x014f9	16.0	199939071202
3	2	2	---	2	1996105720	牡	4	450.0	-7.0	55	91.4	3/4			a00f5	a0136	x016d7	6.0	199939071202
4	4	4	---	8	1996109021	牡	4	477.0	0.0	55	91.5	3/4			05312	05421	x00ba0	5.5	199939071202
5	5	5	---	6	1996105455	牝	4	410.0	0.0	54	91.8	1.1/2			05248	05371	x012a0	5.0	199939071202
6	6	6	---	3	1996106022	牡	4	410.0	-1.0	55	92.1	1.1/2			05298	a0147	x01022	0.0	199939071202
7	7	8	---	7	1996100715	牡	4	411.0	6.0	55	92.3	1			a00f3	05501	x006f7	0.0	199939071202
8	7	7	---	4	1996100899	牡	4	470.0	-2.0	55	92.5	1			05001	a0135	944008	0.0	199939071202
9	8	9	---	8	1996103932	牡	4	470.0	-1.0	55	93.3	4			a00f1	05019	x00f71	0.0	199939071202
10	1	1	---	4	1996103728	牝	4	440.0	2.0	54	95.1	9			05215	05477	x00fe3	0.0	199939071202
1	8	8	---	3	1995106874	牝	5	413.0	3.0	54	92.7	0			a00ed	a0130	x00f71	31.0	199939071203
2	2	2	---	2	1995101294	牡	5	461.0	-4.0	55	93.3	3			05215	a0136	x00b87	10.0	199939071203
3	1	1	---	1	1995104082	牡	5	470.0	-2.0	55	93.5	3/4			05298	05371	743007	3.8	199939071203
