rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	2		フラテルニテ	牝5	54.0		吉井章	1:55.3		1-1-1-1	38.9	5.9	3	525	13		井上弘之		北嶋義三	210.0
2	3	3		ジューンシェイカー	牡6	56.0		的場文男	1:55.5	1.1/4	3-3-4-4	38.9	6.6	5	469	1		赤嶺本浩		（株）ファーストビ	84.0
3	5	7		ロダルキラー	牡5	56.0		本橋孝太	1:55.6	クビ	12-13-11-9	38.3	4.0	1	513	5		坂井英光		高樽秀夫	52.5
4	4	6		グレースレジーナ	牝5	54.0		福原杏	1:55.7	3/4	4-4-3-2	39.2	25.5	10	490	1		蛯名雄太		中山博	31.5
5	5	8		コージーサンラッド	牡4	56.0		森泰斗	1:55.9	1.0	14-14-14-11	38.4	6.5	4	486	-3		須田和伸		宮崎俊也	21.0
6	7	12		サブゼロ	牡5	56.0		瀬川将輝	1:56.4	2.1/2	13-12-8-7	39.5	13.5	6	514	-2		大宮和也		角井紀夫	
7	7	11		マイネルグアンチェ	牡7	56.0		達城龍次	1:56.5	3/4	8-10-6-5	39.7	18.0	8	500	2		澤佳宏		稲場澄	
8	1	1		マジックウォリアー	牡4	56.0		今野忠成	1:56.7	1.0	6-7-9-10	39.4	108.0	12	528	6		佐々木洋		蔀英二	
9	4	5		ジョブックビザーレ	牡5	56.0		西啓太	1:56.8	1/2	2-2-2-3	40.3	32.6	11	468	-5		渡部則夫		江川伸夫	
10	6	9		ヒトメボレ	牝4	54.0		笹川翼	1:56.8	アタマ	9-9-7-6	39.9	4.6	2	435	10		森下淳平		鈴木雅俊	
11	3	4		トルベジーノ	牝4	54.0		藤本現暉	1:56.8	ハナ	10-8-13-14	39.4	25.2	9	431	-6		赤嶺本浩		（株）ファーストビ	
12	6	10		ミスルーア	牝6	54.0		早田功駿	1:57.1	1.1/2	11-11-12-13	39.8	142.2	13	464	1		松浦裕之		上山浩司	
13	8	13		ガンブーツダンス	牡3	54.0		本田正重	1:57.4	1.1/2	5-5-5-8	40.6	16.0	7	509	-1		中道啓二		松田整二	
14	8	14		ダストデビル	牡5	56.0		町田直希	1:59.1	8.0	7-6-10-12	41.8	305.7	14	469	1		佐野謙二		和田博美	
