rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		ロンギングエーオ	牡3	54.0		石橋脩	2:40.8		7-6-7-5	34.8	7.6	3	486	0		奥村武		坂本浩一	1,091.7
2	6	6		グランシエロ	牡3	54.0		三浦皇成	2:40.8	クビ	10-9-7-7	34.8	1.7	1	516	2		武井亮		フィールドレーシング	436.2
3	7	7		スカイテラス	牡5	57.0		菅原明良	2:40.8	アタマ	4-4-3-2	35.1	12.1	5	484	-10		和田正一		スピードファーム	273.1
4	5	5		ネイチャーシップ	牡4	57.0		野中悠太	2:41.2	2.0	8-8-10-9	35.1	9.9	4	492	-8		根本康広		サザンホールディング	160.0
5	2	2		レベンディス	セ5	57.0		杉原誠人	2:41.3	1/2	2-2-3-4	35.6	130.2	10	484	-10		高柳瑞樹		シルクレーシング	107.0
6	7	8		エレガントチャーム	牝5	55.0		田辺裕信	2:41.3	クビ	6-6-6-5	35.4	18.0	7	470	-8		菊沢隆徳		Ｇ１レーシング	
7	8	9		ヴィブラツィオーネ	牡3	54.0		戸崎圭太	2:41.9	3.1/2	3-3-3-2	36.2	5.3	2	468	0		辻哲英		加藤裕司	
8	4	4		ゴールデンアワー	牝3	52.0		内田博幸	2:42.0	クビ	8-9-1-1	36.6	16.8	6	486	-4		加藤士津		藤本栄史	
9	3	3		マイネルアルザス	牡3	54.0		松岡正海	2:44.0	大	5-5-7-10	38.0	108.6	9	464	0		菊川正達		サラブレッドクラブ・ラフィアン	
10	8	10		アクアテラリウム	牡3	54.0		石川裕紀	2:45.2	7.0	1-1-2-7	39.7	32.4	8	472	-6		鹿戸雄一		社台レースホース	
