日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/03/18	曇	4	10	2	2	91.5	8	7	54.0	不	1:35.2	1.6	4-3-6-6	0.0-41.3	42.3	佐賀	202255031804	チャレンジシリーズ	movie.html?race_id=202255031804	a0273	村松翔太	ダ	1400	449	0	0.0
2022/03/05	晴	2	10	8	10	10.6	6	8	54.0	良	1:35.5	1.5	4-4-5-6	0.0-41.6	42.2	佐賀	202255030502	C2ー17組	movie.html?race_id=202255030502	a0273	村松翔太	ダ	1400	449	3	0.0
2022/02/20	晴	1	7	2	2	3.7	3	3	54.0	不	1:26.8	0.5	4-4-3-3	0.0-40.0	40.1	佐賀	202255022001	C2ー19組	movie.html?race_id=202255022001	a0273	村松翔太	ダ	1300	446	-3	4.8
2022/02/06	曇	2	10	7	7	9.0	3	6	54.0	良	1:34.0	1.7	3-3-4-3	0.0-40.4	41.6	佐賀	202255020602	C2ー19組	movie.html?race_id=202255020602	a0273	村松翔太	ダ	1400	449	0	0.0
2022/01/21	曇	7	12	4	4	15.5	5	3	54.0	良	1:34.5	0.8	1-1-1-1	0.0-39.9	40.7	佐賀	202255012107	SAGAイブニング賞	movie.html?race_id=202255012107	a0273	村松翔太	ダ	1400	449	3	4.8
2021/12/22	曇	4	9	2	2	43.0	5	3	54.0	重	1:40.0	0.7	3-3-3-3	0.0-39.5	39.7	金沢	202146122204	C29	movie.html?race_id=202146122204	a0034	沖静男	ダ	1500	446	0	4.8
2021/12/07	曇	4	8	3	3	95.6	6	4	54.0	不	1:32.0	1.6	3-5-6-5	0.0-38.5	39.6	金沢	202146120704	C210	movie.html?race_id=202146120704	a02e3	甲賀弘隆	ダ	1400	446	3	3.6
2021/11/21	曇	5	7	5	5	4.8	2	3	54.0	良	1:40.1	1.9	2-2-2-2	0.0-39.0	40.1	金沢	202146112105	第34回エアコン設置	movie.html?race_id=202146112105	a0034	沖静男	ダ	1500	443	0	4.8
2021/11/08	晴	6	7	2	2	303.3	7	5	54.0	良	1:39.8	1.6	4-5-5-4	0.0-39.7	40.5	金沢	202146110806	きんせんか賞	movie.html?race_id=202146110806	a0199	服部大地	ダ	1500	443	2	3.1
2021/10/24	晴	6	8	7	7	137.6	7	5	54.0	良	1:40.7	3.5	4-4-6-6	0.0-38.6	40.8	金沢	202146102406	ロベリア賞	movie.html?race_id=202146102406	a0199	服部大地	ダ	1500	441	-4	3.1
2021/10/17	曇	3	9	1	1	123.5	6	2	54.0	不	1:32.0	0.6	4-4-3-2	0.0-39.0	39.3	金沢	202146101703	17ライバー清楼銘賞	movie.html?race_id=202146101703	a0034	沖静男	ダ	1400	445	-1	9.6
2021/10/11	晴	5	8	4	4	151.8	7	5	54.0	良	1:34.1	2.2	3-5-5-6	0.0-39.8	41.3	金沢	202146101105	C212	movie.html?race_id=202146101105	a0034	沖静男	ダ	1400	446	-3	3.0
2021/09/28	曇	5	10	2	2	222.9	9	6	54.0	稍	1:33.9	2.6	7-7-6-7	0.0-39.0	40.1	金沢	202146092805	C210	movie.html?race_id=202146092805	a02e3	甲賀弘隆	ダ	1400	449	-1	0.0
2021/09/12	曇	4	8	6	6	30.9	6	4	54.0	良	1:39.8	3.1	3-3-3-3	0.0-38.0	40.0	金沢	202146091204	ゆかたんなつみんチャ	movie.html?race_id=202146091204	a0034	沖静男	ダ	1500	450	-7	3.6
2021/08/29	晴	3	7	4	4	19.6	6	4	54.0	良	1:34.6	1.5	5-3-3-3	0.0-40.4	41.4	金沢	202146082903	3歳B　6	movie.html?race_id=202146082903	a0034	沖静男	ダ	1400	457	2	3.6
2021/08/17	雨	5	10	7	8	43.9	6	8	54.0	不	1:40.3	3.6	3-4-4-7	0.0-38.2	41.3	金沢	202146081705	オリーブ賞	movie.html?race_id=202146081705	05503	藤田弘治	ダ	1500	455	0	0.0
2021/07/18	晴	4	8	3	3	94.6	6	6	54.0	良	1:34.8	2.6	7-7-6-6	0.0-39.1	40.2	金沢	202146071804	3歳B　6	movie.html?race_id=202146071804	a0034	沖静男	ダ	1400	455	-3	0.0
2021/07/06	雨	3	9	8	9	149.6	9	5	54.0	不	1:31.6	2.1	6-6-6-5	0.0-38.5	39.2	金沢	202146070603	3歳B　5	movie.html?race_id=202146070603	a0034	沖静男	ダ	1400	458	-1	3.0
2021/06/20	曇	1	7	5	5	26.8	5	5	54.0	重	1:40.2	3.1	5-6-5-5	0.0-38.3	40.3	金沢	202146062001	3歳B　7	movie.html?race_id=202146062001	a0034	沖静男	ダ	1500	459	-9	3.0
2021/06/06	晴	1	8	1	1	27.2	6	8	54.0	稍	1:35.9	5.6	5-4-6-8	0.0-38.8	43.1	金沢	202146060601	未勝利	movie.html?race_id=202146060601	05503	藤田弘治	ダ	1400	468	40	0.0
2020/11/14	晴	2	18	8	18	662.2	18	18	54.0	良	1:39.5	4.3	18-17	35.5-34.8	37.1	東京	202005050302	2歳未勝利	202005050302	00726	岩部純二	芝	1600	428	2	0.0
2020/10/25	曇	5	17	7	15	321.6	16	16	54.0	重	1:43.2	3.4	16-16	37.9-36.2	38.2	新潟	202004040605	2歳新馬	202004040605	01118	宮崎北斗	芝	1600	426	0	0.0
