日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/02/17	晴	12	12	7	10	1.4	1	1	56.5	重	2:28.1	-0.3	6-6-6-5	41.5-40.8	40.0	船橋	202243021712	スノーフレーク220	movie.html?race_id=202243021712	05428	田中力	ダ	2200	526	-4	180.0
2022/01/13	晴	12	13	8	12	1.6	1	1	56.5	重	2:27.7	-0.7	5-5-4-2	41.0-39.9	39.3	船橋	202243011312	船橋JockeysF	movie.html?race_id=202243011312	05428	田中力	ダ	2200	530	2	180.0
2021/11/04	晴	12	15	6	11	120.9	11	6	56.0	重	2:06.5	1.2	12-12-13-12	0.0-38.6	37.7	門別	202130110412	道営記念〔H1〕(G)	movie.html?race_id=202130110412	05512	阪野学	ダ	2000	528	-8	0.0
2021/10/21	曇	8	7	1	1	1.7	1	1	57.0	不	2:07.8	-0.5	5-5-3-1	0.0-39.8	39.1	門別	202130102108	ランタナ特別	movie.html?race_id=202130102108	05512	阪野学	ダ	2000	536	0	100.0
2021/10/06	晴	11	11	7	8	16.8	4	4	57.0	不	1:55.5	1.2	3-4-5-5	0.0-37.9	38.3	門別	202130100611	サイアーライン特別	movie.html?race_id=202130100611	05389	岩橋勇二	ダ	1800	536	2	14.0
2021/09/22	曇	9	7	6	6	4.0	2	1	57.0	重	2:10.6	-0.7	6-5-4-1	0.0-40.0	39.6	門別	202130092209	日高町水道協会特別	movie.html?race_id=202130092209	05512	阪野学	ダ	2000	534	2	100.0
2021/09/09	曇	10	11	7	9	23.6	5	3	56.0	不	1:54.8	1.1	9-10-9-8	0.0-37.5	37.2	門別	202130090910	ホクレンパールライス	movie.html?race_id=202130090910	05512	阪野学	ダ	1800	532	-6	21.0
2021/08/26	晴	9	7	5	5	4.8	3	3	55.0	不	1:41.9	1.1	4-4-4-4	0.0-38.3	39.0	門別	202130082609	ノウゼンカズラ特別	movie.html?race_id=202130082609	05512	阪野学	ダ	1600	538	8	21.0
2021/08/07	晴	11	15	1	1	294.3	15	14	56.0	良	2:42.7	2.9	11-11-14-15	36.4-36.7	38.5	函館	202102011111	札幌日経OP(L)	202102011111	01112	荻野琢真	芝	2600	530	2	0.0
2021/07/04	曇	11	11	7	8	150.8	10	11	56.0	良	1:49.6	1.6	9-9-11-11	37.2-35.2	35.6	函館	202102010211	巴賞(OP)	202102010211	01112	荻野琢真	芝	1800	528	-4	0.0
2021/06/16	曇	10	8	1	1	9.9	4	4	57.0	良	1:58.6	1.5	5-7-7-7	0.0-40.6	40.2	門別	202130061610	北海道の翼「AIRD	movie.html?race_id=202130061610	05512	阪野学	ダ	1800	532	-2	11.2
2021/06/03	曇	12	7	7	7	97.8	7	7	55.0	良	2:11.8	2.8	5-5-6-7	0.0-39.0	39.2	門別	202130060312	赤レンガ記念〔H2〕(G)	movie.html?race_id=202130060312	05512	阪野学	ダ	2000	534	-2	0.0
2021/05/20	晴	10	10	2	2	9.6	4	1	56.0	稍	1:56.3	0.0	5-5-6-5	0.0-40.7	40.0	門別	202130052010	シャクヤク特別	movie.html?race_id=202130052010	05512	阪野学	ダ	1800	536	-2	70.0
2021/05/04	晴	12	9	1	1	244.3	9	7	55.0	良	1:56.8	1.3	7-7-7-7	0.0-39.3	38.2	門別	202130050412	コスモバルク記念〔H(G)	movie.html?race_id=202130050412	05512	阪野学	ダ	1800	538	-6	0.0
2021/04/22	晴	10	12	7	9	170.4	11	4	56.0	良	1:58.2	1.3	10-10-10-9	0.0-40.6	40.1	門別	202130042210	しずない桜まつり特別	movie.html?race_id=202130042210	05091	五十嵐冬	ダ	1800	544	2	9.8
