waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	horse	ミノルシャープ			a028c	島津新	a01da	大友栄人	1085	4
2	2	horse	コウシュハレガシー			a0110	鈴木恵介	a0078	平田義弘	1101	2
3	3	horse	カイセドクター			a0111	阿部武臣	a0262	坂本東一	1002	-3
4	4	horse	メジロゴーリキ			a022c	西謙一	a022e	松井浩文	1132	-9
5	5	horse	マツカゼウンカイ			a0061	藤本匠	a022e	松井浩文	1085	25
6	6	horse	ゴールデンフウジン			a005c	藤野俊一	a03c5	山本正彦	1048	9
7	7	horse	ハクタイホウ			a028d	赤塚健仁	a006b	久田守	1139	13
7	8	horse	キョウエイリュウ			a0066	松田道明	a0217	村上慎一	1089	4
8	9	horse	インビクタ			a028e	西将太	a022e	松井浩文	1060	0
8	10	horse	カネゾウ			a022b	船山蔵人	a006b	久田守	1007	2
