rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	7		ウワサノコウタロウ	牡4	55.0		石川倭	1:15.1		5-3	38.7	2.3	1	550	-2		米川伸也		上野耕一	70.0
2	7	10		トゥルッリ	牡8	57.0		井上俊彦	1:15.4	1.1/2	7-5	39.0	5.0	2	500	0		林和弘		三岡陽	14.0
3	7	9		イサチルエース	牡5	54.0		桑村真明	1:15.5	3/4	2-1	39.4	7.4	4	514	16		安田武広		小坂功	10.5
4	5	5		サクラヘラクレス	牡5	55.0		阪野学	1:15.7	1.0	5-6	39.3	13.2	6	498	16		田中正二		谷岡真喜	7.0
5	2	2		パレスラブリー	牝4	54.0		阿部龍	1:15.8	クビ	1-1	39.8	5.3	3	494	10		角川秀樹		西村豊	3.5
6	4	4		リヤンドール	牡5	55.0		岩橋勇二	1:16.0	1.0	10-8	38.8	15.0	7	432	4		桧森邦夫		小倉七五三二	
7	6	8		トドイワガーデン	牡7	57.0		服部茂史	1:16.4	2.0	2-6	40.3	8.7	5	546	26		田中正二		正木省司	
8	5	6		パキラパワー	牝5	52.0		五十嵐冬	1:16.4	クビ	11-11	38.7	71.9	9	494	9		林和弘		乙訓史樹	
9	1	1		ツルマルパラダイス	牡5	56.0		落合玄太	1:16.5	1/2	8-8	39.6	52.4	8	516	26		桧森邦夫		八嶋長久	
10	8	12		シングンヴィグラス	牡7	54.0		松井伸也	1:16.6	1/2	4-3	40.5	117.8	10	504	4		斉藤正弘		伊坂重憲	
11	3	3		アークザゴールド	牡4	53.0		小野楓馬	1:16.7	1/2	12-12	38.5	145.9	12	492	4		小野望		アークフロンティア	
12	8	11		ネイチャーキング	牡5	54.0		黒澤愛斗	1:16.9	1.0	8-8	40.0	126.4	11	528	2		恵多谷豊		井上修一	
