rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	2		サダムシオイノモリ	牡3	56.0		宮崎光行	1:15.0		1-1	39.2	3.4	2	508	-4		松本隆宏		大西定	25.0
2	8	11		ジャヌーテソーロ	牡3	56.0		小林靖幸	1:15.0	クビ	3-3	39.1	3.4	3	526	6		安田武広		了徳寺健二ホールディ	5.0
3	8	10		カッシーニ	セ3	56.0		石川倭	1:15.1	1/2	2-2	39.2	2.4	1	498	-4		小野望		寺田寿男	3.8
4	4	4		ハーモニーソード	牡3	56.0		山本咲希	1:15.6	2.1/2	4-4	39.1	30.2	6	518	-4		川島雅人		日下部勝徳	2.5
5	7	9		ラテルネラ	牝3	54.0		阿部龍	1:15.6	クビ	5-7	39.1	14.4	5	430	6		佐久間雅		今井保	1.2
6	7	8		パル	牡10	56.0		馬渕繁治	1:15.9	1.1/2	5-6	39.4	48.7	7	570	0		柳澤好美		小倉七五三二	
7	6	7		スペシャルヒル	牡3	56.0		松井伸也	1:16.1	1.0	10-9	38.3	84.0	8	454	-2		谷口常信		富岡豊	
8	6	6		エイカイボルト	牡3	56.0		服部茂史	1:16.2	3/4	7-5	39.6	10.0	4	430	14		田中淳司		二木英徳	
9	5	5		ニットウハルキ	セ9	56.0		落合玄太	1:16.3	クビ	8-8	38.9	87.1	9	550	4		佐久間雅		藤井謙	
10	3	3		ヘニーマックス	牡4	56.0		五十嵐冬	1:16.6	1.1/2	9-10	38.8	280.9	11	550	-5		川島洋人		澤田大樹	
11	1	1		ウィッシュリスト	牝4	54.0		黒澤愛斗	1:19.5	大	11-11	40.3	115.5	10	466	0		林和弘		平田修	
