waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017102852	キラービー			a0395	永井孝典	a029f	高馬元紘		
2	2	2018102002	ラブカプチーノ			05576	石堂響	05590	長倉功		
3	3	2016102190	メイショウブラボー			05390	吉村智洋	a02be	飯田良弘		
4	4	2015104626	パリスハート			00815	川原正一	05702	盛本信春		
5	5	2017103366	オースミプリンセス			05522	井上幹太	a02bf	新井隆太		
6	6	2018106497	アウィウィリオ			05474	竹村達也	a02d7	南弘樹		
6	7	2018102210	サクラトップクロス			05530	杉浦健太	a02c0	雑賀伸一		
7	8	2016101744	デスティニープラン			05616	佐々木世	05707	諏訪貴正		
7	9	2014101010	クールブルーズ			a01e6	小谷周平	05427	稻田彰宏		
8	10	2016104210	イマジンラヴ			05544	田野豊三	05321	保利良次		
8	11	2016102167	メイショウイフウ			05328	下原理	a03c3	永島太郎		
