rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		ゾディアックレーヴ	牡3	56.5		石崎駿	1:37.9		3-3-3-3	38.6	1.1	1	479	6		矢野義幸		（有）エッジ	160.0
2	2	2		キタノサブライム	牡3	56.5		張田昂	1:38.6	3.0	2-2-2-2	39.7	17.6	4	510	9		張田京		北所直人	64.0
3	8	9		スターオブフェアー	牝3	54.5		左海誠二	1:38.6	クビ	1-1-1-1	40.3	7.9	2	450	0		石井勝男		光安了	40.0
4	5	5		ノースキセキ	牡3	56.5		本橋孝太	1:39.3	3.0	9-9-9-6	39.2	14.6	3	508	-3		斉藤敏		田中貴雄	24.0
5	7	7		ワチルボンズ	牡3	56.5		服部茂史	1:39.5	1.0	4-5-5-4	39.9	87.7	9	456	5		林幻		瀬山孝一	16.0
6	4	4		ビービーマローネ	牝3	54.5		本田正重	1:40.3	4.0	6-6-6-7	40.5	18.5	5	529	3		新井清重		（有）坂東牧場	
7	3	3		カイレイダディ	牡3	56.5		橋本直哉	1:40.3	アタマ	7-7-8-8	40.2	19.9	6	508	-3		平山真希		北側雅勝	
8	7	8		ジョワフロンティア	牝3	54.5		吉留孝司	1:40.8	2.1/2	5-4-4-5	41.4	52.5	7	452	-7		藪口一麻		（有）太盛	
9	6	6		ポルカグリース	牝3	54.5		柿本量平	1:41.6	4.0	10-10-10-9	41.3	187.2	10	415	3		山本学		手嶋康雄	
10	8	10		ゴーゴーライン	牡3	56.5		濱田達也	1:41.7	1/2	8-8-7-10	41.7	77.5	8	426	2		斉藤敏		中地賢次郎	
