rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	9		シントーキング	セ5	56.0		山崎誠士	1:32.1		8-8-3-1	39.7	1.7	1	516	0		山崎尋美		中野辰三	80.0
2	5	6		グローリアスカント	牝7	54.0		繁田健一	1:33.4	6.0	1-1-1-1	41.4	4.5	2	466	1		高月賢一		日下部勝徳	30.4
3	6	7		ルージュルパン	牝4	54.0		田中涼	1:34.5	5.0	3-5-6-5	42.1	204.0	11	435	-1		平田正一		湯浅健司	20.0
4	4	4		ミヤビラブコール	牝4	54.0		笹川翼	1:34.5	クビ	3-4-5-4	42.1	6.1	3	489	0		池田孝		（有）トニーステー	12.0
5	7	10		ブルベアマイル	牡4	56.0		服部茂史	1:34.7	3/4	2-2-2-3	42.5	7.7	4	451	3		佐藤博紀		小林和義	9.6
6	1	1		サノレオン	牡4	56.0		山本聡紀	1:34.8	1/2	6-6-7-6	42.2	52.4	8	463	1		山本学		（株）ファーストビ	
7	6	8		ワンモアデイ	牝4	54.0		藤江渉	1:35.2	2.0	7-6-8-9	42.6	32.0	7	431	3		田島寿一		鳳山信年	
8	3	3		アンジェリネグリ	牝4	53.0		中越琉世	1:35.2	ハナ	9-9-10-6	42.1	302.7	12	450	-2		鈴木義久		小沼一成	
9	8	11		セイウンミレイア	牝4	54.0		中島良美	1:35.4	1.0	11-10-9-10	42.5	22.0	6	474	3		冨田敏男		冨田藤男	
10	2	2		シゲルタイヨウ	牡4	56.0		岡村裕基	1:35.6	1.1/2	12-12-12-12	42.2	89.6	9	467	-3		鈴木義久		森中蕃	
11	8	12		ビクトリーワルツ	牝4	54.0		小杉亮	1:35.7	1/2	3-3-4-6	43.3	18.0	5	478	-11		玉井昇		湯澤久徳	
12	5	5		シンライキャンディ	牝4	54.0		山林堂信	1:36.7	5.0	10-11-11-10	43.6	127.6	10	381	5		柘榴浩樹		（株）心頼ＬｏｏＰ	
