rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		キラキラオーラ	牝6	54.0		高橋哲也	1:28.7		1-1-1-1	39.1	34.0	8	449	7		牛房栄吉		吉田勝利	110.0
2	2	2		ロッソアモーレ	牝4	54.0		保園翔也	1:29.0	1.1/2	5-4-3-2	38.8	18.4	6	459	-3		矢野義幸		（株）Ｎｉｃｋｓ	38.5
3	1	1		ワンダーバッチロー	牡5	56.0		橋本直哉	1:29.7	3.0	8-7-7-5	38.9	15.0	5	475	3		鈴木勝文		山本能成	22.0
4	5	6		リュウノイカリ	セ5	56.0		森泰斗	1:29.8	1/2	2-2-2-3	40.0	2.9	1	507	7		高月賢一		二口雅一	16.5
5	4	4		ドラム	牡6	56.0		山崎誠士	1:30.1	1.1/2	11-10-9-8	38.8	3.2	2	475	1		山田質		四宮圭	11.0
6	8	11		モアイ	牡6	56.0		加藤和博	1:30.1	クビ	6-5-5-4	39.6	18.5	7	476	7		長谷川忍		山田信明	
7	5	5		レマンコ	セ6	56.0		町田直希	1:30.1	アタマ	9-8-6-6	39.4	9.0	4	449	0		久保秀男		酒井孝敏	
8	6	8		シゲルナガレボシ	牝4	54.0		福原杏	1:31.0	4.0	12-12-12-12	38.2	37.4	9	458	7		柘榴浩樹		（株）心頼ＬｏｏＰ	
9	7	10		ホープレス	牡4	56.0		秋元耕成	1:31.2	1.0	10-11-11-11	39.6	80.0	10	434	-2		小澤宏次		酒井孝敏	
10	6	7		トーセンリヤン	牡4	56.0		左海誠二	1:31.2	クビ	3-3-4-7	41.0	4.1	3	468	1		小久保智		島川隆哉	
11	8	12		ハーディン	牡4	53.0		赤津和希	1:31.3	クビ	7-9-10-10	39.9	269.1	12	448	2		山越光		松谷翔太	
12	7	9		メイショウハヤナリ	牡5	53.0		古岡勇樹	1:31.6	1.1/2	4-6-8-9	40.8	146.5	11	471	-1		藤原智行		平野友保	
