rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		カノウムスビ	牡4	56.0		加藤聡一	1:44.3		3-4-3	39.4	1.3	1	471	-13		今津博之		林由真	29.0
2	2	2		プリンセスミオ	牝5	54.0		今井貴大	1:44.4	1/2	1-1-1	39.8	8.1	4	438	2		安部幸夫		西村清子	8.1
3	8	10		ヤンチャボウズ	牡5	56.0		友森翔太	1:46.2	9.0	6-5-2	41.2	5.9	2	477	-5		塚田隆男		高橋進	4.6
4	5	5		ペルランドール	牡4	56.0		村上弘樹	1:46.6	2.0	7-7-5	41.4	7.4	3	468	-2		藤ヶ崎一		玉田博志	2.9
5	8	9		フォーユアラヴ	牝5	54.0		丸山真一	1:47.1	2.1/2	8-8-7	41.7	167.3	10	422	0		坂口義幸		遠藤喜和	1.7
6	7	8		ヴィエントゴールド	牡6	56.0		宇都英樹	1:47.2	1/2	4-2-4	42.4	53.4	6	461	0		藤ヶ崎一		服部康夫	
7	6	6		ミズデッポウ	セ5	56.0		戸部尚実	1:47.3	1/2	10-10-10	39.1	85.4	8	471	-3		塚田隆男		早田敬子	
8	4	4		ヤコウレッシャ	牡5	56.0		大畑雅章	1:47.6	1.1/2	9-9-9	41.7	124.0	9	487	-8		今津博之		道地房男	
9	7	7		サウスシュネル	牡5	54.0		木之前葵	1:47.7	クビ	5-6-6	42.6	30.6	5	453	1		藤ヶ崎一		服部康夫	
10	3	3		プローチダ	牝5	54.0		山田祥雄	1:47.7	アタマ	2-3-8	42.8	63.7	7	475	6		今津勝之		谷口貢	
