	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
199003010101	芝	右	1200	雨	稍重	10:00	4歳以上700万下		1990-4-21	1	福島	1	4歳以上700万下	[抽](別定)	3	150	1	3	120	1	2	490	10	10.0	340.0	6.0	2-3	2260	11																							12.3 - 11.0 - 11.4 - 11.7 - 12.3 - 12.8	12.3 - 23.3 - 34.7 - 46.4 - 58.7 - 71.5 (12.3-12.3)
199003010102	ダ	右	1000	雨	不良	10:25	4歳未出走		1990-4-21	1	福島	1	4歳未出走	(馬齢)	12	550	2	12	170	3	8	730	8	6.0	320.0	4.0	6-8	500	2																							12.7 - 10.9 - 12.0 - 12.4 - 12.4	12.7 - 23.6 - 35.6 - 48.0 - 60.4 (12.7-12.7)
199003010103	芝	右	2000	雨	稍重	10:55	4歳未出走		1990-4-21	1	福島	1	4歳未出走	(馬齢)	10	2550	10	10	770	11	7	190	1	1.0	330.0	7.0	5-6	2390	11																							12.3 - 11.7 - 12.9 - 12.9 - 13.3 - 12.5 - 12.1 - 12.3 - 12.5 - 12.4	12.3 - 24.0 - 36.9 - 49.8 - 63.1 - 75.6 - 87.7 - 100.0 - 112.5 - 124.9 (12.3-12.3)
199003010104	ダ	右	1700	雨	不良	11:25	4歳未勝利		1990-4-21	1	福島	1	4歳未勝利	(馬齢)	4	1030	5	4	310	6	8	260	4	1.0	250.0	3.0	4-7	2370	11																							7.2 - 11.0 - 11.7 - 12.7 - 13.1 - 12.4 - 13.3 - 13.8 - 13.3	7.2 - 18.2 - 29.9 - 42.6 - 55.7 - 68.1 - 81.4 - 95.2 - 108.5 (7.2-7.2)
199003010105	芝	右	1800	雨	稍重	11:55	4歳未勝利		1990-4-21	1	福島	1	4歳未勝利	(馬齢)	6	230	1	6	110	1	12	130	2	2.0	210.0	4.0	4-7	380	1																							12.9 - 11.6 - 11.6 - 12.9 - 12.9 - 12.5 - 12.3 - 12.6 - 12.3	12.9 - 24.5 - 36.1 - 49.0 - 61.9 - 74.4 - 86.7 - 99.3 - 111.6 (12.9-12.9)
199003010106	ダ	右	1700	雨	不良	12:55	4歳以上500万下		1990-4-21	1	福島	1	4歳以上500万下	(別定)	12	150	1	12	110	1	2	320	6	7.0	590.0	9.0	2-8	1420	5																							7.1 - 11.0 - 11.5 - 12.0 - 12.5 - 12.4 - 12.8 - 13.3 - 13.0	7.1 - 18.1 - 29.6 - 41.6 - 54.1 - 66.5 - 79.3 - 92.6 - 105.6 (7.1-7.1)
199003010107	ダ	右	1700	雨	不良	13:25	4歳以上500万下		1990-4-21	1	福島	1	4歳以上500万下	(別定)	9	3660	8	9	800	10	7	120	1	3.0	230.0	4.0	6-7	1590	7																							7.2 - 11.1 - 11.8 - 12.2 - 12.6 - 12.3 - 12.6 - 13.2 - 13.0	7.2 - 18.3 - 30.1 - 42.3 - 54.9 - 67.2 - 79.8 - 93.0 - 106.0 (7.2-7.2)
199003010108	芝	右	1800	曇	稍重	14:00	わらび賞 		1990-4-21	1	福島	1	4歳500万下	(混)(馬齢)	5	160	1	5	120	1	2	400	5				2-5	1390	5																							12.5 - 11.6 - 12.0 - 13.2 - 12.4 - 12.2 - 12.2 - 12.4 - 12.4	12.5 - 24.1 - 36.1 - 49.3 - 61.7 - 73.9 - 86.1 - 98.5 - 110.9 (12.5-12.5)
199003010109	ダ	右	1000	曇	不良	14:35	4歳以上500万下		1990-4-21	1	福島	1	4歳以上500万下	(別定)	3	410	2	3	160	2	4	130	1	5.0	490.0	9.0	3-4	460	1																							12.5 - 10.6 - 11.4 - 12.0 - 12.5	12.5 - 23.1 - 34.5 - 46.5 - 59.0 (12.5-12.5)
199003010110	芝	右	2600	曇	稍重	15:10	遠野特別 		1990-4-21	1	福島	1	4歳以上500万下	(混)(別定)	3	670	4	3	320	5	6	220	4	1.0	210.0	3.0	3-4	1420	6																							12.9 - 11.4 - 11.5 - 12.4 - 12.5 - 13.0 - 12.5 - 13.3 - 12.6 - 12.4 - 12.6 - 13.0 - 13.1	12.9 - 24.3 - 35.8 - 48.2 - 60.7 - 73.7 - 86.2 - 99.5 - 112.1 - 124.5 - 137.1 - 150.1 - 163.2 (12.9-12.9)
