	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
199008010201	ダ	右	1200	曇	良	10:00	4歳未勝利		1990-1-6	1	京都	2	4歳未勝利	[抽](馬齢)	2	1060	4	2	180	4	4	100	1	6.0	120	2.0	2-4	1330	6																							13.3 - 12.1 - 12.2 - 12.6 - 12.6 - 13.4	13.3 - 25.4 - 37.6 - 50.2 - 62.8 - 76.2 (13.3-13.3)
199008010202	ダ	右	1400	曇	良	10:25	4歳未勝利		1990-1-6	1	京都	2	4歳未勝利	(抽)(馬齢)	8	360	2	8	130	2	10	180	5	3.0	120	1.0	7-8	1020	5																							13.0 - 11.4 - 12.4 - 12.1 - 12.8 - 12.7 - 13.1	13.0 - 24.4 - 36.8 - 48.9 - 61.7 - 74.4 - 87.5 (13.0-13.0)
199008010203	ダ	右	1800	曇	良	10:50	4歳未勝利		1990-1-6	1	京都	2	4歳未勝利	(馬齢)	1	430	2	1	150	2	8	140	1	2.0	200	4.0	1-6	750	1																							13.1 - 11.7 - 12.5 - 13.0 - 13.6 - 12.7 - 13.3 - 12.9 - 13.3	13.1 - 24.8 - 37.3 - 50.3 - 63.9 - 76.6 - 89.9 - 102.8 - 116.1 (13.1-13.1)
199008010204	ダ	右	1200	雨	良	11:15	4歳新馬		1990-1-6	1	京都	2	4歳新馬	牝(馬齢)	1	520	2	1	180	2	12	200	4	9.0	220	6.0	1-8	690	1																							12.9 - 11.3 - 11.8 - 12.3 - 12.6 - 13.1	12.9 - 24.2 - 36.0 - 48.3 - 60.9 - 74.0 (12.9-12.9)
199008010205	障		3000	雨	良  ダート	11:45	障害4歳以上オープン		1990-1-6	1	京都	2	障害4歳以上オープン	(別定)	1	540	5	1	150	4	2	140	2	3.0	130	1.0	1-2	1110	6																								
199008010206	ダ	右	1200	曇	良	12:45	4歳新馬		1990-1-6	1	京都	2	4歳新馬	牝(馬齢)	6	420	2	6	190	2	11	590	9	5.0	230	4.0	5-7	500	1																							12.9 - 11.4 - 11.5 - 12.1 - 13.1 - 13.4	12.9 - 24.3 - 35.8 - 47.9 - 61.0 - 74.4 (12.9-12.9)
199008010207	芝	右	2000	曇	良	13:15	4歳新馬		1990-1-6	1	京都	2	4歳新馬	(混)(馬齢)	9	880	5	9	330	7	6	250	4	10.0	190	2.0	3-5	1240	4																							13.0 - 12.3 - 13.7 - 13.5 - 13.2 - 13.2 - 12.3 - 12.1 - 12.4 - 12.0	13.0 - 25.3 - 39.0 - 52.5 - 65.7 - 78.9 - 91.2 - 103.3 - 115.7 - 127.7 (13.0-13.0)
199008010208	ダ	右	1800	曇	良	13:50	4歳以上500万下		1990-1-6	1	京都	2	4歳以上500万下	(馬齢)	7	920	3	7	240	3	1	1,530	14	6.0	600	7.0	1-4	3310	13																							13.1 - 11.8 - 13.0 - 13.0 - 12.7 - 12.5 - 12.8 - 12.5 - 13.0	13.1 - 24.9 - 37.9 - 50.9 - 63.6 - 76.1 - 88.9 - 101.4 - 114.4 (13.1-13.1)
199008010209	芝	右	2400	曇	良	14:25	睦月賞 		1990-1-6	1	京都	2	4歳以上900万下	(別定)	4	1030	4	4	280	5	10	190	2	9.0	1,090	13.0	3-6	700	2																							12.8 - 11.4 - 11.9 - 13.1 - 12.9 - 12.7 - 12.8 - 12.8 - 12.3 - 12.0 - 11.8 - 12.3	12.8 - 24.2 - 36.1 - 49.2 - 62.1 - 74.8 - 87.6 - 100.4 - 112.7 - 124.7 - 136.5 - 148.8 (12.8-12.8)
199008010210	ダ	右	1400	曇	良	15:00	門松ステークス 		1990-1-6	1	京都	2	4歳以上1500万下	(混)(別定)	13	1010	7	13	310	7	1	280	5	6.0	170	2.0	1-7	3720	20																							12.4 - 10.8 - 11.7 - 11.9 - 12.6 - 12.5 - 12.3	12.4 - 23.2 - 34.9 - 46.8 - 59.4 - 71.9 - 84.2 (12.4-12.4)
199008010211	芝	右	1200	曇	良	15:40	KBS京都紅梅賞 		1990-1-6	1	京都	2	4歳オープン	(混)	10	390	3	10	140	2	3	410	8	6.0	120	1.0	3-7	7220	17																							12.8 - 11.0 - 11.1 - 11.7 - 12.1 - 12.0	12.8 - 23.8 - 34.9 - 46.6 - 58.7 - 70.7 (12.8-12.8)
199008010212	ダ	右	1400	曇	良	16:15	4歳以上900万下		1990-1-6	1	京都	2	4歳以上900万下	(別定)	14	1580	7	14	520	10	3	170	1	8.0	480	8.0	2-7	1710	9																							12.8 - 11.2 - 11.6 - 12.0 - 12.4 - 12.5 - 12.6	12.8 - 24.0 - 35.6 - 47.6 - 60.0 - 72.5 - 85.1 (12.8-12.8)
199008010301	ダ	右	1800	晴	良	10:00	4歳以上400万下		1990-1-7	1	京都	3	4歳以上400万下	[抽](馬齢)	1	790	3	1	170	2	13	120	1	8.0	320	7.0	1-8	650	2																							13.2 - 11.6 - 13.2 - 12.9 - 13.3 - 13.3 - 13.6 - 13.5 - 13.2	13.2 - 24.8 - 38.0 - 50.9 - 64.2 - 77.5 - 91.1 - 104.6 - 117.8 (13.2-13.2)
199008010302	ダ	右	1200	晴	良	10:25	4歳未勝利		1990-1-7	1	京都	3	4歳未勝利	(混)(馬齢)	3	870	4	3	330	4	15	520	7	8.0	1,190	13.0	2-8	1010	4																							12.7 - 11.1 - 11.6 - 12.6 - 13.1 - 13.8	12.7 - 23.8 - 35.4 - 48.0 - 61.1 - 74.9 (12.7-12.7)
199008010303	ダ	右	1800	晴	良	10:50	4歳未勝利		1990-1-7	1	京都	3	4歳未勝利	牝(馬齢)	1	2280	8	1	350	7	5	170	3	14.0	130	1.0	1-4	5650	20																							13.3 - 12.1 - 12.7 - 13.1 - 13.5 - 13.1 - 13.7 - 13.3 - 12.7	13.3 - 25.4 - 38.1 - 51.2 - 64.7 - 77.8 - 91.5 - 104.8 - 117.5 (13.3-13.3)
199008010304	ダ	右	1400	晴	良	11:15	4歳新馬		1990-1-7	1	京都	3	4歳新馬	(馬齢)	1	2050	8	1	710	12	13	180	1	15.0	660	8.0	1-7	2260	9																							12.6 - 10.9 - 12.0 - 12.4 - 12.8 - 13.0 - 13.0	12.6 - 23.5 - 35.5 - 47.9 - 60.7 - 73.7 - 86.7 (12.6-12.6)
199008010305	障		3000	晴	良  ダート	11:45	障害4歳以上未勝利		1990-1-7	1	京都	3	障害4歳以上未勝利	(馬齢)	3	150	1	3	100	1	10	280	5	2.0	190	3.0	3-7	1360	7																								
199008010306	ダ	右	1800	晴	良	12:45	4歳以上500万下		1990-1-7	1	京都	3	4歳以上500万下	(父)(馬齢)	12	300	1	12	160	1	15	300	4	14.0	800	13.0	6-8	870	3																							13.2 - 12.0 - 13.4 - 13.1 - 13.1 - 12.5 - 13.1 - 12.8 - 12.7	13.2 - 25.2 - 38.6 - 51.7 - 64.8 - 77.3 - 90.4 - 103.2 - 115.9 (13.2-13.2)
199008010307	ダ	右	1200	晴	良	13:15	4歳以上500万下		1990-1-7	1	京都	3	4歳以上500万下	(馬齢)	7	630	3	7	220	3	14	230	4	8.0	530	8.0	4-7	1120	5																							12.9 - 11.3 - 11.8 - 12.4 - 12.6 - 13.0	12.9 - 24.2 - 36.0 - 48.4 - 61.0 - 74.0 (12.9-12.9)
199008010308	ダ	右	1200	晴	良	13:50	4歳以上500万下		1990-1-7	1	京都	3	4歳以上500万下	(馬齢)	14	3390	10	14	820	10	5	270	4	9.0	200	2.0	3-7	4710	16																							12.7 - 11.2 - 12.0 - 12.3 - 12.7 - 13.1	12.7 - 23.9 - 35.9 - 48.2 - 60.9 - 74.0 (12.7-12.7)
199008010309	ダ	右	1800	晴	良	14:25	七草賞 		1990-1-7	1	京都	3	4歳500万下	(馬齢)	4	340	2	4	160	2	11	280	6	5.0	180	3.0	4-8	2410	12																							12.8 - 11.6 - 12.6 - 13.0 - 13.1 - 13.1 - 13.3 - 13.1 - 13.0	12.8 - 24.4 - 37.0 - 50.0 - 63.1 - 76.2 - 89.5 - 102.6 - 115.6 (12.8-12.8)
199008010310	芝	右	2000	晴	良	15:00	新春賞 		1990-1-7	1	京都	3	4歳以上900万下	(別定)	12	620	2	12	220	2	14	330	6	6.0	300	5.0	7-8	1830	8																							12.5 - 11.3 - 12.2 - 12.2 - 12.3 - 12.6 - 12.3 - 12.5 - 11.9 - 11.8	12.5 - 23.8 - 36.0 - 48.2 - 60.5 - 73.1 - 85.4 - 97.9 - 109.8 - 121.6 (12.5-12.5)
199008010311	芝	右	1600	晴	良	15:40	洛陽ステークス 		1990-1-7	1	京都	3	4歳以上オープン	(混)(別定)	10	990	6	10	290	6	12	160	1	15.0	720	14.0	6-7	1110	4																							12.6 - 11.0 - 11.3 - 12.0 - 12.0 - 11.9 - 12.1 - 11.8	12.6 - 23.6 - 34.9 - 46.9 - 58.9 - 70.8 - 82.9 - 94.7 (12.6-12.6)
199008010401	ダ	右	1400	晴	良	10:00	4歳未勝利		1990-1-13	1	京都	4	4歳未勝利	(父)(馬齢)	4	860	4	4	230	6	1	110	1	12.0	160	2.0	1-3	380	1																							12.6 - 11.3 - 11.9 - 12.4 - 12.9 - 12.5 - 12.7	12.6 - 23.9 - 35.8 - 48.2 - 61.1 - 73.6 - 86.3 (12.6-12.6)
199008010402	ダ	右	1800	晴	良	10:25	4歳未勝利		1990-1-13	1	京都	4	4歳未勝利	(馬齢)	6	230	1	6	110	1	4	110	2	9.0	140	3.0	4-5	360	1																							13.0 - 11.7 - 12.9 - 13.1 - 13.2 - 12.8 - 13.0 - 12.8 - 12.6	13.0 - 24.7 - 37.6 - 50.7 - 63.9 - 76.7 - 89.7 - 102.5 - 115.1 (13.0-13.0)
199008010403	ダ	右	1200	晴	良	10:50	4歳未勝利		1990-1-13	1	京都	4	4歳未勝利	牝(馬齢)	1	450	2	1	170	3	8	170	2	3.0	240	4.0	1-5	920	3																							12.8 - 11.5 - 11.9 - 12.2 - 12.7 - 12.6	12.8 - 24.3 - 36.2 - 48.4 - 61.1 - 73.7 (12.8-12.8)
199008010501	ダ	右	1800	晴	良	10:00	4歳未勝利		1990-1-14	1	京都	5	4歳未勝利	[抽](馬齢)	4	190	1	4	140	1	5	300	4				4-5	900	3																							13.3 - 11.6 - 12.5 - 13.5 - 13.6 - 13.3 - 13.5 - 14.3 - 14.1	13.3 - 24.9 - 37.4 - 50.9 - 64.5 - 77.8 - 91.3 - 105.6 - 119.7 (13.3-13.3)
199008010502	ダ	右	1800	晴	良	10:25	4歳未勝利		1990-1-14	1	京都	5	4歳未勝利	見習騎手(馬齢)	3	140	1	3	110	1	10	250	6	2.0	200	3.0	3-8	490	2																							13.3 - 11.9 - 12.6 - 13.2 - 13.9 - 13.1 - 13.4 - 13.3 - 13.0	13.3 - 25.2 - 37.8 - 51.0 - 64.9 - 78.0 - 91.4 - 104.7 - 117.7 (13.3-13.3)
199008010503	ダ	右	1400	晴	良	10:50	4歳未勝利		1990-1-14	1	京都	5	4歳未勝利	(混)(馬齢)	8	300	1	8	130	1	13	280	6	12.0	170	2.0	4-7	1130	6																							13.0 - 11.6 - 12.4 - 12.5 - 12.9 - 12.7 - 13.1	13.0 - 24.6 - 37.0 - 49.5 - 62.4 - 75.1 - 88.2 (13.0-13.0)
199008010504	ダ	右	1200	晴	良	11:15	4歳以上500万下		1990-1-14	1	京都	5	4歳以上500万下	(別定)	8	210	1	8	120	1	12	670	11	1.0	340	7.0	6-8	490	2																							12.8 - 11.4 - 11.5 - 12.2 - 12.7 - 12.9	12.8 - 24.2 - 35.7 - 47.9 - 60.6 - 73.5 (12.8-12.8)
199008010505	障		3290	曇	良  ダート	11:45	障害4歳以上400万下		1990-1-14	1	京都	5	障害4歳以上400万下	(混)(馬齢)	7	310	2	7	120	2	5	170	4	6.0	160	3.0	5-7	980	4																								
199008010506	ダ	右	1800	曇	良	12:45	4歳以上500万下		1990-1-14	1	京都	5	4歳以上500万下	(混)(別定)	16	520	2	16	190	2	3	550	8	13.0	250	4.0	2-8	3070	12																							12.8 - 11.7 - 13.1 - 13.0 - 13.5 - 12.7 - 12.7 - 12.8 - 12.5	12.8 - 24.5 - 37.6 - 50.6 - 64.1 - 76.8 - 89.5 - 102.3 - 114.8 (12.8-12.8)
199008010507	ダ	右	1200	曇	良	13:15	4歳以上500万下		1990-1-14	1	京都	5	4歳以上500万下	(別定)	8	630	3	8	160	3	11	120	2	3.0	110	1.0	6-7	990	4																							12.8 - 11.3 - 11.8 - 12.4 - 12.7 - 12.9	12.8 - 24.1 - 35.9 - 48.3 - 61.0 - 73.9 (12.8-12.8)
199008010508	ダ	右	1800	曇	良	13:50	4歳以上900万下		1990-1-14	1	京都	5	4歳以上900万下	(父)(別定)	2	180	1	2	120	1	1	130	2	8.0	420	8.0	1-2	360	1																							12.9 - 11.5 - 12.5 - 12.2 - 12.7 - 12.5 - 13.0 - 13.2 - 13.0	12.9 - 24.4 - 36.9 - 49.1 - 61.8 - 74.3 - 87.3 - 100.5 - 113.5 (12.9-12.9)
199008010509	ダ	右	1200	曇	良	14:25	白梅賞 		1990-1-14	1	京都	5	4歳500万下	(馬齢)	2	480	4	2	140	4	3	130	3	5.0	130	2.0	2-3	1260	8																							12.8 - 11.4 - 11.8 - 12.3 - 12.7 - 12.4	12.8 - 24.2 - 36.0 - 48.3 - 61.0 - 73.4 (12.8-12.8)
199008010510	芝	右	2000	曇	良	15:00	寿ステークス 		1990-1-14	1	京都	5	4歳以上1500万下	(混)(ハンデ)	9	1150	5	9	290	5	11	190	2	7.0	540	8.0	6-7	1360	6																							12.5 - 11.2 - 11.9 - 12.7 - 12.5 - 12.4 - 12.2 - 11.9 - 12.1 - 12.4	12.5 - 23.7 - 35.6 - 48.3 - 60.8 - 73.2 - 85.4 - 97.3 - 109.4 - 121.8 (12.5-12.5)
199008010511	芝	右	1600	曇	良	15:40	日刊スポシンザン記念	G3	1990-1-14	1	京都	5	4歳オープン	(別定)	1	600	3	1	260	4	11	210	3	6.0	560	9.0	1-8	1210	6																							12.6 - 11.3 - 11.9 - 12.3 - 12.0 - 11.9 - 11.7 - 12.3	12.6 - 23.9 - 35.8 - 48.1 - 60.1 - 72.0 - 83.7 - 96.0 (12.6-12.6)
199008010601	ダ	右	1200	晴	良	10:00	4歳以上400万下		1990-1-15	1	京都	6	4歳以上400万下	[抽](別定)	2	260	1	2	130	1	10	1,000	10	6.0	150	3.0	2-8	2030	9																							13.1 - 11.7 - 11.8 - 12.2 - 12.6 - 13.1	13.1 - 24.8 - 36.6 - 48.8 - 61.4 - 74.5 (13.1-13.1)
199008010602	ダ	右	1800	晴	良	10:25	4歳未勝利		1990-1-15	1	京都	6	4歳未勝利	(抽)(市)(馬齢)	4	560	3	4	160	2	10	200	4	5.0	120	1.0	4-7	1630	8																							13.0 - 11.8 - 12.8 - 12.7 - 12.7 - 12.5 - 13.1 - 13.4 - 13.6	13.0 - 24.8 - 37.6 - 50.3 - 63.0 - 75.5 - 88.6 - 102.0 - 115.6 (13.0-13.0)
199008010603	ダ	右	1200	晴	良	10:50	4歳未勝利		1990-1-15	1	京都	6	4歳未勝利	(馬齢)	10	310	1	10	170	2	5	650	10	13.0	1,240	12.0	4-6	3940	13																							12.8 - 11.6 - 11.8 - 12.7 - 12.6 - 12.3	12.8 - 24.4 - 36.2 - 48.9 - 61.5 - 73.8 (12.8-12.8)
199008010604	ダ	右	1200	晴	良	11:15	4歳新馬		1990-1-15	1	京都	6	4歳新馬	(馬齢)	11	260	2	11	120	2	7	110	1	3.0	180	4.0	6-8	230	1																							12.6 - 11.2 - 12.0 - 12.5 - 12.2 - 13.1	12.6 - 23.8 - 35.8 - 48.3 - 60.5 - 73.6 (12.6-12.6)
199008010605	障		3000	晴	良  ダート	11:45	障害4歳以上未勝利		1990-1-15	1	京都	6	障害4歳以上未勝利	(馬齢)	1	340	2	1	200	3	3	790	10	9.0	270	4.0	1-3	9900	18																								
199008010606	ダ	右	1800	晴	良	12:45	4歳以上500万下		1990-1-15	1	京都	6	4歳以上500万下	牝(別定)	3	310	1	3	120	1	10	130	2	2.0	160	3.0	3-7	500	1																							13.1 - 11.8 - 12.4 - 12.6 - 13.0 - 12.7 - 13.4 - 13.2 - 12.9	13.1 - 24.9 - 37.3 - 49.9 - 62.9 - 75.6 - 89.0 - 102.2 - 115.1 (13.1-13.1)
199008010607	ダ	右	1800	曇	良	13:15	4歳以上500万下		1990-1-15	1	京都	6	4歳以上500万下	(別定)	4	140	1	4	100	1	9	180	4	8.0	140	2.0	4-8	330	1																							12.8 - 11.6 - 12.8 - 12.9 - 12.7 - 12.7 - 13.2 - 13.1 - 12.4	12.8 - 24.4 - 37.2 - 50.1 - 62.8 - 75.5 - 88.7 - 101.8 - 114.2 (12.8-12.8)
199008010608	ダ	右	1800	曇	良	13:50	4歳以上500万下		1990-1-15	1	京都	6	4歳以上500万下	(別定)	2	970	7	2	200	5	10	150	2	7.0	130	1.0	2-8	2850	12																							12.9 - 11.3 - 12.8 - 13.1 - 12.9 - 12.7 - 12.8 - 12.6 - 12.8	12.9 - 24.2 - 37.0 - 50.1 - 63.0 - 75.7 - 88.5 - 101.1 - 113.9 (12.9-12.9)
199008010609	芝	右	1400	曇	良	14:25	若菜賞 		1990-1-15	1	京都	6	4歳500万下	(混)(馬齢)	7	200	1	7	120	1	10	130	3	13.0	130	2.0	5-6	550	2																							12.6 - 11.4 - 12.0 - 12.0 - 11.8 - 11.6 - 11.9	12.6 - 24.0 - 36.0 - 48.0 - 59.8 - 71.4 - 83.3 (12.6-12.6)
199008010610	芝	右	1600	曇	良	15:00	伏見特別 		1990-1-15	1	京都	6	4歳以上900万下	(ハンデ)	7	280	1	7	150	1	8	320	5	6.0	300	4.0	4-4	2090	10																							12.7 - 11.3 - 11.8 - 12.1 - 11.8 - 12.2 - 12.0 - 12.3	12.7 - 24.0 - 35.8 - 47.9 - 59.7 - 71.9 - 83.9 - 96.2 (12.7-12.7)
199008010611	ダ	右	1400	曇	良	15:40	平安ステークス 		1990-1-15	1	京都	6	4歳以上オープン	(混)(別定)	1	590	3	1	210	4	2	220	5	8.0	130	1.0	1-2	2200	11																							12.7 - 11.4 - 12.4 - 11.6 - 12.0 - 12.2 - 12.0	12.7 - 24.1 - 36.5 - 48.1 - 60.1 - 72.3 - 84.3 (12.7-12.7)
199008010701	ダ	右	1200	晴	重	10:00	4歳未勝利		1990-1-20	1	京都	7	4歳未勝利	(父)(馬齢)	6	250	2	6	100	1	4	110	2	3.0	170	4.0	4-5	170	1																							13.0 - 11.2 - 11.3 - 11.6 - 12.5 - 12.8	13.0 - 24.2 - 35.5 - 47.1 - 59.6 - 72.4 (13.0-13.0)
199008010702	ダ	右	1800	晴	重	10:25	4歳未勝利		1990-1-20	1	京都	7	4歳未勝利	(混)・見習騎手(馬齢)	6	420	2	6	140	3	4	110	1	5.0	130	2.0	4-6	460	1																							13.2 - 11.6 - 12.9 - 12.1 - 12.5 - 12.6 - 12.6 - 13.3 - 13.6	13.2 - 24.8 - 37.7 - 49.8 - 62.3 - 74.9 - 87.5 - 100.8 - 114.4 (13.2-13.2)
199008010703	ダ	右	1200	晴	重	10:50	4歳新馬		1990-1-20	1	京都	7	4歳新馬	(馬齢)	4	420	2	4	160	2	2	200	3	1.0	210	4.0	2-4	1430	5																							12.7 - 11.2 - 11.6 - 12.2 - 12.6 - 12.4	12.7 - 23.9 - 35.5 - 47.7 - 60.3 - 72.7 (12.7-12.7)
199008010704	ダ	右	1200	晴	重	11:15	4歳新馬		1990-1-20	1	京都	7	4歳新馬	(馬齢)	1	220	1	1	100	1	7	120	3	8.0	120	2.0	1-7	520	2																							12.7 - 11.1 - 11.5 - 12.0 - 12.6 - 12.8	12.7 - 23.8 - 35.3 - 47.3 - 59.9 - 72.7 (12.7-12.7)
199008010705	障		3000	晴	稍重  ダート	11:45	障害4歳以上未勝利		1990-1-20	1	京都	7	障害4歳以上未勝利	(馬齢)	10	270	1	10	150	2	11	240	4	7.0	290	5.0	6-7	720	2																								
199008010706	ダ	右	1400	晴	重	12:45	4歳新馬		1990-1-20	1	京都	7	4歳新馬	(馬齢)	7	160	1	7	110	1	2	210	4	9.0	150	2.0	2-6	940	4																							12.8 - 11.1 - 11.7 - 11.9 - 12.2 - 12.8 - 12.6	12.8 - 23.9 - 35.6 - 47.5 - 59.7 - 72.5 - 85.1 (12.8-12.8)
199008010707	ダ	右	1800	晴	重	13:15	4歳500万下		1990-1-20	1	京都	7	4歳500万下	牝(馬齢)	7	220	2	7	110	1	3	110	2				3-7	190	1																							13.2 - 12.1 - 12.3 - 12.5 - 12.6 - 12.4 - 12.3 - 12.8 - 13.4	13.2 - 25.3 - 37.6 - 50.1 - 62.7 - 75.1 - 87.4 - 100.2 - 113.6 (13.2-13.2)
199008010708	ダ	右	1800	晴	重	13:50	4歳以上500万下		1990-1-20	1	京都	7	4歳以上500万下	(別定)	1	470	2	1	170	2	6	280	6	4.0	240	4.0	1-5	910	4																							13.1 - 11.7 - 12.1 - 12.2 - 12.7 - 12.6 - 12.6 - 13.0 - 12.3	13.1 - 24.8 - 36.9 - 49.1 - 61.8 - 74.4 - 87.0 - 100.0 - 112.3 (13.1-13.1)
199008010709	芝	右	2000	晴	良	14:25	若駒ステークス 		1990-1-20	1	京都	7	4歳オープン	(混)(別定)	3	290	2	3	130	2	10	120	1	1.0	230	5.0	3-8	300	1																							13.1 - 12.2 - 12.8 - 12.8 - 12.6 - 12.8 - 12.2 - 11.7 - 12.1 - 11.7	13.1 - 25.3 - 38.1 - 50.9 - 63.5 - 76.3 - 88.5 - 100.2 - 112.3 - 124.0 (13.1-13.1)
199008010710	芝	右	2200	晴	良	15:00	石清水特別 		1990-1-20	1	京都	7	4歳以上900万下	(混)(ハンデ)	2	170	1	2	110	1	12	150	2	7.0	160	3.0	2-8	390	1																							13.1 - 11.3 - 13.1 - 13.4 - 12.6 - 12.8 - 12.9 - 12.3 - 12.2 - 11.6 - 12.2	13.1 - 24.4 - 37.5 - 50.9 - 63.5 - 76.3 - 89.2 - 101.5 - 113.7 - 125.3 - 137.5 (13.1-13.1)
