rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	13		ソウルストライク	牡3	56.0		森泰斗	1:45.4		4-4-4-3	41.9	1.6	1	494	5		高月賢一		（株）レッドマジッ	220.0
2	1	1		フリーホースパーク	牡3	56.0		藤江渉	1:45.5	1/2	6-6-6-5	41.6	21.1	9	440	1		久保秀男		福岡純一	88.0
3	4	5		フロネシス	牝3	54.0		本橋孝太	1:45.6	クビ	12-11-11-9	40.3	13.1	4	438	5		山下貴之		吉田照哉	55.0
4	6	10		ナチュラルボーン	牡3	56.0		町田直希	1:45.8	1.0	1-2-2-2	42.5	18.6	7	476	2		内田勝義		吉田照哉	33.0
5	8	14		ダブルラッキー	牡3	56.0		矢野貴之	1:46.2	2.0	5-5-3-3	42.3	20.0	8	454	-12		小久保智		小野瀬悦子	22.0
6	3	4		ヴァラロス	牡3	56.0		山崎誠士	1:46.2	ハナ	9-10-10-7	41.5	29.1	10	471	-1		山崎裕也		森岡幸人	
7	7	11		ジュンハンス	牡3	56.0		張田昂	1:46.2	ハナ	8-8-8-5	41.9	15.5	5	450	-4		小久保智		河合純二	
8	6	9		エースストライカー	牡3	56.0		笹川翼	1:46.6	2.0	1-1-1-1	43.7	8.1	2	491	4		高月賢一		岡井元憲	
9	4	6		ゴールデンプラチナ	牡3	56.0		酒井忍	1:46.7	1/2	14-14-13-11	40.7	193.6	14	464	-5		岩本洋		日本スタンダード（	
10	3	3		コンアモーレ	牡3	53.0		野畑凌	1:46.9	1.0	7-7-5-7	42.8	36.2	11	491	-9		宇野木博		村島昭男	
11	5	8		クロガネ	牡3	56.0		藤本現暉	1:47.1	1.0	13-13-7-9	42.6	12.9	3	480	-10		山田質		伊藤恵介	
12	5	7		シルヴァギンジ	牡3	55.0		古岡勇樹	1:48.1	5.0	11-12-12-12	42.5	143.9	13	474	0		岩本洋		野路一治	
13	7	12		マツリダショパン	牡3	53.0		新原周馬	1:51.9	大	1-2-8-13	48.2	75.0	12	452	0		高月賢一		高橋文枝	
中	2	2		マロース	牡3	56.0		本田正重			10-8		18.5	6	487	0		高月賢一		飯田貴大	
