着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	7	7	24.0	4.0	2004101898	牡	4	496.0	-9.0	56	84.6	0	4-5-1-3		05087	05313	x02b6e	15.0	200836010201
2	7	8	1.2	1.0	2004100630	牝	4	477.0	-5.0	54	84.6	アタマ	2-2-1-1		05030	05123	x0603d	3.5	200836010201
3	2	2	30.0	7.0	2004101206	牡	4	480.0	-9.0	56	84.9	2	5-4-6-6		05490	05088	x038a9	2.0	200836010201
4	4	4	28.3	6.0	2004101258	牝	4	437.0	-1.0	54	85.5	4	7-6-7-7		05542	a0104	x05002	1.4	200836010201
5	8	9	68.6	9.0	2004104619	牝	4	390.0	-7.0	54	85.8	2	3-3-4-4		05463	05555	x044c0	0.8	200836010201
6	3	3	9.1	3.0	2004106463	牝	4	493.0	-7.0	54	85.9	クビ	1-1-1-2		a00c0	05088	382004	0.0	200836010201
7	1	1	5.0	2.0	2004109237	牝	4	437.0	-5.0	54	86.0	3/4	8-7-5-5		00411	05169	x02b80	0.0	200836010201
8	8	10	60.0	8.0	2004106634	牡	4	495.0	1.0	56	87.5	9	6-8-8-8		05445	05033	x00a4c	0.0	200836010201
9	6	6	120.0	10.0	2004100714	牡	4	448.0	-8.0	56	90.8	大	10-10-10-10		05148	a023e	x05002	0.0	200836010201
10	5	5	24.0	4.0	2004103392	牡	4	519.0	-16.0	56	93.0	大	9-9-9-9		05438	05029	662007	0.0	200836010201
1	7	7	6.5	4.0	2004100716	牝	4	472.0	-2.0	54	84.2	0	3-3-1-1		05438	05029	084800	15.0	200836010202
2	6	6	11.7	6.0	2004106512	牝	4	413.0	-4.0	54	84.4	1.1/4	6-7-6-5		05280	05313	531006	3.5	200836010202
3	8	10	3.2	2.0	2004102028	牝	4	434.0	-6.0	54	84.4	クビ	2-2-3-3		05294	05585	x03565	2.0	200836010202
4	8	9	2.8	1.0	2004106631	牝	4	487.0	0.0	54	85.0	4	4-5-4-4		05087	05313	531006	1.4	200836010202
5	2	2	8.2	5.0	2004102784	牡	4	530.0	8.0	56	85.1	3/4	5-4-5-7		05022	05417	x05ff8	0.8	200836010202
6	7	8	88.7	10.0	2004100984	牝	4	417.0	-2.0	54	85.4	1.3/4	8-8-7-6		a01d0	05463	x00869	0.0	200836010202
7	1	1	4.2	3.0	2004100753	牝	4	416.0	-4.0	54	85.4	アタマ	1-1-1-2		05183	05313	140008	0.0	200836010202
8	5	5	33.8	7.0	2004105634	牝	4	440.0	-7.0	54	86.7	8	7-6-8-8		a00c8	05555	x05002	0.0	200836010202
9	3	3	78.9	9.0	2004107284	牝	4	437.0	-2.0	54	86.7	クビ	9-9-9-9		a01f4	05248	x03688	0.0	200836010202
10	4	4	64.5	8.0	2003110246	牝	5	445.0	-6.0	54	88.0	8	10-10-10-10		05542	05417	665007	0.0	200836010202
1	7	7	1.5	1.0	2004109139	セ	4	481.0	1.0	56	84.4	0	9-7-8-5		05218	05033	571002	16.0	200836010203
2	8	9	5.3	2.0	2003105241	セ	5	427.0	0.0	56	84.6	1	2-3-4-2		05294	05365	x011fe	3.7	200836010203
3	3	3	6.3	3.0	2003109446	牝	5	428.0	-2.0	54	84.8	1.1/4	2-2-1-1		05438	05358	x00b30	2.1	200836010203
4	7	8	23.4	6.0	2004106445	牡	4	445.0	0.0	56	85.2	2.1/2	7-8-5-6		05382	05062	x038a9	1.4	200836010203
5	8	10	29.7	8.0	2001104902	牝	7	452.0	-4.0	54	85.3	1/2	8-10-9-9		05463	05709	627007	0.8	200836010203
6	4	4	11.1	4.0	2003110260	牝	5	440.0	-8.0	54	85.4	クビ	6-5-4-4		05022	05417	226002	0.0	200836010203
