着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	4	4	3.5	2.0	2005105072	牡	3	451.0	0.0	54.0	90.0	0	1-1-1-1	39.6	05396	05392	975009	120.0	200845010101
2	2	2	9.0	5.0	2005106960	牡	3	445.0	0.0	54.0	90.9	4	5-5-3-2	40.0	05365	05569	x04060	36.0	200845010101
3	5	5	2.4	1.0	2005104347	牡	3	473.0	0.0	54.0	92.4	7	2-2-2-3	41.9	05230	05288	x02ad8	21.6	200845010101
4	1	1	3.9	3.0	2005109344	牡	3	467.0	0.0	54.0	93.4	5	6-6-6-5	42.0	a0188	05603	x05c64	14.4	200845010101
5	3	3	8.8	4.0	2005105143	牡	3	445.0	-2.0	54.0	94.0	3	4-4-4-4	42.8	a0105	05275	145007	12.0	200845010101
6	7	7	14.4	6.0	2005102760	牝	3	430.0	-5.0	53.0	94.7	3	7-6-8-7	43.2	00426	05331	386004	0.0	200845010101
7	8	8	22.0	7.0	2005103630	牡	3	465.0	-6.0	54.0	94.7	クビ	3-3-4-6	43.7	05281	a015f	434007	0.0	200845010101
8	6	6	27.4	8.0	2005103675	牝	3	406.0	6.0	53.0	95.2	2.1/2	8-8-8-8	42.9	a0108	a0174	373800	0.0	200845010101
1	4	4	2.8	2.0	2005105881	牡	3			54.0	92.2	0	1-1-1-1	39.9	05365	05331	902008	120.0	200845010102
2	6	6	2.3	1.0	2005100411	牡	3	455.0	0.0	54.0	93.1	4	3-3-1-2	40.8	05281	05465	715009	36.0	200845010102
3	2	2	3.4	3.0	2005105674	セ	3	452.0	2.0	54.0	93.4	1.1/2	5-5-3-3	40.9	05386	05392	970008	21.6	200845010102
4	3	3	50.6	8.0	2005109168	牝	3	489.0	4.0	53.0	94.2	4	8-8-8-6	41.3	a0188	a015d	683009	14.4	200845010102
5	7	7	38.1	7.0	2005101015	牝	3	475.0	-2.0	53.0	94.2	ハナ	7-7-6-5	41.5	a0105	05275	306800	12.0	200845010102
6	1	1	13.1	5.0	2005100298	牝	3	455.0	-7.0	53.0	94.8	3	4-4-4-4	42.3	05396	05388	622006	0.0	200845010102
7	8	8	9.9	4.0	2005100249	牡	3	408.0	0.0	54.0	96.6	9	6-6-7-8	43.9	05455	a016b	x03248	0.0	200845010102
8	5	5	34.7	6.0	2005109174	牝	3	448.0	2.0	53.0	97.8	6	2-1-6-7	45.3	05352	05439	x05003	0.0	200845010102
