rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	12		デンコウハピネス	牝3	53.0		田中健	1:12.4		7-7	36.4	25.1	9	438	18		坂口智康		田中康弘	750.0
2	6	8		メジャーハリケーン	牡3	55.0		池添謙一	1:12.5	1/2	9-9	36.2	15.8	7	466	4		清水久詞		林正道	300.0
3	5	6		サイモンミラベル	牝5	52.0		斎藤新	1:12.8	2.0	1-1	37.5	12.7	5	486	0		梅田智之		澤田昭紀	190.0
4	4	5		メイショウソウビ	セ5	57.0		鮫島良太	1:13.1	1.3/4	12-12	36.5	8.4	3	480	4		飯田祐史		松本好雄	110.0
5	6	9		タガノジェロディ	牡3	55.0		岡田祥嗣	1:13.2	クビ	12-9	36.9	23.3	8	472	16		浅見秀一		八木良司	75.0
6	2	2		アスカリ	牡3	52.0		岩田望来	1:13.3	3/4	6-4	37.7	11.8	4	502	2		西園正都		吉田勝己	
7	7	10		ルンルンキャット	牝3	53.0		松若風馬	1:13.6	2.0	3-3	38.0	6.9	2	444	-2		高柳大輔		高昭牧場	
8	7	11		ロンリイマンサパタ	牡3	55.0		川島信二	1:13.8	1.1/4	7-7	37.9	31.1	10	522	6		川村禎彦		石川博	
9	4	4		テイエムストーン	牝3	53.0		酒井学	1:13.9	1/2	4-4	38.2	14.5	6	472	2		飯田雄三		竹園正繼	
10	1	1		オースミヌーベル	牡3	52.0		団野大成	1:13.9	クビ	9-9	37.7	65.5	12	450	6		坂口智康		オースミ	
11	3	3		クリノアパッチ	セ5	54.0		三津谷隼	1:13.9	ハナ	11-13	37.4	392.9	13	432	2		作田誠二		栗本博晴	
12	8	13		アメリカズハート	牝4	55.0		藤岡康太	1:14.1	1.1/4	4-4	38.3	31.9	11	476	4		鮫島一歩		栗山学	
13	5	7		シーシャープ	牡3	55.0		岩田康誠	1:14.6	3.0	2-2	39.2	1.8	1	532	0		橋口慎介		前田晋二	
