waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018102619	チョウラブリー			05328	下原理	a0212	織田誠	444	-3
2	2	2018103836	エーアイ			05474	竹村達也	05644	三宅直之	466	2
3	3	2016103449	ニシノモエ			05580	長谷部駿	05466	山口浩幸	413	-8
4	4	2014104682	サクラエテルノ			a01e6	小谷周平	05427	稻田彰宏	528	4
5	5	2016100394	セツゲツカ			05576	石堂響	05590	長倉功	439	12
6	6	2013102633	キタノカミカゼ			05390	吉村智洋	05574	大塚信次	447	4
7	7	2016105504	シェナフブキ			05567	大柿一真	05466	山口浩幸	417	-1
7	8	2016106498	エイシントプカプ			a01d8	松本幸祐	05644	三宅直之	394	4
8	9	2015101770	セイウンシヴァ			a048a	長尾翼玖	05466	山口浩幸	455	-1
8	10	2010105960	ウインデスティニー			a024c	中田貴士	a0265	山元博徳	444	1
