waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016103294	ウォルフズハウル	牡5	57.0	01179	菅原明	01127	栗田	480	16
2	2	2016104728	サンサルドス	牡5	57.0	01140	横山和	00438	安田隆	536	-4
3	3	2017104232	ディアセオリー	牡4	57.0	01122	三浦	01088	高木	488	-6
4	4	2016104998	アスティ	セ5	57.0	00689	江田照	00436	堀井	426	0
5	5	2017105590	ベスビアナイト	セ4	57.0	05339	ルメール	00399	国枝	486	-4
5	6	2017102850	メイショウラツワン	牡4	57.0	01170	横山武	01049	南井	476	-6
6	7	2016105270	ラヴィンジャー	牝5	55.0	05386	戸崎圭	01068	小島	434	4
6	8	2018103563	ロードトゥフェイム	牡3	54.0	01091	丹内	01141	尾形	482	-8
7	9	2018104712	レイオブウォーター	牡3	54.0	01075	田辺	01061	友道	496	6
7	10	2014105709	インペリアルフィズ	牡7	57.0	01096	大野	01165	和田勇	480	2
8	11	2017101525	ネオストーリー	牡4	57.0	00422	内田博	01163	林	462	-12
8	12	2015104697	ヴァイザー	牡6	57.0	01077	石橋脩	01136	高橋亮	456	-2
