waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018106445	リアルインパルス			05164	藤原良一	05131	井上哲	445	15
2	2	2018103722	ルナブランカ			05543	山田祥雄	05177	藤ヶ崎一	429	5
3	3	2018110110	アイファーリンクス			05171	岡部誠	05671	倉地学	502	10
4	4	2018105522	フォーコーゼズ			05053	丸野勝虎	05242	角田輝也	532	14
5	5	2018100556	キタノフェスタ			a02bb	木之前葵	a02e8	竹下太	409	21
6	6	2018104610	マツヨイヒメ			a023e	友森翔太	a03ea	宇都英樹	444	-6
7	7	2018106763	リンガスムーン			a0487	塚本征吾	05368	櫻井今朝	400	-4
7	8	2018102443	マサノダイヤモンド			a016d	横井将人	a030a	安部幸夫	513	1
8	9	2018106460	メイショウチャイブ			05370	大畑雅章	05486	今津博之	429	3
8	10	2018100076	クロメ			05196	宮下瞳	a030a	安部幸夫	441	1
