rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	8		ブラックラブ	牝2	480.0		長澤幸太	1:49.2				13.0	5	886	33		大河原和		山下信一	15.0
2	5	5		ワイルドアーム	牝2	480.0		西謙一	1:54.3				25.9	7	871	18		西弘美		長谷川義晃	3.7
3	3	3		ムホウマツゴロウ	牡2	500.0		松本秀克	2:00.0				32.2	8	968	5		西弘美		黒木敬子	1.8
4	7	7		カネダワラ	牡2	500.0		渡来心路	2:01.6				14.2	6	867	-8		久田守		細野俊秀	1.2
5	6	6		オオゾラマミ	牝2	480.0		船山蔵人	2:01.7				4.8	2	845	25		中島敏博		小里昭男	0.7
6	8	9		ジェイウェイ	牡2	500.0		藤野俊一	2:08.9				39.6	9	860	19		金山明彦		小森唯永	
7	8	10		トウシンスピード	牡2	500.0		西将太	2:10.2				6.5	4	894	5		松井浩文		高柳稔	
8	1	1		ミミ	牝2	480.0		赤塚健仁	2:14.4				76.6	10	883	0		西弘美		南日出男	
9	4	4		コノミチヒトスジ	牡2	500.0		鈴木恵介	2:15.5				5.6	3	924	18		金山明彦		新山正一郎	
10	2	2		コウシュハロマンス	牝2	480.0		島津新	2:21.0				2.1	1	932	16		松井浩文		広瀬豪	
