日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2021/12/22	曇	7	11	2	2	8.4	4	4	57.5	稍	1:27.9	0.9	6-6-5-4	0.0-38.4	38.6	園田	202150122207	兵庫ゴールドトロフィ(G3)	movie.html?race_id=202150122207	05473	ダ	1400	517	5	450.0
2021/11/13	晴	11	16	6	12	60.1	15	10	58.0	稍	1:36.0	1.0	10-8	34.4-36.5	36.9	東京	202105050311	東京中日S杯武蔵野S(G3)	202105050311	00641	ダ	1600	512	7	0.0
2021/10/11	曇	11	16	5	10	11.6	6	5	57.0	不	1:35.8	0.5	3-3	0.0-36.5	36.6	盛岡	202135101111	マイルチャンピオンシ(G1)	movie.html?race_id=202135101111	01014	ダ	1600	505	-7	300.0
2021/09/12	曇	11	16	4	8	78.1	14	9	57.5	良	1:32.7	0.7	3-7-7	34.6-35.2	34.9	中山	202106040211	京成杯オータムH(G3)	202106040211	00641	芝	1600	512	4	0.0
2021/07/11	雨	11	16	4	8	7.5	4	8	58.0	重	1:41.8	0.9	6-6-4-5	28.9-35.9	36.5	小倉	202110030411	プロキオンS(G3)	202110030411	01014	ダ	1700	508	2	0.0
2021/06/03	曇	11	12	4	4	4.2	3	3	58.0	良	1:25.5	0.6	3-3-3-3	35.2-37.4	37.5	浦和	202142060311	さきたま杯(G2)	movie.html?race_id=202142060311	01014	ダ	1400	506	-8	620.0
2021/05/05	小雨	11	12	6	8	19.3	7	4	57.0	稍	1:40.4	1.1	5-3-3-3	36.3-38.9	39.8	船橋	202143050511	かしわ記念(G1)	movie.html?race_id=202143050511	01014	ダ	1600	514	0	700.0
2021/02/21	晴	11	16	4	8	41.0	11	14	57.0	良	1:36.7	2.3	1-1	34.7-35.9	38.2	東京	202105010811	フェブラリーS(G1)	202105010811	01014	ダ	1600	514	8	0.0
2020/11/08	晴	11	10	1	1	12.2	6	9	59.0	良	1:53.9	4.0	3-2-4-7	36.5-37.4	41.0	阪神	202009050211	みやこS(G3)	202009050211	01014	ダ	1800	506	-1	0.0
2020/10/12	雨	11	16	8	15	5.3	4	7	57.0	稍	1:34.1	1.4	5-4	0.0-35.4	36.4	盛岡	202035101211	マイルチャンピオンシ(G1)	movie.html?race_id=202035101211	01014	ダ	1600	507	-3	0.0
2020/06/24	曇	11	14	3	4	25.6	6	4	57.0	重	2:06.0	0.7	1-1-2-1	37.3-36.4	37.1	大井	202044062411	帝王賞競走(G1)	movie.html?race_id=202044062411	01014	ダ	2000	510	4	600.0
2020/05/05	曇	11	7	1	1	26.9	6	1	57.0	良	1:38.6	-0.4	1-1-1-1	36.8-36.3	36.3	船橋	202043050511	かしわ記念(G1)	movie.html?race_id=202043050511	01014	ダ	1600	506	6	6000.0
2020/02/23	晴	11	16	2	3	24.1	6	12	57.0	良	1:37.3	2.1	1-2	34.6-36.5	38.5	東京	202005010811	フェブラリーS(G1)	202005010811	01014	ダ	1600	500	-8	0.0
2020/02/02	晴	11	16	3	6	10.1	4	5	58.0	良	1:23.2	0.5	4-4	35.0-35.4	35.5	東京	202005010211	根岸S(G3)	202005010211	01014	ダ	1400	508	6	380.0
2019/12/01	晴	11	16	7	13	45.9	9	14	55.0	良	1:50.3	1.8	9-9-4-4	36.6-35.7	37.2	中京	201907040211	チャンピオンズC(G1)	201907040211	05212	ダ	1800	502	-2	0.0
2019/11/03	曇	11	16	4	8	8.6	3	5	56.0	良	1:50.3	1.2	4-4-3-6	34.9-37.6	38.5	京都	201908050211	みやこS(G3)	201908050211	05212	ダ	1800	504	5	380.0
2019/09/12	曇	11	11	5	5	2.7	2	2	55.0	稍	1:25.6	0.3	3-3-3-2	35.6-37.8	37.5	浦和	201942091211	テレ玉杯オーバルスプ(G3)	movie.html?race_id=201942091211	01014	ダ	1400	499	1	735.0
2019/06/16	晴	11	13	1	1	6.6	3	1	57.0	重	1:35.5	0.0	1-1	33.9-37.1	37.1	東京	201905030611	ユニコーンS(G3)	201905030611	01014	ダ	1600	498	-2	3553.9
2019/05/05	晴	11	18	6	12	62.2	9	9	57.0	良	1:32.8	0.4	4-3	33.9-34.6	34.6	東京	201905020611	NHKマイルC(G1)	201905020611	00422	芝	1600	500	-12	0.0
2019/04/06	晴	11	14	1	1	10.8	4	1	56.0	良	1:34.2	0.0	1-1-1	35.9-33.9	33.9	中山	201906030511	ニュージーランドT(G2)	201906030511	00422	芝	1600	512	12	5506.4
2018/12/08	晴	7	14	5	7	2.5	1	1	55.0	良	1:35.2	-0.2	4-2-2	35.1-35.5	35.3	中京	201807040307	2歳未勝利	201807040307	01014	芝	1600	500	4	500.0
2018/11/11	晴	3	11	1	1	6.3	3	2	55.0	良	1:36.0	0.1	1-1	35.6-35.1	35.2	京都	201808050403	2歳未勝利	201808050403	01014	芝	1600	496	0	200.0
2018/10/13	曇	5	18	3	6	11.9	4	2	55.0	良	1:35.8	0.0	1-1	36.3-34.1	34.1	東京	201805040405	2歳新馬	201805040405	01014	芝	1600	496	0	280.0
