waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016103191	リュウグウオー			05571	菅原辰徳	05481	瀬戸幸一	438	-3
2	2	2016101889	スタークォーツ			05463	高橋悠里	a024c	櫻田康二	516	11
3	3	2014100049	ティラール			05577	岩本怜	05555	三野宮通	465	4
4	4	2014101322	トーホウボニータ			a01d1	木村暁	05157	及川良春	446	-1
5	5	2017102926	ノボユキ			05445	山本聡哉	05720	伊藤和忍	445	0
6	6	2017102306	スターオブフォース			a01e8	坂口裕一	05683	菅原勲	453	-5
7	7	2016102007	ピンクキャンディー			05542	高松亮	a02e4	小林俊彦	478	2
7	8	2015101291	コモンセンス			05552	鈴木祐	a024c	櫻田康二	491	-2
8	9	2014104233	アンジュレーヴ			05591	塚本涼人	a0108	平澤芳三	453	-7
8	10	2017105995	スカイヴァルキリー			05119	阿部英俊	05157	及川良春	471	0
