日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/08	曇	10	16	1	1	63.0	10	6	54.0	良	1:13.5	1.0	13-11	35.0-37.5	37.1	大井	202244030810	江戸見坂賞競走	movie.html?race_id=202244030810	05590	ダ	1200	462	1	0.0
2022/02/07	晴	10	15	7	13	15.3	6	6	54.0	良	1:13.9	1.1	11-11	35.0-37.8	37.5	大井	202244020710	狸穴坂賞競走	movie.html?race_id=202244020710	05590	ダ	1200	461	3	0.0
2022/01/27	晴	9	16	3	5	7.9	4	12	54.0	良	1:15.1	1.6	14-14	35.1-38.4	38.5	大井	202244012709	B3四	movie.html?race_id=202244012709	05590	ダ	1200	458	-4	0.0
2021/12/27	晴	8	8	8	8	5.2	3	1	54.0	稍	1:14.0	0.0	6-7	36.2-37.8	37.3	大井	202144122708	ギブソン賞	movie.html?race_id=202144122708	05590	ダ	1200	462	-1	230.0
2021/12/07	雨	12	15	8	16	55.6	9	3	54.0	稍	1:13.0	1.0	11-11	34.8-37.2	37.1	大井	202144120712	カノープス賞競走	movie.html?race_id=202144120712	05590	ダ	1200	463	3	60.0
2021/11/17	晴	9	14	4	6	10.8	5	7	54.0	良	1:29.3	1.1	10-9-8	38.0-37.9	38.5	大井	202144111709	門別グランシャリオ賞	movie.html?race_id=202144111709	05590	ダ	1400	460	-2	0.0
2021/11/01	曇	11	16	3	6	19.4	8	10	54.0	重	1:28.2	1.2	10-10-8	36.1-39.0	39.1	大井	202144110111	ポルックス賞競走	movie.html?race_id=202144110111	05590	ダ	1400	462	-3	0.0
2021/10/07	曇	12	14	3	4			取	54.0	良				36.2-38.1		大井	202144100712	ウマい馬券で最終レー	movie.html?race_id=202144100712	05443	ダ	1400	計不		0.0
2021/09/22	晴	11	12	6	7	4.4	2	7	54.0	良	1:27.9	1.7	10-8-8	36.3-37.6	38.1	大井	202144092211	サファイア賞競走	movie.html?race_id=202144092211	05539	ダ	1400	465	1	0.0
2021/09/09	曇	12	16	6	11	14.2	7	2	54.0	不	1:13.3	0.8	6-5	35.0-37.5	37.8	大井	202144090912	2018東京メガイル	movie.html?race_id=202144090912	05539	ダ	1200	464	0	96.0
2021/08/20	晴	8	11	4	4	16.7	5	1	54.0	稍	1:26.7	-0.3	6-3-3	35.8-38.7	38.1	大井	202144082008	真夏のアフター6!楽	movie.html?race_id=202144082008	05539	ダ	1400	464	-1	120.0
2021/08/05	晴	9	10	1	1	49.8	8	1	54.0	良	1:13.5	0.0	9-8	35.0-38.5	37.4	大井	202144080509	C1五　六	movie.html?race_id=202144080509	05539	ダ	1200	465	1	120.0
2021/07/14	曇	7	14	6	9	135.9	14	7	54.0	稍	1:42.6	0.5	5-5-6-8	37.1-39.8	39.5	大井	202144071407	C1五　六七	movie.html?race_id=202144071407	05539	ダ	1600	464	-3	0.0
2021/07/02	雨	8	12	6	7	91.2	11	9	53.0	不	1:43.6	2.1	9-10-10-10	36.9-39.5	40.5	大井	202144070208	C1二　三	movie.html?race_id=202144070208	05594	ダ	1600	467	-1	0.0
2021/06/11	晴	6	14	5	7	239.7	12	12	53.0	良	1:43.9	2.0	12-12-11-11	37.9-39.1	39.9	大井	202144061106	C1一　二三	movie.html?race_id=202144061106	05594	ダ	1600	468	-1	0.0
2021/05/21	曇	7	13	8	13	49.0	8	5	53.0	不	1:43.2	1.9	8-8-7-6	37.9-38.5	39.8	大井	202144052107	C1二　三	movie.html?race_id=202144052107	05594	ダ	1600	469	-3	12.0
2021/05/01	雨	8	12	6	8	69.7	10	5	53.0	重	1:42.2	1.1	9-8-7-7	36.8-39.2	39.8	大井	202144050108	おとめ座特別競走	movie.html?race_id=202144050108	05594	ダ	1600	472	-2	20.0
2021/04/16	曇	7	12	6	8	294.4	11	5	53.0	稍	1:43.4	2.0	6-6-7-7	38.0-38.5	40.2	大井	202144041607	C1三　四五	movie.html?race_id=202144041607	05594	ダ	1600	474	3	12.0
2021/03/24	晴	7	12	8	13	128.8	10	10	53.0	稍	1:44.3	2.2	10-10-9-9	37.4-39.7	40.9	大井	202144032407	C1四　五	movie.html?race_id=202144032407	05594	ダ	1600	471	-4	0.0
2021/03/12	曇	6	14	4	5	163.8	13	14	54.0	良	1:30.6	3.1	6-6-7	36.4-38.8	41.3	大井	202144031206	C1一　二三	movie.html?race_id=202144031206	05583	ダ	1400	475	6	0.0
2021/01/20	晴	9	16	4	8	118.0	14	11	53.0	良	1:15.1	1.2	11-12	36.1-37.8	37.8	大井	202144012009	C1四　五	movie.html?race_id=202144012009	05594	ダ	1200	469	-7	0.0
2020/12/28	晴	10	16	5	10	252.0	15	11	53.0	良	1:29.9	2.2	6-6-6	37.2-37.9	39.7	大井	202044122810	KRAトロフィー競走	movie.html?race_id=202044122810	05583	ダ	1400	476	-1	0.0
2020/12/09	曇	12	16	4	7	221.0	16	16	53.0	良	1:30.0	3.0	14-15-15	36.2-38.6	39.9	大井	202044120912	受章祝賀デーフィナー	movie.html?race_id=202044120912	05583	ダ	1400	477	2	0.0
2020/11/16	晴	10	16	6	12	53.1	10	15	53.0	良	1:29.8	2.9	7-9-10	35.9-38.5	40.4	大井	202044111610	シリウス賞競走	movie.html?race_id=202044111610	05583	ダ	1400	475	23	0.0
2020/04/11	晴	11	15	8	14	229.4	14	15	55.0	良	1:50.4	3.8	14-15-8-12	29.3-39.5	42.8	福島	202003010111	福島中央テレビ杯(2勝クラス)	202003010111	01004	ダ	1700	452	-2	0.0
2019/11/23	雨	12	18	3	6	89.3	14	16	52.0	不	1:27.1	2.9	7-7	35.9-36.0	38.4	東京	201905050712	3歳以上2勝クラス	201905050712	01173	芝	1400	454	0	0.0
2019/11/10	晴	12	16	8	16	132.3	15	9	52.0	良	1:37.3	0.7	1-1	35.5-36.9	37.6	東京	201905050412	3歳以上2勝クラス	201905050412	01173	ダ	1600	454	-4	0.0
2019/10/20	晴	12	16	6	12	208.6	16	10	55.0	重	1:36.9	1.2	2-2	34.6-36.8	37.6	東京	201905040712	3歳以上2勝クラス	201905040712	05286	ダ	1600	458	6	0.0
2019/09/15	曇	12	16	4	8	282.6	14	14	52.0	良	1:11.9	1.4	11-12	33.8-36.7	37.4	中山	201906040412	3歳以上2勝クラス	201906040412	01177	ダ	1200	452	-6	0.0
2019/07/21	曇	10	15	6	11	100.5	12	14	55.0	稍	1:47.3	1.8	9-9-11-11	30.2-39.1	39.3	福島	201903020810	横手特別(2勝クラス)	201903020810	01158	ダ	1700	458	2	0.0
2019/05/11	晴	11	14	8	14	70.4	13	9	52.0	良	1:54.7	1.2	1-1-1-2	37.7-37.0	38.2	新潟	201904010511	中ノ岳特別(1000万下)	201904010511	01166	ダ	1800	456	6	0.0
2018/10/28	晴	9	16	3	5	48.6	10	11	53.0	良	1:26.0	1.8	3-3	35.1-37.2	38.6	東京	201805040909	河口湖特別(1000万下)	201805040909	01169	ダ	1400	450	4	0.0
2018/10/08	曇	6	16	8	15	7.8	3	1	52.0	良	1:25.7	-0.2	2-3	36.9-36.1	36.0	東京	201805040306	3歳以上500万下	201805040306	01169	ダ	1400	446	-6	750.0
2018/08/05	曇	8	14	2	2	12.9	5	8	52.0	良	1:12.5	1.8	6-5	33.4-37.3	38.4	新潟	201804020408	3歳以上500万下	201804020408	01009	ダ	1200	452	8	0.0
2018/05/20	晴	5	16	8	15	4.0	1	9	52.0	良	1:27.5	1.7	2-2	36.1-37.0	38.6	東京	201805021005	3歳500万下	201805021005	01169	ダ	1400	444	0	0.0
2018/04/21	晴	1	16	5	10	4.0	2	1	52.0	良	1:25.7	-0.8	1-1	35.8-37.5	37.5	東京	201805020101	3歳未勝利	201805020101	01169	ダ	1400	444	4	500.0
2018/03/24	晴	3	16	8	16	9.7	4	3	51.0	稍	1:25.9	0.5	1-1	35.4-37.8	38.3	中京	201807020503	3歳未勝利	201807020503	01168	ダ	1400	440	-2	130.0
2018/03/03	晴	1	16	3	6	3.5	1	5	52.0	稍	1:13.2	0.2	5-4	34.5-38.5	38.2	中山	201806020301	3歳未勝利	201806020301	01169	ダ	1200	442	0	50.0
2017/12/02	晴	1	16	3	6	4.8	2	6	51.0	良	1:13.3	0.3	2-2	34.6-38.4	38.6	中山	201706050101	2歳未勝利	201706050101	01169	ダ	1200	442	8	0.0
2017/11/11	晴	1	13	3	3	89.4	8	2	51.0	良	1:27.4	0.3	1-2	36.7-37.3	37.6	東京	201705050301	2歳未勝利	201705050301	01169	ダ	1400	434	-2	200.0
2017/10/28	曇	4	16	5	10	80.2	11	6	51.0	良	1:28.6	3.6	11-10	35.8-36.9	38.8	東京	201705040804	2歳新馬	201705040804	01169	ダ	1400	436	0	0.0
