rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	5		ラルワースコーヴ	牝5	54.0		田中学	1:32.1		1-1-1-1	39.3	5.3	3	473	2		高馬元紘		兼子尚也	90.0
2	8	10		イッツマイビジネス	セ5	56.0		下原理	1:32.5	2.1/2	2-2-2-2	39.6	2.4	2	463	0		盛本信春		清水義徳	36.0
3	7	8		ストーミーストーム	牡9	56.0		小谷周平	1:32.7	1.1/4	3-3-3-3	39.6	137.8	11	500	2		住吉朝男		小谷昌吾	22.5
4	1	1		メイショウスコヤカ	牝4	54.0		笹田知宏	1:33.0	2.0	3-4-5-4	39.9	2.4	1	467	7		飯田良弘		橘勝年	13.5
5	4	4		レコパンサムライ	牡5	56.0		井上幹太	1:33.2	1.0	8-8-8-6	39.8	123.0	9	485	0		尾原強		山下壽	9.0
6	7	9		ワンダーハート	牝4	54.0		大山真吾	1:33.5	2.0	11-11-9-8	39.7	7.2	4	451	5		木村健		山本能成	
7	6	6		ホトダニー	牡5	56.0		川原正一	1:33.6	クビ	7-7-7-7	40.3	34.8	6	478	-5		森澤友貴		小濱正智	
8	6	7		ウィステリアダディ	牡4	56.0		田野豊三	1:34.0	2.1/2	9-9-4-5	40.5	25.9	5	515	7		保利良次		星野裕光	
9	3	3		マムティハット	牡5	56.0		永井孝典	1:34.0	クビ	10-10-10-9	40.3	136.6	10	465	0		山口益巳		谷謙介	
10	8	11		クラウンウエイブ	牡5	56.0		松木大地	1:34.6	3.1/2	6-5-6-10	41.3	103.7	8	469	4		飯田良弘		矢野悦三	
11	2	2		オーラルーチェ	牝4	51.0		佐々木世	1:36.5	大	5-6-11-11	42.8	97.4	7	415	-1		北野真弘		眞田誠之	
