rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	12		ノブワイルド	牡8	56.0		左海誠二	0:58.5		2-1	36.2	2.9	1	491	-9		小久保智		前田亘輝	3,100.0
2	2	2		キャンドルグラス	牡6	56.0		岡部誠	0:58.6	1/2	7-5	35.1	3.5	2	507	-3		川島正一		吉田照哉	1,085.0
3	5	8		フランシスコダイゴ	牡5	56.0		本橋孝太	0:58.9	1.1/2	11-9	34.9	22.0	7	479	3		小久保智		ＨｉｍＲｏｃｋＲ	620.0
4	3	4		アザワク	牝3	52.0		山崎誠士	0:58.9	クビ	1-2	36.8	4.7	3	463	-1		角川秀樹		（株）オリオンファ	310.0
5	3	3		ポッドギル	牝4	54.0		矢野貴之	0:59.0	1/2	3-3	36.3	15.8	5	452	2		鈴木啓之		小川眞査雄	155.0
6	4	6		クルセイズスピリツ	牡5	56.0		西啓太	0:59.4	2.0	4-4	36.5	34.7	8	476	6		荒井朋弘		谷謙介	
7	4	5		クイーンズテソーロ	牝5	54.0		笹川翼	0:59.6	1.0	7-7	36.1	18.5	6	474	-1		荒山勝徳		了徳寺健二	
8	1	1		スティンライクビー	セ8	56.0		内田利雄	0:59.6	クビ	10-10	35.8	272.9	14	486	0		飯田弘道		村上幹夫	
9	7	11		ストロングハート	牝5	54.0		町田直希	0:59.7	クビ	5-6	36.5	47.2	9	485	-9		内田勝義		（有）グランド牧場	
10	8	13		トミケンキルカス	牡8	56.0		藤田凌	1:00.0	1.1/2	11-12	36.0	137.6	11	519	0		堀千亜樹		富樫賢二	
11	5	7		ロマンコスモ	セ7	56.0		岡村健司	1:00.2	1.1/2	13-13	35.6	228.9	13	512	0		山中尊徳		菅實	
12	6	9		エイシンテキサス	牡10	56.0		水野翔	1:01.2	5.0	9-11	37.6	196.6	12	481	9		坂口義幸		太田雅貴	
13	8	14		ミラクルダマスク	牝5	54.0		渡辺竜也	1:01.3	1/2	6-8	37.9	99.4	10	456	0		笹野博司		大塚亮一	
中	6	10		アピア	セ9	56.0		御神本訓					5.5	4	525	-17		渡辺和雄		宮崎時子	
