waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017101329	エランヴィタール			05592	小野楓馬	05688	小野望	476	2
2	2	2016109049	アレグロ			05477	黒澤愛斗	05301	村上正和	512	2
3	3	2010100778	スーパーブレーヴ			05088	馬渕繁治	05025	谷口常信	486	6
4	4	2017104479	ストーミーラヴ			05545	山本咲希	05453	松本隆宏	434	0
5	5	2016104009	ヤマノプレミアム			00837	井上俊彦	05301	村上正和	484	2
5	6	2016102345	ストラール			05286	服部茂史	00886	田中正二	486	4
6	7	2015105616						05660	斉藤正弘	54	
6	8	2017101561						05721	山口竜一	55	
7	9	2017100355	ファラウェイ			05389	岩橋勇二	05630	田中淳司	554	10
7	10	2015101886	ファントムメナス			05411	桑村真明	05108	桧森邦夫	528	8
8	11	2016103403	チャンダナ			05534	石川倭	05093	米川伸也	496	-2
8	12	2018103414	カツゲキダイリン			05371	亀井洋司	05233	廣森久雄	494	-2
