	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201043011201	ダ	左	1200	小雨	良	10:40	3歳		2010-1-12	10	船橋	1	53万円以上156.5万円未満		11.0	360.0	3.0	11.0	170	3.0	2.0	110	1.0	9.0	1,110	11.0	2-8	530.0	3.0	2-11	610.0	3.0	2-11	260	2.0	9-11	2,450	27.0	2-9	1,860	19.0	8=>2	1140.0	5.0	11=>2	860.0	3.0	2-9-11	10490.0	29.0	11=>2=>9	33290.0	84.0		(3,4,8,10),(7,11),5,(1,2,6,9),12	(3,8),11,4,10,(7,9),(1,5,6),2,12	(3,8,11),(4,10),9,7,(5,2),6,1,12	12.7 - 11.3 - 11.9 - 12.5 - 13.7 - 14.2	12.7 - 24.0 - 35.9 - 48.4 - 62.1 - 76.3 (35.9-40.4)
201043011202	ダ	左	1600	小雨	良	11:10	3歳		2010-1-12	10	船橋	1	53万円以上156.5万円未満		10.0	690.0	4.0	10.0	170	4.0	4.0	120	1.0	14.0	180	5.0	3-6	730.0	2.0	4-10	670.0	2.0	4-10	230	1.0	10-14	950	10.0	4-14	290	3.0	6=>3	2520.0	11.0	10=>4	2090.0	9.0	4-10-14	1990.0	6.0	10=>4=>14	15590.0	42.0	14,4,8,(7,11),9,1,10,(5,12),(2,13),6,3	14,4,8,7,(1,9),11,10,5,(13,12),2,6,3	14,(4,8),7,10,1,(9,11),13,5,(6,2,12),3	14,4,10,8,7,(1,9,11),13,(6,2),5,12,3	12.5 - 12.3 - 13.1 - 13.3 - 12.7 - 13.2 - 14.0 - 14.1	12.5 - 24.8 - 37.9 - 51.2 - 63.9 - 77.1 - 91.1 - 105.2 (37.9-41.3)
201043011203	ダ	左	1500	小雨	良	11:40	4歳イ		2010-1-12	10	船橋	1	100万円以上		7.0	310.0	1.0	7.0	120	1.0	1.0	200	4.0	8.0	310	6.0	1-6	790.0	4.0	1-7	750.0	3.0	1-7	250	2.0	7-8	710	10.0	1-8	1,190	16.0	6=>1	1180.0	6.0	7=>1	1200.0	4.0	1-7-8	3030.0	14.0	7=>1=>8	9980.0	34.0	7,8,11,6,10,1,9,(4,5)-2	7,8,11,10,6,1,(4,9),5=2	7,(8,10),11,9,1,(6,5),4=2	(7,8,10),(11,1),9,5,6,4=2	7.1 - 11.9 - 12.8 - 12.8 - 12.8 - 13.0 - 13.1 - 14.1	7.1 - 19.0 - 31.8 - 44.6 - 57.4 - 70.4 - 83.5 - 97.6 (31.8-40.2)
201043011204	ダ	左	1500	小雨	良	12:10	4歳ア		2010-1-12	10	船橋	1	100万円以上		8.0	230.0	1.0	8.0	130	1.0	3.0	130	2.0	9.0	250	7.0	3-7	480.0	2.0	3-8	730.0	2.0	3-8	250	1.0	8-9	530	6.0	3-9	790	12.0	7=>3	780.0	2.0	8=>3	930.0	2.0	3-8-9	2750.0	11.0	8=>3=>9	8040.0	20.0	1,4,(8,10),9,3,6,(5,7),2	1,4,(8,10),(3,9),6,5,7,2	1,8,(3,10),4,(9,6),7,5,2	1,8,(3,6),10,9,7,(5,2),4	6.8 - 11.9 - 12.8 - 12.5 - 12.9 - 13.1 - 13.0 - 13.5	6.8 - 18.7 - 31.5 - 44.0 - 56.9 - 70.0 - 83.0 - 96.5 (31.5-39.6)
201043011205	ダ	左	1200	雨	良	12:45	C2二　三		2010-1-12	10	船橋	1			2.0	140.0	1.0	2.0	120	1.0	4.0	240	4.0	1.0	170	3.0	2-4	1370.0	5.0	2-4	1520.0	5.0	2-4	470	5.0	1-2	190	1.0	1-4	910	11.0	2=>4	1990.0	7.0	2=>4	1900.0	6.0	1-2-4	1590.0	4.0	2=>4=>1	9580.0	31.0		(2,10,12),4,6,(1,5,9),(8,11),3,7	2,10,12,4,6,9,(1,5),8,(7,11),3	(2,10),4,6,(9,12),(1,5,8),(3,7),11	12.4 - 11.2 - 11.5 - 12.7 - 13.0 - 12.9	12.4 - 23.6 - 35.1 - 47.8 - 60.8 - 73.7 (35.1-38.6)
201043011206	ダ	左	1600	雨	稍重	13:20	C2二　三		2010-1-12	10	船橋	1			7.0	200.0	1.0	7.0	140	1.0	13.0	680	8.0	4.0	560	7.0	5-8	2520.0	10.0	7-13	5080.0	16.0	7-13	1,310	15.0	4-7	1,040	10.0	4-13	16,270	66.0	5=>8	3630.0	15.0	7=>13	5700.0	23.0	4-7-13	32240.0	73.0	7=>13=>4	149500.0	313.0	4,13,7,2,(5,11),10,6,9,1,14,8,12,3	4,13,7,2,5,11,10,6,(1,9),14,8,12,3	4,13,7,5,11,2,(6,10,9),1,14,8,12,3	(4,13,7),5,11,(6,2),9,(10,1),14,(12,3),8	12.4 - 12.2 - 12.8 - 13.0 - 12.5 - 12.7 - 13.3 - 13.9	12.4 - 24.6 - 37.4 - 50.4 - 62.9 - 75.6 - 88.9 - 102.8 (37.4-39.9)
201043011207	ダ	左	1600	雨	稍重	13:55	C2一		2010-1-12	10	船橋	1			1.0	730.0	4.0	1.0	300	5.0	11.0	190	2.0	3.0	550	9.0	1-7	1140.0	4.0	1-11	1890.0	7.0	1-11	510	5.0	1-3	2,810	32.0	3-11	2,010	24.0	1=>7	2210.0	11.0	1=>11	3550.0	12.0	1-3-11	18470.0	55.0	1=>11=>3	99810.0	285.0	3,13,1,8,12,(10,11),(6,14),(2,7,9)	3,13,1,8,12,(10,11),6,14,(2,9),7	3,13,8,1,12,(10,11),(6,14),(2,9),7	3,13,1,8,(10,11),6,2,14,12,9,7	12.4 - 12.0 - 12.8 - 12.8 - 12.7 - 13.0 - 13.5 - 13.7	12.4 - 24.4 - 37.2 - 50.0 - 62.7 - 75.7 - 89.2 - 102.9 (37.2-40.2)
201043011208	ダ	左	1000	雨	稍重	14:30	茄子賞		2010-1-12	10	船橋	1	(別定)		4.0	390.0	2.0	4.0	120	3.0	12.0	120	2.0	6.0	100	1.0	4-8	800.0	3.0	4-12	1040.0	3.0	4-12	310	3.0	4-6	180	1.0	6-12	180	2.0	4=>8	1870.0	9.0	4=>12	2240.0	8.0	4-6-12	490.0	1.0	4=>12=>6	4620.0	9.0			4,12,2,(9,7,11),6,(1,8),5,10,3	4,12,(2,9,7,11),6,(1,8),5,10,3	12.1 - 11.1 - 11.8 - 12.4 - 13.7	12.1 - 23.2 - 35.0 - 47.4 - 61.1 (35.0-37.9)
201043011209	ダ	左	1600	雨	稍重	15:05	ブルーバードカップ 		2010-1-12	10	船橋	1	156.5万円以上		5.0	670.0	4.0	5.0	170	4.0	3.0	130	2.0	8.0	120	1.0	3-4	1360.0	7.0	3-5	1420.0	5.0	3-5	450	6.0	5-8	290	2.0	3-8	220	1.0	4=>3	3110.0	15.0	5=>3	3190.0	10.0	3-5-8	940.0	1.0	5=>3=>8	7270.0	18.0	1,4,8,(5,10,11),(9,13,12),(3,6),14,2,7	1,4,8,(5,10,11),9,(3,13,12),6,14,2,7	1,4,8,(5,11),10,(13,14),(3,9),6,2,12,7	(1,4),8,(3,5,11),9,(10,14),6,(2,13)-7,12	12.4 - 12.2 - 12.9 - 13.0 - 12.7 - 12.9 - 13.2 - 13.8	12.4 - 24.6 - 37.5 - 50.5 - 63.2 - 76.1 - 89.3 - 103.1 (37.5-39.9)
201043011210	ダ	左	1600	雨	稍重	15:40	白富士盃 		2010-1-12	10	船橋	1			12.0	140.0	1.0	12.0	110	1.0	2.0	160	3.0	3.0	220	6.0	2-8	650.0	4.0	2-12	750.0	3.0	2-12	280	3.0	3-12	470	5.0	2-3	1,390	19.0	8=>2	900.0	4.0	12=>2	870.0	3.0	2-3-12	2700.0	11.0	12=>2=>3	6760.0	19.0	2,12,13,11,3,(9,10),5,8,4,(7,1),6	2,12,(11,13),3,9,10,4,5,1,8,7,6	21213111349105876	2,12,(3,1),11,4,9,5,13,(7,10),8,6	11.9 - 12.1 - 12.4 - 13.1 - 12.5 - 12.4 - 13.3 - 13.8	11.9 - 24.0 - 36.4 - 49.5 - 62.0 - 74.4 - 87.7 - 101.5 (36.4-39.5)
