	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201036010403	ダ	右	1400	小雪	不良	11:40	C2四組		2010-1-4	13	水沢	3			2	100	1	2	100	1	5	170	3	2-5	580	2	2-5	140	2	1-2	100	1	1-5	190	3	2=>5	470	2	1-2-5	200	1	2=>5=>1	820	3	2,1,6,5,4-3	2,5,1,6,4=3	2,5,1,4,6-3	2,(5,1),4,6,3								
201036010404	ダ	右	1400	小雪	不良	12:15	C2三組		2010-1-4	13	水沢	3			2	110	1	2	110	1	1	170	3	1-2	210	1	1-2	110	1	2-5	540	9	1-5	850	12	2=>1	240	1	1-2-5	2160	7	2=>1=>5	3050	12	234165	231456	231456	213546								
201036010405	ダ	右	1400	小雪	不良	12:50	C2二組		2010-1-4	13	水沢	3			1	290	2	1	210	4	4	130	1	1-4	160	1	1-4	100	1	1-3	230	4	3-4	260	5	1=>4	390	2	1-3-4	350	2	1=>4=>3	1280	5	145632	145632	145362	143256								
201036010406	ダ	右	1400	小雪	不良	13:25	C2一組		2010-1-4	13	水沢	3			1	100	1	1	100	1	2	300	4	1-2	590	2	1-2	140	2	1-5	100	1	2-5	190	3	1=>2	780	3	1-2-5	210	1	1=>2=>5	1220	4	(1,5)-2-4,3,6	(1,5)-2-3,4,6	1,5-2-3,4,6	152346								
201036011001	ダ	右	1300	小雪	不良	10:30	3歳C2二組		2010-1-10	13	水沢	5			5	1130	3	5	380	6	9	180	2	5-9	3020	10	5-9	1,050	13	2-5	3,080	30	2-9	730	9	5=>9	7980	22	2-5-9	12850	37	5=>9=>2	128230	228	274613958	274163958	279641538	2,(7,9),1,5,6,3,4,8			2.0	470.0	8.0	5-8	2770.0	10.0
201036011002	ダ	右	1300	小雪	不良	11:05	3歳C2一組		2010-1-10	13	水沢	5			1	270	2	1	120	2	2	200	4	1-2	560	3	1-2	280	5	1-3	250	4	2-3	230	3	1=>2	890	3	1-2-3	650	3	1=>2=>3	2310	4	(1,5),7,2,3,6,4,8	15723648	15723648	12743658			3.0	130.0	3.0			
201036011003	ダ	右	1300	小雪	不良	11:40	C2九組		2010-1-10	13	水沢	5			5	330	2	5	100	2	6	100	1	5-6	170	1	5-6	120	1	2-5	260	5	2-6	200	2	5=>6	680	2	2-5-6	340	1	5=>6=>2	1710	5	562348917	563248179	563284179	562314879			2.0	140.0	3.0	5-6	200.0	1.0
201036011004	ダ	右	1300	曇	不良	12:15	C2八組		2010-1-10	13	水沢	5			1	410	3	1	200	3	5	270	5	1-5	1700	9	1-5	600	9	1-8	240	3	5-8	540	7	1=>5	2670	12	1-5-8	1480	7	1=>5=>8	7890	26	157382469	153782469	1,5,8,7,3,4,2-6,9	1,5,8,3,7,2,4-6,9			8.0	120.0	2.0	1-5	1520.0	8.0
201036011005	ダ	右	1300	小雪	不良	12:50	C2七組		2010-1-10	13	水沢	5			4	230	1	4	120	1	10	120	2	4-10	400	1	4-10	160	1	4-8	230	3	8-10	250	4	4=>10	670	2	4-8-10	530	2	4=>10=>8	1840	4	10475826193	10475826139	10478516239	10478152639			8.0	200.0	4.0	4-8	380.0	2.0
201036011006	ダ	右	1300	小雪	不良	13:25	C2六組		2010-1-10	13	水沢	5			2	290	2	2	150	3	1	130	2	1-2	610	3	1-2	260	3	2-7	620	8	1-7	700	9	2=>1	1280	6	1-2-7	1960	8	2=>1=>7	6650	24	24175109368	24175391068	24175836910	24175836910			7.0	280.0	6.0	1-2	610.0	4.0
201036011007	ダ	右	1400	小雪	不良	14:00	C1五組		2010-1-10	13	水沢	5			1	120	1	1	110	1	3	120	2	1-3	220	1	1-3	140	1	1-9	280	3	3-9	370	5	1=>3	270	1	1-3-9	600	2	1=>3=>9	950	2	14610298735	14621098735	16439271085	19346287105			9.0	180.0	5.0	1-3	210.0	1.0
201036011008	ダ	右	1400	小雪	不良	14:35	岩手山焼走り溶岩流レ		2010-1-10	13	水沢	5			7	740	3	7	160	3	5	140	2	5-7	2130	8	5-7	500	5	2-7	870	10	2-5	440	4	7=>5	7060	24	2-5-7	3610	14	7=>5=>2	30300	85	10927635814	10927365184	10759623841	75102963184			2.0	190.0	4.0	5-7	1980.0	7.0
201036011101	ダ	右	850	晴	不良	10:30	3歳C2三組		2010-1-11	13	水沢	6			7	250	2	7	150	2	8	250	6	7-8	1060	2	7-8	430	3	6-7	1,610	18	6-8	1,820	19	7=>8	1660	4	6-7-8	7290	23	7=>8=>6	28300	87			78652341.0	78625431.0			6.0	340.0	7.0			
201036011102	ダ	右	1400	晴	不良	11:05	C2五組		2010-1-11	13	水沢	6			5	350	2	5	100	2	7	100	1	5-7	140	1	5-7	100	1	4-5	410	7	4-7	280	4	5=>7	650	2	4-5-7	500	2	5=>7=>4	3290	9	25784136	25748136	57842136	57481326			4.0	160.0	4.0			
201036011103	ダ	右	1400	晴	不良	11:40	C2四組		2010-1-11	13	水沢	6			8	170	1	8	100	1	2	110	2	2-8	190	1	2-8	100	1	8-9	260	4	2-9	310	5	8=>2	350	1	2-8-9	540	2	8=>2=>9	1480	4	821749356	821743956	821749536	821974356			9.0	160.0	5.0	2-8	190.0	1.0
201036011104	ダ	右	1400	晴	不良	12:15	C2三組		2010-1-11	13	水沢	6			3	1980	4	3	350	3	8	560	4	3-8	8900	12	3-8	1,330	9	3-5	13,710	30	5-8	13,710	30	3=>8	19220	22	3-5-8	190340	65	3=>8=>5	494820	224	713695284	713569284	713598264	371589264			5.0	4,540	9.0	3-8	7040.0	11.0
201036011105	ダ	右	1400	晴	不良	12:50	C2二組		2010-1-11	13	水沢	6			6	3230	8	6	280	7	4	120	1	4-6	3420	12	4-6	960	16	6-8	810	13	4-8	240	1	6=>4	9060	28	4-6-8	3060	12	6=>4=>8	49610	120	896517423	896547132	869457312	684573129			8.0	140	2.0	4-6	3290.0	13.0
201036011106	ダ	右	1400	晴	不良	13:25	C2一組		2010-1-11	13	水沢	6			2	230	1	2	140	2	5	500	9	2-5	4790	16	2-5	1,870	26	2-7	220	1	5-7	2,150	29	2=>5	8470	27	2-5-7	4510	19	2=>5=>7	35070	107	243861597	248315697	248135976	214583976			7.0	120	1.0	2-5	5860.0	16.0
201036032001	ダ	右	1600	曇	稍重	11:30	3歳A		2010-3-20	14	水沢	1			4	110	1	4	110	2	1	110	1	1-4	190	1	1-4	140	1	4-6	270	4	1-6	400	7	4=>1	310	1	1-4-6	680	2	4=>1=>6	1560	4	531426	534126	(5,3),4,1,2,6	(5,3),4,1,2,6								
201036032101	ダ	右	1300	曇	重	11:30	C2十三組		2010-3-21	14	水沢	2			2	190	1	2	100	1	4	130	3	2-4	280	1	2-4	130	1	2-7	160	2	4-7	310	4	2=>4	500	2	2-4-7	420	1	2=>4=>7	1060	1	4,6,7,9,5,(1,2),3,10	4679125310	4,7,2,6,1,9-5,3,10	4726193510			7.0	120	2.0	2-4	290.0	1.0
201036032102	ダ	右	1300	曇	重	12:00	C2十二組		2010-3-21	14	水沢	2			2	310	2	2	140	2	1	260	6	1-2	1840	8	1-2	510	8	2-4	360	3	1-4	450	6	2=>1	3880	13	1-2-4	1530	6	2=>1=>4	10100	31	68107249135	68107214395	(8,10),6,2,7,1,4,3,9,5	2,1,10,(6,8),4,7,3,9-5			4.0	170	3.0	1-2	1700.0	8.0
201036032103	ダ	右	1300	曇	重	12:30	C2十一組		2010-3-21	14	水沢	2			2	290	1	2	120	1	9	120	2	2-9	320	1	2-9	180	1	1-2	340	4	1-9	520	6	2=>9	670	2	1-2-9	720	2	2=>9=>1	1990	5	28103794615	28109376415	28109716354	2,(10,9),8,1,7,6,3,4,5			1.0	130	3.0	2-8	330.0	1.0
201036032104	ダ	右	1300	曇	重	13:05	C2十組		2010-3-21	14	水沢	2			3	1770	6	3	250	6	6	200	4	3-6	5660	14	3-6	1,570	16	3-4	480	5	4-6	230	2	3=>6	15700	28	3-4-6	1960	8	3=>6=>4	32500	75	91073561842	79103568142	71049368512	73461081592			4.0	110	1.0	3-6	6400.0	14.0
201036032105	ダ	右	1400	曇	重	13:40	C2九組		2010-3-21	14	水沢	2			8	190	1	8	130	2	6	200	4	6-8	520	1	6-8	250	2	8-10	390	3	6-10	680	10	8=>6	660	2	6-8-10	1210	2	8=>6=>10	2820	3	26791048513	26791048513	2,(6,9),8,4,(5,10),7,3,1	8,(2,6),10,9,5,4,7,3=1			10.0	120	1.0	6-7	490.0	2.0
201036032106	ダ	右	1400	曇	重	14:15	C2八組		2010-3-21	14	水沢	2			2	120	1	2	100	1	7	110	2	2-7	160	1	2-7	110	1	2-9	290	4	7-9	290	3	2=>7	240	1	2-7-9	380	1	2=>7=>9	670	1	57921061348	57921061348	7,(5,9,2),6,10,3,4,1,8	(7,2),9,5,6,3,10,4-1,8			9.0	170	3.0	2-7	180.0	1.0
201036032107	ダ	右	1600	曇	重	14:50	3歳B1		2010-3-21	14	水沢	2			10	120	1	10	100	1	2	190	4	2-10	540	3	2-10	260	2	6-10	260	3	2-6	600	8	10=>2	640	3	2-6-10	810	3	10=>2=>6	2330	7	10498275631	10429875631	10,4,2,5,9,(7,6),8,3,1	10264579318			6.0	170	3.0	2-8	570.0	4.0
201036032108	ダ	右	1600	曇	重	15:25	みちのく春待ち賞B2		2010-3-21	14	水沢	2			6	420	2	6	150	2	9	160	4	6-9	1010	5	6-9	260	4	6-7	210	1	7-9	240	2	6=>9	3080	13	6-7-9	790	3	6=>9=>7	6610	20	197438625	197348625	9,7,6,1,4,8,3,2=5	9,7,6,1,4,8,2,3=5			7.0	110	1.0	6-8	890.0	5.0
201036032109	ダ	右	1800	曇	重	16:05	みちゃおきいちゃおI		2010-3-21	14	水沢	2			6	130	1	6	110	2	2	100	1	2-6	170	1	2-6	140	1	3-6	200	2	2-3	240	4	6=>2	280	1	2-3-6	260	1	6=>2=>3	580	1	35109126847	35110926487	3,(2,6),5,(1,9),4,10,7,8	36251487109			3.0	120	3.0	2-6	160.0	1.0
201036032110	ダ	右	1600	曇	重	16:45	大崎市三本木菜の花ま		2010-3-21	14	水沢	2			6	610	3	6	220	3	1	1,130	8	1-6	8700	28	1-6	3,060	29	6-9	5,700	37	1-9	18,350	45	6=>1	13130	43	1-6-9	65690	95	6=>1=>9	422450	503	24531086179	24531086719	(2,4,5),8,(3,6),1,10,7,9	24658319107			9.0	1,130	8.0	1-6	12550.0	26.0
201036032201	ダ	右	1400	曇	重	11:30	3歳B2		2010-3-22	14	水沢	3			6	680	3	6	160	2	4	150	1	4-6	1340	6	4-6	460	6	1-6	360	5	1-4	300	4	6=>4	2800	12	1-4-6	1160	5	6=>4=>1	8600	32	5164732	5164732	5164723	1564723								
201036032202	ダ	右	1400	曇	稍重	12:00	C2七組		2010-3-22	14	水沢	3			9	150	1	9	100	1	3	170	5	3-9	350	1	3-9	160	1	1-9	200	3	1-3	380	7	9=>3	500	2	1-3-9	670	3	9=>3=>1	1380	3	586947312	586943712	589361472	895314627			1.0	140	3.0	3-8	280.0	1.0
201036032203	ダ	右	1400	曇	稍重	12:30	C2六組		2010-3-22	14	水沢	3			7	130	1	7	110	1	2	200	5	2-7	360	1	2-7	190	2	1-7	160	1	1-2	290	5	7=>2	510	2	1-2-7	440	1	7=>2=>1	1320	2	24813975610	24183975106	2,4,8,(9,10),1,7,3,6,5	2,(8,7),4,1,(3,10),9,6			1.0	140	2.0	2-7	390.0	2.0
201036032204	ダ	右	1400	曇	稍重	13:00	C2五組		2010-3-22	14	水沢	3			7	430	3	7	120	1	5	140	3	5-7	490	1	5-7	290	3	4-7	1,390	14	4-5	980	11	7=>5	1150	4	4-5-7	2540	9	7=>5=>4	9340	32	357219486	3,5,7,(1,2),4,9,8,6	5,(3,7),4,2,1,8,9,6	745328196			4.0	220	5.0	5-7	370.0	1.0
201036032205	ダ	右	1400	曇	稍重	13:35	C2四組		2010-3-22	14	水沢	3			6	140	1	6	110	1	9	150	4	6-9	480	3	6-9	210	3	6-10	170	1	9-10	370	5	6=>9	530	2	6-9-10	480	2	6=>9=>10	1450	4	36519107824	36195102784	63191028745	63192108475			10.0	120	2.0	6-8	150.0	1.0
201036032206	ダ	右	1400	曇	稍重	14:10	C2三組		2010-3-22	14	水沢	3			5	220	1	5	120	2	6	100	1	5-6	350	1	5-6	200	1	5-9	680	10	6-9	500	8	5=>6	730	2	5-6-9	1210	4	5=>6=>9	3460	9	15910738462	15971034862	1,5,9,(7,3),4,6,10,8,2	15963478210			9.0	180	5.0	5-6	430.0	1.0
201036032801	ダ	右	1400	曇	重	11:15	C2八組		2010-3-28	14	水沢	5			3	110	1	3	110	1	5	190	3	3-5	250	1	3-5	150	1	3-7	210	3	5-7	460	7	3=>5	270	1	3-5-7	500	2	3=>5=>7	950	3	7,4,(1,5),2,3=6	7,4,5,1,(2,3)=6	7,5,3,4,1,2=6	7,5,3,2,1,4=6								
201036032802	ダ	右	1400	曇	重	11:45	C2七組		2010-3-28	14	水沢	5			7	160	1	7	120	1	5	180	3	5-7	370	2	5-7	170	2	6-7	380	4	5-6	460	6	7=>5	540	3	5-6-7	800	3	7=>5=>6	2230	9	1256734	1526734	(1,5),6,7,2,4,3	(5,7),6,1,2,4,3								
201036032803	ダ	右	1300	晴	重	12:20	3歳C2二組		2010-3-28	14	水沢	5			6	8900	8	6	1,110	8	2	260	6	2-6	18980	27	2-6	3,180	26	5-6	2,690	25	2-5	610	10	6=>2	44010	55	2-5-6	31360	47	6=>2=>5	183860	244	4,6,(2,7,8),3,5,1	46827513	4,6,8,(2,5),1,7,3	65241837			5.0	210	4.0			
201036032804	ダ	右	1300	晴	重	12:55	3歳C2一組		2010-3-28	14	水沢	5			3	360	2	3	120	1	1	400	8	1-3	1870	7	1-3	1,020	15	3-4	490	5	1-4	1,990	23	3=>1	3340	12	1-3-4	6320	22	3=>1=>4	28220	86	38156274	3,8,1,5,(2,7),6,4	38157426	38145726			4.0	240	5.0			
201036032805	ダ	右	1300	晴	重	13:30	C2十一組		2010-3-28	14	水沢	5			7	110	1	7	100	1	1	120	2	1-7	600	3	1-7	260	4	2-7	130	1	1-2	400	6	7=>1	840	3	1-2-7	590	2	7=>1=>2	1960	6	149783652	149783265	1,4,7,9-8,2,3,6,5	(1,7),4,(9,2),8,3,5,6			2.0	120	3.0	1-7	570.0	3.0
201036032806	ダ	右	1300	晴	重	14:05	C2十組		2010-3-28	14	水沢	5			6	130	1	6	110	2	7	190	5	6-7	590	2	6-7	170	2	5-6	120	1	5-7	240	4	6=>7	680	3	5-6-7	280	1	6=>7=>5	1180	4	3,6,7,2,(5,9),1,8,4	367259841	673529841	6,7,5,9,2,8,3,4-1			5.0	100	1.0	6-7	520.0	2.0
201036032807	ダ	右	1300	晴	重	14:40	いわてまち焼きうどん		2010-3-28	14	水沢	5			1	160	1	1	110	1	3	190	5	1-3	620	4	1-3	300	2	1-8	320	4	3-8	660	10	1=>3	820	3	1-3-8	1220	6	1=>3=>8	3140	14	8,3,5,(1,9),4,7,2,6	3,8,1,2,(5,9),4,7,6	382149756	3,8,1,2,4,(6,7),9,5			8.0	160	3.0	1-3	690.0	4.0
201036032808	ダ	右	1400	晴	重	15:15	のりこの週刊おばさん		2010-3-28	14	水沢	5			8	140	1	8	110	2	3	100	1	3-8	250	1	3-8	140	1	6-8	170	2	3-6	390	6	8=>3	320	1	3-6-8	450	1	8=>3=>6	880	1	83652417	83652417	8,3,6,2,5,(1,4),7	83621574			6.0	170	4.0			
201036032809	ダ	右	1400	晴	重	15:50	花より団子より岩手競		2010-3-28	14	水沢	5			6	260	1	6	140	1	1	170	4	1-6	720	1	1-6	320	1	6-9	380	3	1-9	580	10	6=>1	1520	3	1-6-9	1760	8	6=>1=>9	7030	14	7,(2,6),8,4,5,1,9,3	7,2,6,(1,8),4,5,(3,9)	7,2,6,1,(8,5,9),4,3	7,6,(1,9),(2,5),8,3,4			9.0	200	5.0	1-6	1060.0	2.0
201036032810	ダ	右	1600	晴	重	16:25	モツ家権カップA二組		2010-3-28	14	水沢	5			7	1340	6	7	260	5	4	140	1	4-7	950	5	4-7	350	3	7-8	1,140	18	4-8	400	5	7=>4	3710	14	4-7-8	2090	8	7=>4=>8	19370	66	8,6,7,(2,5),3,(1,4)	8,6,7,(2,5),3,4,1	6,(8,7),5,4,2,3,1	76853421			8.0	210	4.0			
201036032811	ダ	右	1400	晴	重	17:00	癒しの郷大崎市鳴子温		2010-3-28	14	水沢	5			4	250	2	4	140	2	8	150	4	4-8	820	3	4-8	380	3	4-7	860	10	7-8	500	5	4=>8	1240	3	4-7-8	3830	13	4=>8=>7	12410	35	794318265	794318625	749183265	748163952			7.0	190	5.0	4-8	620.0	2.0
201036032901	ダ	右	1400	曇	重	11:15	C2五組		2010-3-29	14	水沢	6			4	120	1	4	110	1	3	130	2	3-4	160	1	3-4	130	1	2-4	230	4	2-3	410	6	4=>3	210	1	2-3-4	560	2	4=>3=>2	840	3	243156	243156	243156	432165								
201036032902	ダ	右	1400	曇	重	11:50	C2四組		2010-3-29	14	水沢	6			5	120	1	5	100	1	3	110	2	3-5	130	1	3-5	100	1	4-5	290	4	3-4	310	6	5=>3	160	1	3-4-5	380	2	5=>3=>4	520	2	431526	4,3,(1,5),2,6	435126	543126								
201036032904	ダ	右	1400	曇	重	13:00	C2二組		2010-3-29	14	水沢	6			3	590	2	3	200	2	5	500	6	3-5	1870	8	3-5	480	7	3-6	1,100	13	5-6	1,260	16	3=>5	3540	13	3-5-6	3690	17	3=>5=>6	15960	51	2,7,(1,5),4,3,6	2751346	2753146	(7,5),2,3,1,(6,4)								
201036032905	ダ	右	1400	曇	重	13:35	C2一組		2010-3-29	14	水沢	6			6	120	1	6	120	1	1	210	3	1-6	340	2	1-6	170	2	2-6	210	3	1-2	570	8	6=>1	400	2	1-2-6	900	4	6=>1=>2	1350	6	4,5,(1,6),2=7	4,5,1,6,2=7	4,5,6,1,2=7	6,4,2,1,5=7								
201036032906	ダ	右	1300	曇	重	14:10	3歳C2四組		2010-3-29	14	水沢	6			8	200	1	8	110	1	5	130	2	5-8	390	1	5-8	200	1	3-8	920	13	3-5	930	14	8=>5	470	1	3-5-8	2090	7	8=>5=>3	5110	15	5,9,3,1,6,8,(2,4),7	593186427	593816247	598362147			3.0	270	6.0	5-8	310.0	1.0
201036032907	ダ	右	1300	曇	重	14:45	3歳C2三組		2010-3-29	14	水沢	6			2	190	1	2	120	2	6	120	1	2-6	450	2	2-6	220	2	2-3	180	1	3-6	280	4	2=>6	610	1	2-3-6	470	1	2=>6=>3	1400	2	234156879	234165879	2,3,1,6,7,8,4,5-9	2,3,8,6,1,7-5,4-9			3.0	140	4.0	2-6	420.0	1.0
201036032908	ダ	右	1600	曇	重	15:25	C1二組		2010-3-29	14	水沢	6			7	550	4	7	200	3	3	150	2	3-7	920	2	3-7	350	4	5-7	490	5	3-5	290	1	7=>3	1640	4	3-5-7	1070	1	7=>3=>5	5630	7	17910365428	17910365284	1,7,10,(9,3,6),2,5-4,8	7,1,3,9,10,6,(5,2)=4-8			5.0	220	5.0	3-7	950.0	5.0
201036040501	ダ	右	1400	小雨	良	11:15	C2四組		2010-4-5	1	水沢	3			4	180	2	4	140	1	7	160	3	4-7	140	1	4-7	110	1	3-4	180	3	3-7	160	2	4=>7	180	1	3-4-7	300	1	4=>7=>3	620	1	2341576	2,3,4,1,5,7-6	(2,3),(4,7),1,5-6	(2,3,4),7,5,1,6								
201036040502	ダ	右	1400	小雨	良	11:45	C2三組		2010-4-5	1	水沢	3			6	170	1	6	130	1	2	260	4	2-6	660	3	2-6	360	5	3-6	140	1	2-3	740	8	6=>2	930	3	2-3-6	1080	4	6=>2=>3	3610	11	1637542	1637524	1623754	6123754								
201036040503	ダ	右	1400	小雨	良	12:20	C2二組		2010-4-5	1	水沢	3			6	1290	4	6	250	4	3	100	1	3-6	430	3	3-6	180	3	6-7	290	5	3-7	140	1	6=>3	2260	9	3-6-7	400	2	6=>3=>7	6700	19	3,5,6,(2,4),7,1	3562471	3,5,7,6,(2,4),1	3,(5,7),6,(2,4),1								
201036040504	ダ	右	1300	小雨	良	12:55	C2十三組		2010-4-5	1	水沢	3			5	130	1	5	100	1	1	100	2	1-5	240	1	1-5	140	1	5-6	200	3	1-6	430	7	5=>1	270	1	1-5-6	410	2	5=>1=>6	920	2	568394712	568379142	5,6,8,3,7,1-4,9,2	5,6,8,1,7,3-(4,2),9			6.0	150	4.0	1-5	270.0	1.0
201036040505	ダ	右	1300	小雨	良	13:30	C2十二組		2010-4-5	1	水沢	3			9	5870	7	9	310	8	5	100	1	5-9	1950	7	5-9	990	10	3-9	1,810	19	3-5	210	2	9=>5	11770	27	3-5-9	2480	10	9=>5=>3	56540	121	8,9,(2,7),6,1,3,5,4	892671534	(8,9),6,2,5,1,3,7,4	9,8,6,5,2,(1,3),7,4			3.0	170	3.0	5-8	310.0	1.0
