	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201055010201	ダ	右	1300	曇	良	10:45	C2ー25組		2010-1-2	17	佐賀	1	(馬齢)		4	120	1	4	100	1	6	240	4	4-6	220	1	4-6	160	1	4-7	170	2	6-7	300	6.0	4=>6	270	1	4-6-7	540	3.0	4=>6=>7	1120	3	6472351.0	6472351.0	6472531.0	4672531.0								
201055010202	ダ	右	1300	曇	良	11:15	C2ー26組		2010-1-2	17	佐賀	1	(馬齢)		4	400	3	4	230	4	8	120	1	4-8	1040	4	4-8	480	5	4-6	680	13	6-8	550	8.0	4=>8	2000	9	4-6-8	2150	11.0	4=>8=>6	18230	71	45783612.0	45783612.0	47856312.0	48756321.0			6.0	270.0	6.0			
201055010203	ダ	右	1300	曇	良	11:45	C2ー20組		2010-1-2	17	佐賀	1	(馬齢)		7	500	2	7	110	3	1	100	1	1-7	140	1	1-7	110	1	7-8	230	4	1-8	170	2.0	7=>1	330	2	1-7-8	270	1.0	7=>1=>8	860	3	18475362.0	18475362.0	17843526.0	17832465.0			8.0	110.0	2.0			
201055010204	ダ	右	1300	曇	良	12:15	C2ー19組		2010-1-2	17	佐賀	1	(馬齢)		5	550	3	5	110	1	8	110	2	5-8	430	1	5-8	200	1	2-5	480	8	2-8	440	6.0	5=>8	1160	5	2-5-8	1110	4.0	5=>8=>2	7060	24	14827536.0	14827536.0	14825736.0	81245376.0			2.0	150.0	4.0			
201055010205	ダ	右	1300	曇	良	12:55	C2ー16組		2010-1-2	17	佐賀	1	(馬齢)		6	1170	4	6	160	4	7	100	1	6-7	1210	6	6-7	420	6	5-6	310	5	5-7	200	1.0	6=>7	2820	13	5-6-7	850	3.0	6=>7=>5	7650	26	792165348.0	792615438.0	796214358.0	769514238.0			5.0	140.0	2.0	6-7	1140.0	5.0
201055010206	ダ	右	1400	曇	良	13:30	C2ー14組		2010-1-2	17	佐賀	1	(馬齢)		5	940	3	5	130	3	8	100	1	5-8	2440	8	5-8	410	7	5-6	180	2	6-8	140	1.0	5=>8	4570	11	5-6-8	550	1.0	5=>8=>6	9350	34	684925173.0	684951237.0	689154732.0	685139472.0			6.0	100.0	2.0	5-8	1640.0	5.0
201055010207	ダ	右	1400	曇	良	14:05	C1ー9組		2010-1-2	17	佐賀	1	(馬齢)		7	180	1	7	120	2	2	120	1	2-7	290	1	2-7	150	1	4-7	390	6	2-4	570	8.0	7=>2	510	1	2-4-7	1050	4.0	7=>2=>4	2560	7	271854963.0	271854963.0	278154693.0	278641953.0			4.0	170.0	4.0	2-7	320.0	1.0
201055010208	ダ	右	1400	曇	良	14:40	C1ー7組		2010-1-2	17	佐賀	1	(馬齢)		9	110	1	9	100	1	3	150	3	3-9	190	1	3-9	140	1	2-9	810	11	2-3	1,110	13.0	9=>3	210	1	2-3-9	3010	10.0	9=>3=>2	4420	14	952318746.0	953218746.0	923518674.0	923516478.0			2.0	420.0	7.0	3-8	200.0	1.0
201055010901	ダ	右	900	晴	良	10:45	C2ー33組		2010-1-9	17	佐賀	4	(馬齢)		3	110	1	3	110	1	2	210	3	2-3	210	1	2-3	120	1	3-7	280	5	2-7	740	11.0	3=>2	230	1	2-3-7	520	2.0	3=>2=>7	1190	3			3721654.0	3271654.0								
201055010902	ダ	右	1300	晴	良	11:15	C2ー31組		2010-1-9	17	佐賀	4	(馬齢)		3	130	1	3	100	1	2	100	3	2-3	340	2	2-3	130	2	3-7	100	1	2-7	250	4.0	3=>2	480	2	2-3-7	250	1.0	3=>2=>7	840	2	793816542.0	793816254.0	739281654.0	732981564.0			7.0	100.0	2.0	2-3	280.0	2.0
201055010903	ダ	右	1300	晴	良	11:45	3歳ー8組		2010-1-9	17	佐賀	4	(馬齢)		1	470	2	1	100	1	7	120	2	1-7	360	1	1-7	140	1	1-5	750	11	5-7	630	9.0	1=>7	830	2	1-5-7	970	3.0	1=>7=>5	5180	11	679213458.0	672913548.0	675129348.0	716528943.0			5.0	310.0	7.0	1-7	430.0	1.0
201055010904	ダ	右	1300	晴	良	12:20	3歳ー6組		2010-1-9	17	佐賀	4	(馬齢)		1	500	2	1	190	3	6	290	6	1-6	1390	9	1-6	550	10	1-10	470	8	6-10	520	9.0	1=>6	2510	12	1-6-10	1950	10.0	1=>6=>10	10950	36	56110423879.0	56110423789.0	56110423987.0	51638410972.0			10.0	180.0	2.0	1-6	1900.0	10.0
201055010905	ダ	右	1300	晴	良	12:55	C2ー30組		2010-1-9	17	佐賀	4	(馬齢)		5	130	1	5	100	1	8	140	2	5-8	190	1	5-8	120	1	1-5	450	6	1-8	610	11.0	5=>8	270	1	1-5-8	1170	5.0	5=>8=>1	2530	7	85263147.0	85263147.0	85263147.0	58123467.0			1.0	220.0	6.0			
201055010906	ダ	右	1400	晴	良	13:30	C2ー7組		2010-1-9	17	佐賀	4	(馬齢)		6	250	2	6	100	2	1	140	3	1-6	910	4	1-6	220	3	6-8	140	1	1-8	360	6.0	6=>1	1250	4	1-6-8	540	2.0	6=>1=>8	3310	9	84617253.0	84617253.0	86417253.0	68145723.0			8.0	100.0	1.0			
201055010907	ダ	右	1400	晴	良	14:05	C2ー3組		2010-1-9	17	佐賀	4	(馬齢)		9	110	1	9	100	1	3	520	7	3-9	930	4	3-9	500	5	5-9	340	3	3-5	1,640	17.0	9=>3	1090	4	3-5-9	2180	8.0	9=>3=>5	5550	20	972386514.0	972386514.0	973258641.0	932758614.0			5.0	250.0	4.0	3-8	970.0	4.0
