	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201030052708	ダ	右	1200	曇	良	19:25	カペラ特別 		2010-5-27	3	門別	2	200万円以下	(馬齢)	2.0	250.0	2.0	2.0	120	2.0	9.0	120	3.0	2-9	200.0	1.0	2=>9	660.0	2.0	2-6-9	360.0	1.0	2=>9=>6	1650.0	4.0			1,(2,4,9),(6,5),10,7,8,3	1,(2,9),6,4,(7,5),10,8,3			6.0	110	1.0	2-8	220.0	1.0									
201030052709	ダ	右	1800	曇	良	19:55	キタルファ特別 		2010-5-27	3	門別	2	200万円以下	(馬齢)	3.0	440.0	3.0	3.0	140	2.0	5.0	410	6.0	3-5	7320.0	16.0	3=>5	10990.0	27.0	3-5-8	2810.0	10.0	3=>5=>8	26880.0	65.0	1,4,3,9,5,8,7,(2,6)	1,4,3,(5,9),8,7,(2,6)	1,4,5,3,8,9,7,(2,6)	1,4,(5,3),8,9,2,7,6			8.0	120	1.0	3-5	4600.0	11.0									
201030060101	ダ	右	1000	晴	良	14:50	C3　ー4組		2010-6-1	3	門別	3	80万円以下	(馬齢)	9.0	300.0	2.0	9.0	150	3.0	8.0	160	4.0	8-9	650.0	4.0	9=>8	1300.0	7.0	6-8-9	890.0	4.0	9=>8=>6	4850.0	18.0			9,8,6,1,7,2,11,(4,12),5,3,10	9,8,(1,6),2,(7,11),(4,12),5,3,10			6.0	130	1.0	6-7	530.0	3.0									
201030060102	ダ	右	1700	晴	良	15:20	3歳　条件		2010-6-1	3	門別	3	(馬齢)		6.0	1500.0	6.0	6.0	150	3.0	3.0	110	2.0	3-6	1140.0	5.0	6=>3	2970.0	12.0	3-5-6	620.0	2.0	6=>3=>5	5660.0	19.0	(1,8),2,6,3,5,9,4,7	182635947	(1,8),6,3,5,2,7,9-4	(1,8),6,3,5,2-7,9-4			5.0	100	1.0	3-6	1180.0	5.0									
201030060103	ダ	右	1700	晴	良	15:50	C3　ー2組		2010-6-1	3	門別	3	80万円以下	(馬齢)	3.0	150.0	1.0	3.0	110	1.0	7.0	240	6.0	3-7	830.0	4.0	3=>7	1240.0	6.0	3-7-10	1040.0	4.0	3=>7=>10	4090.0	12.0	56103729148	5,6,10,3,7,2,(1,9),4,8	5,(6,10),3,7,4,2,1,9,8	5,6,(10,3),7,4,2,(1,9),8			10.0	230	5.0	3-7	710.0	3.0									
201030060104	ダ	右	1000	晴	良	16:20	3歳　条件		2010-6-1	3	門別	3	100万円以下	(馬齢)	2.0	390.0	2.0	2.0	120	1.0	9.0	180	4.0	2-9	1180.0	5.0	2=>9	1810.0	9.0	2-3-9	9510.0	24.0	2=>9=>3	54320.0	137.0			1,(5,6,7),(2,9),8,3,4	1,5,(2,7),6,9,3,8,4			3.0	970	8.0	2-8	750.0	2.0									
201030060105	ダ	右	1000	晴	良	16:50	JRA認定ルーキーチ		2010-6-1	3	門別	3	(馬齢)		6.0	230.0	1.0	6.0	140	1.0	8.0	140	2.0	6-8	680.0	3.0	6=>8	1090.0	3.0	3-6-8	2320.0	7.0	6=>8=>3	7720.0	21.0			6,8,10,1,9,2,5,3,4-7	6,8,(1,10),9,2,(4,5),3-7			3.0	250	5.0	6-7	750.0	3.0									
201030060106	ダ	右	1200	晴	良	17:20	JRA認定ルーキーチ		2010-6-1	3	門別	3	(馬齢)		7.0	560.0	3.0	7.0	160	4.0	8.0	130	1.0	7-8	440.0	2.0	7=>8	1100.0	5.0	4-7-8	2770.0	8.0	7=>8=>4	13060.0	35.0			7,(8,9),2,5,6,(1,4),3	789524613			4.0	250	5.0	7-8	310.0	2.0									
201030060107	ダ	右	1200	晴	良	17:55	JRA認定ルーキーチ		2010-6-1	3	門別	3	(馬齢)		5.0	310.0	2.0	5.0	130	3.0	1.0	120	1.0	1-5	510.0	2.0	5=>1	1060.0	4.0	1-5-7	820.0	3.0	5=>1=>7	3990.0	12.0			(2,5),9,(4,8,7),1,6,3	(2,5),9,7,1,(4,8),6,3			7.0	130	2.0	1-5	520.0	1.0									
201030060108	ダ	右	1200	曇	良	18:25	JRA認定フレッシュ		2010-6-1	3	門別	3	(馬齢)		1.0	270.0	2.0	1.0	110	2.0	9.0	100	1.0	1-9	180.0	1.0	1=>9	490.0	2.0	1-4-9	1630.0	5.0	1=>9=>4	5760.0	18.0			1,9,(3,5),(4,7),8,10-6	1,9,5,3,4,8,(10,7),6			4.0	210	5.0	1-8	180.0	1.0									
201030060109	ダ	右	1200	曇	良	18:55	フェクダ特別 		2010-6-1	3	門別	3	200万円以下	(馬齢)	6.0	150.0	1.0	6.0	100	1.0	1.0	190	3.0	1-6	970.0	3.0	6=>1	1040.0	3.0	1-6-8	10620.0	25.0	6=>1=>8	20900.0	58.0			5,2,3,6,1,12,(4,11),7,8,9,10	5,(2,3),6,1,12,7,4,11,(9,8),10			8.0	510	7.0	1-5	920.0	4.0									
201030060110	ダ	右	1800	曇	良	19:25	浦河ゴールデンゴッド 		2010-6-1	3	門別	3	200万円以下	(馬齢)	11.0	160.0	1.0	11.0	110	1.0	9.0	450	7.0	9-11	2090.0	6.0	11=>9	2910.0	10.0	4-9-11	8810.0	24.0	11=>9=>4	29220.0	83.0	9,10,12,1,2,6,(4,7),5,8,3,11	910121264578311	9,10,(1,12),2,(4,6),5,8,11,7,3	9,(1,12),(10,2),11,(6,8),4,5,7,3			4.0	510	8.0	7-8	1680.0	5.0									
201030060111	ダ	右	1200	曇	良	19:55	うまレタースプリング 		2010-6-1	3	門別	3	400万円以下	(別定)	11.0	590.0	4.0	11.0	210	5.0	10.0	160	2.0	10-11	970.0	3.0	11=>10	2520.0	7.0	7-10-11	3230.0	11.0	11=>10=>7	21020.0	64.0			1,5,8,3,9,6,10,11,(2,7),4	5,8,1,3,10,6,11,9,7,2-4			7.0	240	6.0	8-8	870.0	5.0									
201030060112	ダ	右	2000	曇	良	20:30	北海優駿〔H1〕	G	2010-6-1	3	門別	3	(馬齢)		4.0	190.0	1.0	4.0	120	1.0	8.0	300	6.0	4-8	3370.0	12.0	4=>8	5470.0	18.0	4-7-8	3170.0	11.0	4=>8=>7	19710.0	62.0	11,8,4,6,(3,12),7,1,9,2,5	11,8,4,(3,6),12,(1,7),9,2,5	11,8,4,(3,12,7,9),6,(1,2),5	11,(8,4),(7,9),(3,12)-2,6,1,5			7.0	140	2.0	4-6	380.0	1.0									
201030060201	ダ	右	1200	曇	良	14:45	3歳　条件		2010-6-2	3	門別	4	(馬齢)		4.0	110.0	1.0	4.0	100	1.0	7.0	110	2.0	4-7	150.0	1.0	4=>7	200.0	1.0	1-4-7	260.0	1.0	4=>7=>1	490.0	1.0			78524631	(7,8),5,(2,4),6,3,1			1.0	110	3.0												
201030060202	ダ	右	1200	雨	良	15:15	3歳　条件		2010-6-2	3	門別	4	(馬齢)		4.0	410.0	2.0	4.0	110	2.0	5.0	100	1.0	4-5	320.0	1.0	4=>5	950.0	4.0	4-5-8	1920.0	4.0	4=>5=>8	7130.0	20.0			456273189.0	456271839.0			8.0	360	5.0	4-5	310.0	1.0									
201030060203	ダ	右	1200	曇	良	15:45	2歳　未勝利		2010-6-2	3	門別	4	(馬齢)		7.0	180.0	1.0	7.0	100	1.0	5.0	120	2.0	5-7	270.0	1.0	7=>5	460.0	1.0	5-7-10	570.0	2.0	7=>5=>10	1430.0	2.0			(5,11,10),7,(1,6),8-3,4,9,2	(5,11,10),7,6,1,8,(3,4),9,2			10.0	170	4.0	5-6	250.0	1.0									
201030060204	ダ	右	1700	曇	良	16:15	C3　ー3組		2010-6-2	3	門別	4	80万円以下	(馬齢)	6.0	220.0	2.0	6.0	110	2.0	7.0	100	1.0	6-7	220.0	1.0	6=>7	420.0	1.0	3-6-7	400.0	1.0	6=>7=>3	1260.0	1.0	3,5,4,7,(6,10),2,11,8,9,12	35476102118912	3,5,7,10,(4,11),6,2,8,9,12	3,5,7,4,(11,6,10),2-(8,12,9)			3.0	150	4.0	5-6	200.0	1.0									
201030060205	ダ	右	1700	雨	良	16:45	3歳　条件		2010-6-2	3	門別	4	100万円以下	(馬齢)	6.0	550.0	3.0	6.0	160	2.0	2.0	200	5.0	2-6	1170.0	5.0	6=>2	2170.0	8.0	2-3-6	9350.0	20.0	6=>2=>3	33380.0	80.0	85614273	85614327	(8,5,6),3,(4,2),(1,7)	6,5,2,8,(3,4),7,1			3.0	390	6.0												
201030060206	ダ	右	1000	曇	良	17:15	C3　ー2組		2010-6-2	3	門別	4	80万円以下	(馬齢)	8.0	440.0	3.0	8.0	150	3.0	9.0	110	1.0	8-9	420.0	1.0	8=>9	940.0	3.0	3-8-9	3350.0	10.0	8=>9=>3	6920.0	17.0			8,(9,11),(2,3),(1,5),6,4,12,(7,10)	(8,9),11,2,3,(1,5),6,4,(12,10),7			3.0	630	9.0	6-7	420.0	1.0									
201030060207	ダ	右	1700	曇	良	17:50	JRA認定フレッシュ		2010-6-2	3	門別	4	(馬齢)		3.0	230.0	1.0	3.0	140	2.0	8.0	300	5.0	3-8	1350.0	4.0	3=>8	1680.0	7.0	1-3-8	5830.0	18.0	3=>8=>1	16340.0	50.0	8,3,4,1,9,5,7,2,(10,11)	(3,8),1,(4,9),5,7,10,11,2	(3,8),9,5,(1,4),(7,10),2,11	(3,8),(9,5),1,4,(7,2),10,11			1.0	400	7.0	3-7	1020.0	5.0									
201030060208	ダ	右	1000	曇	良	18:20	JRA認定フレッシュ		2010-6-2	3	門別	4	(馬齢)		5.0	1210.0	4.0	5.0	120	3.0	2.0	100	2.0	2-5	2960.0	9.0	5=>2	11410.0	21.0	2-5-7	640.0	2.0	5=>2=>7	16280.0	40.0			7,2,5,3,11,9,6-10,4	7,2,5,11,3,9,6=(4,10)			7.0	100	1.0	2-5	5810.0	15.0									
201030060209	ダ	右	1200	晴	良	18:50	C3　ー1組		2010-6-2	3	門別	4	80万円以下	(馬齢)	3.0	150.0	1.0	3.0	100	1.0	7.0	100	2.0	3-7	150.0	1.0	3=>7	190.0	1.0	3-4-7	270.0	1.0	3=>7=>4	620.0	1.0			7,3,1,4,5,2,6,(8,9)	731542689			4.0	150	5.0	3-7	130.0	1.0									
201030060210	ダ	右	1800	晴	良	19:20	レオニズ特別 		2010-6-2	3	門別	4	400万円以下	(別定)	4.0	110.0	1.0	4.0	110	1.0	10.0	150	2.0	4-10	300.0	1.0	4=>10	380.0	1.0	1-4-10	11580.0	27.0	4=>10=>1	20000.0	58.0	62471381059	62471385109	(6,2),4,(7,10),3,8,1,9,5	(6,2,4),10,3,8,1,7,9,5			1.0	1,300	10.0	4-8	170.0	1.0									
201030060211	ダ	右	1800	晴	良	19:55	新冠町軽種馬生産振興 		2010-6-2	3	門別	4	800万円以下	(別定)	4.0	580.0	5.0	4.0	190	5.0	1.0	130	2.0	1-4	2010.0	9.0	4=>1	5030.0	22.0	1-2-4	2430.0	9.0	4=>1=>2	14430.0	51.0	5,7,(3,2),6,4,1,8,9	5,7,(3,2),6,4,1,8,9	5,7,2,(3,6),4,1,9,8	5,(7,2,6),3,4,1,(9,8)			2.0	160	3.0	1-4	1380.0	7.0									
201030060212	ダ	右	1800	晴	良	20:30	ジャイアントレッカー 		2010-6-2	3	門別	4	(別定)		2.0	580.0	3.0	2.0	130	3.0	9.0	120	2.0	2-9	2050.0	6.0	2=>9	3220.0	10.0	2-5-9	760.0	3.0	2=>9=>5	9800.0	27.0	9362871510411	9362875110411	9,3,6,8,2,5,10,11,1,(7,4)	9,3,(2,8),6,5,(1,10,11),4,7			5.0	110	1.0	2-7	1520.0	5.0									
201030060901	ダ	右	1000	曇	良	15:20	C3　ー4組		2010-6-9	4	門別	1	80万円以下	(馬齢)	5.0	200.0	1.0	5.0	120	1.0	4.0	210	5.0	4-5	1130.0	5.0	5=>4	1900.0	6.0	4-5-8	1050.0	5.0	5=>4=>8	4520.0	13.0			5,8,9,(1,4),6,7,2,3	589146723			8.0	130	3.0	4-5	1230.0	5.0									
201030060902	ダ	右	1000	曇	良	15:50	3歳　条件		2010-6-9	4	門別	1	(馬齢)		8.0	260.0	2.0	8.0	110	2.0	9.0	100	1.0	8-9	230.0	1.0	8=>9	470.0	2.0	8-9-12	600.0	2.0	8=>9=>12	2020.0	4.0			8,9,12,2,(3,10,11),6,(1,7),5,4	8,9,12,(3,10,11),2,6,(1,7),5,4			12.0	160	3.0	6-7	150.0	1.0									
201030060903	ダ	右	1200	曇	良	16:20	C3　ー2組		2010-6-9	4	門別	1	80万円以下	(馬齢)	7.0	130.0	1.0	7.0	100	1.0	6.0	3,110	11.0	6-7	17450.0	16.0	7=>6	17890.0	23.0	6-7-9	130910.0	68.0	7=>6=>9	495960.0	248.0			(2,6),7,(3,8,10),(1,5),9,11,4	(2,7),(6,8),10,5,(1,3),11,9-4			9.0	2,680	10.0	6-6	15630.0	18.0									
201030060904	ダ	右	1200	曇	良	16:50	C3　ー1組		2010-6-9	4	門別	1	80万円以下	(馬齢)	5.0	230.0	1.0	5.0	130	2.0	8.0	160	4.0	5-8	1080.0	6.0	5=>8	1420.0	7.0	5-6-8	1230.0	5.0	5=>8=>6	6940.0	31.0			189657234	1,8,5,6,9,7,(2,3),4			6.0	170	5.0	5-8	1180.0	7.0									
201030060905	ダ	右	1700	曇	良	17:20	ひだか応援隊hーke		2010-6-9	4	門別	1	(馬齢)		3.0	640.0	3.0	3.0	240	3.0	1.0	130	2.0	1-3	530.0	3.0	3=>1	1080.0	5.0	1-3-4	130.0	1.0	3=>1=>4	1920.0	8.0	2,3-4,5,1,6	2,3-4,(1,5)-6	231456	(2,3),1,4,6,5																	
201030060906	ダ	右	1000	曇	良	17:55	JRA認定フレッシュ		2010-6-9	4	門別	1	(馬齢)		2.0	150.0	1.0	2.0	110	1.0	7.0	280	6.0	2-7	1200.0	4.0	2=>7	1210.0	4.0	2-4-7	2340.0	6.0	2=>7=>4	6910.0	19.0			2,(4,5,9),7,10,6,8-1,3-11	2,4,9,5,7,10,(6,8),3,1=11			4.0	160	3.0	2-6	1120.0	6.0									
201030060907	ダ	右	1700	曇	良	18:25	ひだか応援隊hーke		2010-6-9	4	門別	1	80万円以下	(馬齢)																																										
201030060908	ダ	右	1200	曇	良	18:55	フェルカド特別 		2010-6-9	4	門別	1	150万円以下	(馬齢)	1.0	270.0	2.0	1.0	290	4.0	7.0	2,240	8.0	1-7	24680.0	26.0	1=>7	13130.0	24.0	1-4-7	45830.0	60.0	1=>7=>4	353630.0	314.0			2,6=1,4,5,3,9,8,7	2,6-1,4,5,3,8,9,7			4.0	770	5.0	1-7	16870.0	22.0									
201030060909	ダ	右	1800	曇	良	19:25	アルフェラッツ特別 		2010-6-9	4	門別	1	130万円以下	(馬齢)	5.0	140.0	1.0	5.0	120	1.0	9.0	140	3.0	5-9	440.0	2.0	5=>9	760.0	3.0	3-5-9	480.0	2.0	5=>9=>3	1560.0	3.0				65109437821.0			3.0	140	4.0	5-8	430.0	2.0									
201030060910	ダ	右	1200	曇	良	19:55	ミザール特別 		2010-6-9	4	門別	1	800万円以下	(別定)	10.0	600.0	4.0	10.0	160	3.0	5.0	140	2.0	5-10	750.0	3.0	10=>5	1990.0	9.0	4-5-10	1620.0	6.0	10=>5=>4	7830.0	21.0			7,(2,10),9,8,4,5,6,(1,11)-3	710924561113			4.0	180	4.0	5-8	820.0	4.0									
201030060911	ダ	右	1200	曇	良	20:30	日高町商工会特別 		2010-6-9	4	門別	1	130万円以下	(馬齢)	6.0	510.0	4.0	6.0	240	5.0	7.0	160	2.0	6-7	2130.0	10.0	6=>7	5290.0	24.0	6-7-11	2200.0	5.0	6=>7=>11	12850.0	32.0			4,6,11,7,12,10,(3,8),1,2,9,5	4,6,7,11,12,(10,8),3,1,(2,5,9)			11.0	160	1.0	5-6	580.0	2.0									
201030061001	ダ	右	1200	曇	良	14:50	3歳　条件		2010-6-10	4	門別	2	(馬齢)		8.0	700.0	3.0	8.0	270	3.0	6.0	130	2.0	6-8	620.0	3.0	8=>6	1460.0	6.0	6-8-10	1390.0	3.0	8=>6=>10	6370.0	16.0			5,7,8,3,(4,10),2,6,9,11,1	5,8,7,10,3,4,(2,6),11,9,1			10.0	440	4.0	6-7	690.0	4.0									
201030061002	ダ	右	1000	曇	良	15:20	2歳　未勝利		2010-6-10	4	門別	2	(馬齢)		8.0	810.0	3.0	8.0	180	4.0	7.0	110	1.0	7-8	910.0	4.0	8=>7	2330.0	11.0	5-7-8	1290.0	5.0	8=>7=>5	7940.0	27.0			57834110112	5,7,8,3,4,1,(10,11),2			5.0	170	3.0	6-7	800.0	3.0									
201030061003	ダ	右	1200	曇	良	15:50	3歳　条件		2010-6-10	4	門別	2	100万円以下	(馬齢)	4.0	130.0	1.0	4.0	110	1.0	5.0	1,300	9.0	4-5	4200.0	10.0	4=>5	5030.0	13.0	4-5-10	11700.0	24.0	4=>5=>10	25130.0	56.0			1,4,11,5,(6,10),(7,8),2,9,3	(1,4),5,11,10,(6,7,8),2,3,9			10.0	480	5.0	4-5	3370.0	9.0									
201030061004	ダ	右	1000	曇	良	16:20	C3　ー3組		2010-6-10	4	門別	2	80万円以下	(馬齢)	7.0	550.0	4.0	7.0	110	3.0	5.0	110	2.0	5-7	500.0	3.0	7=>5	2130.0	9.0	5-7-8	420.0	2.0	7=>5=>8	4520.0	13.0			3,(5,8),7,6,2,4,1	3,8,5,(6,7),2,4,1			8.0	100	1.0												
201030061005	ダ	右	1000	曇	良	16:50	C3　ー3組		2010-6-10	4	門別	2	80万円以下	(馬齢)	4.0	300.0	2.0	4.0	100	1.0	7.0	110	2.0	4-7	130.0	1.0	4=>7	290.0	2.0	4-6-7	330.0	2.0	4=>7=>6	1550.0	6.0			74236518	7,4,(2,3),6,5,1-8			6.0	150	4.0												
201030061006	ダ	右	1200	曇	良	17:20	JRA認定フレッシュ		2010-6-10	4	門別	2	(馬齢)		4.0	130.0	1.0	4.0	110	1.0	10.0	780	10.0	4-10	2860.0	8.0	4=>10	6650.0	16.0	1-4-10	3840.0	11.0	4=>10=>1	17430.0	48.0			1,4,3,(5,11,6),(2,8,7,10),9	1,4,(5,6),(3,11),10,(7,9),8,2			1.0	140	2.0	4-8	2020.0	6.0									
201030061007	ダ	右	1700	曇	良	17:55	室蘭白鳥大橋特別 		2010-6-10	4	門別	2	80万円以下	(馬齢)	2.0	170.0	1.0	2.0	100	1.0	5.0	130	2.0	2-5	310.0	2.0	2=>5	430.0	1.0	2-5-8	330.0	1.0	2=>5=>8	1100.0	1.0	9,5,2,(3,7),8,4,6,1	952738461	9,5,7,(2,8),(3,4),6,1	(9,5),2,8,(7,6),4,3,1			8.0	130	3.0	2-5	330.0	2.0									
201030061008	ダ	右	1700	曇	良	18:25	ひだか応援隊hーke		2010-6-10	4	門別	2	80万円以下	(馬齢)	4.0	1170.0	4.0	4.0	140	3.0	2.0	540	6.0	2-4	6660.0	14.0	4=>2	20430.0	27.0	2-4-8	2900.0	7.0	4=>2=>8	65100.0	110.0	2,4,(1,8),5,6,3,7	24185367	2,(4,6),1,8,(5,7),3	26418573			8.0	110	1.0												
201030061009	ダ	右	1000	曇	良	18:55	JRA認定フレッシュ		2010-6-10	4	門別	2	牝(馬齢)		5.0	160.0	1.0	5.0	100	1.0	10.0	120	2.0	5-10	460.0	1.0	5=>10	740.0	2.0	5-10-11	990.0	1.0	5=>10=>11	2260.0	1.0			4,5,3,(8,10),11,6,7,1,9	4,5,(11,10),8,3,6,1,7,9			11.0	140	3.0	5-8	190.0	1.0									
201030061010	ダ	右	1200	曇	良	19:25	メラク特別 		2010-6-10	4	門別	2	200万円以下	(馬齢)	2.0	700.0	4.0	2.0	160	3.0	3.0	120	1.0	2-3	650.0	2.0	2=>3	1460.0	4.0	2-3-9	5150.0	13.0	2=>3=>9	24920.0	62.0			3,6,(8,9),11,7,12,(5,10),2,4,1	3,9,(8,11),6,5,(7,10,12),2,4,1			9.0	370	6.0	2-3	700.0	2.0									
201030061011	ダ	右	1800	曇	良	19:55	Aiba静内祭特別 		2010-6-10	4	門別	2	200万円以下	(馬齢)	2.0	2530.0	6.0	2.0	570	7.0	6.0	220	4.0	2-6	7180.0	20.0	2=>6	17390.0	38.0	2-5-6	3770.0	13.0	2=>6=>5	60020.0	147.0	483521679	483521679	4,8,1,(3,5),(2,6),9,7	8,(4,5),6,1,2,9,3,7			5.0	190	3.0	2-6	10880.0	18.0									
201030061012	ダ	右	1200	曇	良	20:30	シニスターミニスター 		2010-6-10	4	門別	2	(馬齢)		4.0	130.0	1.0	4.0	120	1.0	5.0	500	10.0	4-5	3410.0	11.0	4=>5	3500.0	10.0	4-5-6	2740.0	7.0	4=>5=>6	13180.0	33.0			6,7,9,4,1,5,10,8,(2,3)	67945183102			6.0	130	2.0	4-5	4020.0	12.0									
201030061601	ダ	右	1200	雨	稍重	14:45	3歳　条件		2010-6-16	4	門別	3	(馬齢)		4.0	100.0	1.0	4.0	100	1.0	3.0	200	4.0	3-4	460.0	3.0	4=>3	650.0	3.0	3-4-5	550.0	3.0	4=>3=>5	1460.0	5.0			(1,4),5,3,7,(2,6)	4,(1,5),3,7,6,2																	
201030061602	ダ	右	1200	雨	稍重	15:15	3歳　条件		2010-6-16	4	門別	3	(馬齢)		1.0	3190.0	5.0	1.0	250	6.0	5.0	110	1.0	1-5	1050.0	5.0	1=>5	4260.0	15.0	1-4-5	910.0	4.0	1=>5=>4	15140.0	44.0			15687423	1,5,6-4,7,8,(2,3)			4.0	180	4.0												
201030061603	ダ	右	1200	雨	稍重	15:45	C3　ー4組		2010-6-16	4	門別	3	80万円以下	(馬齢)	2.0	1010.0	4.0	2.0	190	4.0	7.0	100	1.0	2-7	580.0	2.0	2=>7	1590.0	6.0	2-7-10	1120.0	6.0	2=>7=>10	6040.0	19.0			(2,12),7,8,10,11,5,9,4,1,6,3	(2,12,7)-8,10,11,5,(4,9),1,6,3			10.0	130	2.0	2-6	620.0	3.0									
201030061604	ダ	右	1200	雨	稍重	16:15	JRA認定アタックチ		2010-6-16	4	門別	3	(馬齢)		3.0	150.0	1.0	3.0	110	1.0	1.0	150	4.0	1-3	940.0	4.0	3=>1	1210.0	4.0	1-3-9	550.0	2.0	3=>1=>9	3080.0	8.0			(1,4),3,7,(8,5),9,2	1,(4,3),7,5,8,2,9			9.0	120	2.0	1-3	700.0	3.0									
201030061605	ダ	右	1000	雨	稍重	16:45	C3　ー2組		2010-6-16	4	門別	3	80万円以下	(馬齢)	11.0	160.0	1.0	11.0	100	1.0	6.0	100	2.0	6-11	380.0	2.0	11=>6	610.0	1.0	6-8-11	270.0	1.0	11=>6=>8	1280.0	3.0			11,8,(2,5,6),(7,9,10),4,1-3	11,8,6,5,2,9,4,10,7,1-3			8.0	120	3.0	6-8	430.0	2.0									
201030061606	ダ	右	1000	雨	稍重	17:15	JRA認定ルーキーチ		2010-6-16	4	門別	3	(馬齢)		9.0	1650.0	5.0	9.0	250	5.0	7.0	110	1.0	7-9	820.0	2.0	9=>7	2690.0	10.0	1-7-9	1160.0	3.0	9=>7=>1	11360.0	38.0			2,10,(1,4),(6,9),7,12,3,11,5-8	2,10,4,9,1,12,(7,6),(3,11,5)-8			1.0	130	2.0	6-7	450.0	1.0									
201030061607	ダ	右	1700	雨	稍重	17:50	ひだか応援隊hーke		2010-6-16	4	門別	3	100万円以下	(馬齢)	11.0	250.0	1.0	11.0	140	2.0	10.0	170	3.0	10-11	410.0	1.0	11=>10	710.0	1.0	7-10-11	3080.0	12.0	11=>10=>7	6270.0	19.0	(5,6),8,10,2,4,11,9,12,1,3,7	(5,6),8,(2,4,10),(9,11),1,12,3,7	6,8,10,5,11,(2,4),7,12,9,1,3	10,(6,11),8,7,2,4,(9,12),5,1,3			7.0	410	7.0	7-8	240.0	1.0									
201030061608	ダ	右	1200	雨	稍重	18:20	JRA認定フレッシュ		2010-6-16	4	門別	3	(馬齢)		3.0	460.0	3.0	3.0	120	1.0	2.0	250	5.0	2-3	6720.0	17.0	3=>2	18440.0	34.0	2-3-9	5580.0	16.0	3=>2=>9	41390.0	102.0			5,6,7,9,(1,4),(3,8),2	(5,6),7,9,4,1,3,(2,8)			9.0	120	3.0	2-3	13190.0	19.0									
201030061609	ダ	右	1800	雨	稍重	18:50	アルゴル特別 		2010-6-16	4	門別	3	200万円以下	(馬齢)	2.0	720.0	3.0	2.0	210	2.0	3.0	230	4.0	2-3	2130.0	8.0	2=>3	4100.0	13.0	2-3-5	5110.0	14.0	2=>3=>5	25780.0	76.0	2,8,(5,6),10,(3,7),4,12,11,9,1	2,8,(5,6),3,10,7,4,(11,12),9,1	2,(8,5),3,(7,6),10,(4,12),11,1,9	2,5,(8,10),3,7,6,4,12,(11,1),9			5.0	310	6.0	2-3	2140.0	7.0									
