	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201051051801	ダ	右	1400	曇	良	11:10	C3二　4歳以上		2010-5-18	1	姫路	1	(馬齢)		11	410	2	11	190	5	1	140	2	4.0	150	3.0	1-8	690.0	1.0	1-11	640	1	1-11	330	3	4-11	540	7	1-4	360	4	11=>1	1900	6	1-4-11	1890	5	11=>1=>4	9340	22	12,7,11,4,(5,10),6,8,9,1,3,2	12,7,(4,11),10,6,5,8,9,(1,3),2	127114101563892	12,7,11,4,1,(5,10),3,8,6,2,9		
201051051802	ダ	右	1400	曇	良	11:45	C3一　4歳以上		2010-5-18	1	姫路	1	(馬齢)		11	200	1	11	110	1	12	370	8	2.0	130	2.0	8-8	2670.0	12.0	11-12	2370	10	11-12	850	12	2-11	170	1	2-12	1,370	18	11=>12	3270	12	2-11-12	2210	6	11=>12=>2	14600	36	11,10,8,9,(3,12),6,5,4,(1,7),2	111089312654127	11,10,8,12,9,(3,4,6),2,1,7,5	11,10,12,8,4,9,6,3,2,(1,7),5		
201051051803	ダ	右	1400	曇	良	12:20	C3　4歳以上		2010-5-18	1	姫路	1	(馬齢)		7	180	1	7	110	2	5	100	1	2.0	300	6.0	5-7	290.0	1.0	5-7	290	1	5-7	170	1	2-7	680	9	2-5	1,120	16	7=>5	470	1	2-5-7	1490	5	7=>5=>2	4770	13	7,2,5,(1,9),(4,8,10),3	7,2,(1,5),4,10,8,3	7,5,2,1,(4,8),10,3	752148103		
201051051804	ダ	右	1400	曇	良	12:55	C2　4歳以上		2010-5-18	1	姫路	1	(馬齢)		11	250	2	11	190	2	9	610	7	8.0	590	6.0	7-8	1080.0	4.0	9-11	3850	12	9-11	1,010	13	8-11	660	5	8-9	4,960	43	11=>9	5310	20	8-9-11	13960	43	11=>9=>8	66420	205	3,5,11,1,12,4,8,2,(7,10),9,6	3,5,11,1,12,(4,8),2,10,7,9,6	11,3,12,10,(5,8),(1,6),7,4,9,2	11,12,3,8,10,(1,6),5,7,9,4,2		
201051051805	ダ	右	1800	曇	良	13:30	C2　4歳以上		2010-5-18	1	姫路	1	(馬齢)		3	570	4	3	160	3	8	350	6	2.0	110	1.0	3-6	2360.0	10.0	3-8	3330	11	3-8	770	9	2-3	220	2	2-8	600	7	3=>8	5650	20	2-3-8	1960	6	3=>8=>2	18150	53	7,3,8,(1,4),6,11,2,5,9,10,12	7,3,8,1,4,6,(2,11),5,9,10,12	3,8,(7,11),4,2,6,12,10,9,1,5	3,8,(2,4),11,7,12,6,10,9,1,5		
201051051806	ダ	右	1400	曇	良	14:05	C1　3歳		2010-5-18	1	姫路	1	(馬齢)		8	300	2	8	140	2	10	300	6	3.0	150	3.0	7-8	970.0	3.0	8-10	1030	4	8-10	510	5	3-8	240	2	3-10	640	11	8=>10	2060	10	3-8-10	1670	6	8=>10=>3	8850	28	81036247159	81036247159	81063592174	81036259174		
201051051807	ダ	右	1500	曇	良	14:40	B2　4歳以上		2010-5-18	1	姫路	1	(馬齢)		4	1190	6	4	290	5	5	580	7	8.0	210	4.0	4-5	4820.0	19.0	4-5	4690	19	4-5	1,200	20	4-8	510	6	5-8	740	11	4=>5	6800	32	4-5-8	3710	19	4=>5=>8	31410	137	8,4,9,1,3,5,6,(2,7)	849135276	84593217	4,(5,8),9,3,1,2,7		
201051051808	ダ	右	1500	曇	良	15:15	B　3歳 		2010-5-18	1	姫路	1	(馬齢)		1	520	3	1	200	5	5	150	2	10.0	150	3.0	1-5	1260.0	6.0	1-5	2030	6	1-5	690	6	1-10	660	5	5-10	540	4	1=>5	3960	16	1-5-10	1680	4	1=>5=>10	10200	27	615289103111274	6,1,5,2,8,10,9,3,(11,12),7,4	1,5,6,10,2,8,12,(3,11),9,7,4	1,5,10,6,2,3,8,(9,11,12),7,4		
201051051809	ダ	右	1400	曇	良	15:50	上郡赤松円心特別 		2010-5-18	1	姫路	1	(馬齢)		4	190	1	4	130	1	3	140	2	7.0	310	6.0	3-4	480.0	1.0	3-4	390	1	3-4	160	1	4-7	330	5	3-7	700	10	4=>3	780	1	3-4-7	850	3	4=>3=>7	2760	4	39467182	39647182	39748612	37948162		
201051051901	ダ	右	1400	雨	重	11:10	C3　3歳		2010-5-19	1	姫路	2	(馬齢)		5	2110	4	5	300	5	11	100	1	3.0	290	4.0	5-8	470.0	3.0	5-11	780	3	5-11	390	3	3-5	1,370	15	3-11	290	2	5=>11	4600	10	3-5-11	2070	8	5=>11=>3	28730	67	3,(10,11),8,5,7,1,6,4,9,2	3,10,11,8,5,7,1,6,4,(2,9)	3,(8,11),5,1,10,7,4,6,2,9	3118511074629		
201051051902	ダ	右	1400	雨	重	11:35	C3三　4歳以上		2010-5-19	1	姫路	2	(馬齢)		10	800	4	10	240	5	7	110	1	3.0	180	4.0	6-7	360.0	1.0	7-10	970	4	7-10	230	1	3-10	770	11	3-7	320	2	10=>7	4010	16	3-7-10	2580	8	10=>7=>3	16230	50	811103912572641	8,11,10,(3,9),7,5,12,2,6,4,1	10,8,7,3,9,12,5,(2,6),4,11,1	10,(7,8),3,9,5,12,2,6,4,1,11		
