rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	9		テンノイセヒメ	牝4	54.0		吉村智洋	1:31.9		1-1-1-1	40.3	1.2	1	434	-2		長南和宏		岡崎淳	50.0
2	8	10		リウォード	牡6	56.0		廣瀬航	1:32.7	5.0	2-2-2-2	41.0	10.2	4	468	-3		尾林幸二		神村雅己	14.0
3	2	2		スマイルオリオン	牡3	55.0		松木大地	1:33.3	3.1/2	5-5-5-4	40.6	20.1	5	493	2		飯田良弘		松野真一	7.0
4	7	7		サンデッドウッド	牡3	55.0		田中学	1:33.5	1.1/2	6-6-6-5	40.5	9.2	2	461	3		石橋満		横田秀明	5.0
5	1	1		エイシンパルクール	牡3	55.0		大山真吾	1:33.8	1.1/2	9-9-9-8	40.0	9.5	3	474	-2		渡瀬寛彰		平井克彦	4.0
6	4	4		コメハチコルテ	牝4	54.0		鴨宮祥行	1:34.0	1.1/2	3-3-3-3	41.5	20.3	6	462	4		西村守幸		吉田忠史	
7	5	5		スノーパレス	牝3	54.0		長谷部駿	1:34.8	5.0	4-4-4-6	42.2	47.5	7	459	-1		小牧毅		小林量	
8	6	6		ラブカワールド	牝3	54.0		井上幹太	1:35.3	3.0	7-7-7-7	41.8	113.7	10	450	1		茂崎正善		増田陽一	
9	7	8		ウインドフェスタ	牡6	56.0		竹村達也	1:35.8	3.0	10-10-10-10	41.4	57.5	8	498	0		小牧毅		福原正博	
10	3	3		マーティンリボーン	牝3	54.0		田村直也	1:35.9	クビ	8-8-7-9	42.3	96.3	9	433	3		中塚猛		大戸時子	
