waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2013100025	スーリーズ			05603	兼子千央	05456	土井道隆	466	4
2	2	2017104533	ナオラブリイ			a0489	佐々木世	05059	大島静夫	442	-4
3	3	2017102939	スマイルオリオン			a042c	飛田愛斗	05005	九日俊光	487	-1
4	4	2015103224	ショウザドリーム			01186	角田大和	a01eb	井樋明正	413	4
5	5	2017100211	シャクライス			01182	泉谷楓真	05690	松島壽	410	-1
5	6	2016104450	レーヌシャドウ			a03e1	妹尾将充	a0367	山田徹	428	-7
6	7	2015109033	マロンスライム			05601	金山昇馬	a01eb	井樋明正	441	7
6	8	2016102852	ピエナクロフネ			01168	富田暁	a0278	北村欣也	510	2
7	9	2017103870	ゴールドロジャー			01191	松本大輝	05741	池田忠好	424	1
7	10	2014109076	ソードヴァルキリー			05589	木本直	05690	松島壽	442	-1
8	11	2017100069	ディーエスハリアー			a03ff	浅野皓大	05624	中川竜馬	441	-3
8	12	2016104406	エイシントルーパー			01189	西谷凜	a00f6	中野博	439	-5
