rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	14		ヒュミドール	セ4	56.0		菱田裕二	1:44.9		7-9-9-4	37.4	6.4	5	470	-2		武幸四郎		サンライズ	760.0
2	5	8		シーオブセレニティ	セ5	57.0		秋山真一	1:44.9	クビ	2-2-2-2	37.9	9.7	6	432	-6		田中博康		ゴドルフィン	300.0
3	8	13		ヴィーヴァバッカス	牡5	55.0		斎藤新	1:45.0	クビ	10-10-10-4	37.3	4.2	1	474	4		作田誠二		芹澤精一	190.0
4	4	5		グッドヘルスバイオ	牡4	55.0		西村淳也	1:45.4	2.1/2	4-4-4-4	38.2	6.2	4	478	6		池添学		バイオ	110.0
5	7	11		グランデラムジー	牡4	56.0		高倉稜	1:45.4	ハナ	3-2-3-2	38.3	5.5	3	466	-2		吉田直弘		グランデオーナーズ	76.0
6	6	9		ハイエストクイーン	牝5	53.0		団野大成	1:45.6	1.0	7-7-7-8	38.2	36.5	9	484	-6		吉村圭司		山田弘	
7	5	7		サウンドテーブル	牡6	57.0		水口優也	1:45.7	3/4	1-1-1-1	38.8	5.2	2	500	0		田所秀孝		山上和良	
8	3	3		タニノシェクハンド	牡4	53.0		亀田温心	1:46.3	3.1/2	13-12-11-11	38.2	38.7	10	482	6		村山明		谷水雄三	
9	1	1		クラウドスケープ	牡4	56.0		黛弘人	1:46.3	アタマ	7-7-7-8	38.9	20.4	8	478	4		藤原辰雄		下河辺俊行	
10	4	6		ブロッコリー	牡5	57.0		丹内祐次	1:46.5	1.1/2	6-6-4-4	39.2	12.0	7	480	-2		牧田和弥		嶋田賢	
11	6	10		スフィーダグリーン	牡6	57.0		的場勇人	1:47.1	3.1/2	11-11-11-12	39.0	184.1	14	538	0		的場均		寳寄山拓樹	
12	3	4		ディレットーレ	セ6	56.0		川又賢治	1:47.4	2.0	4-4-4-8	40.1	54.9	11	452	10		本田優		米井勝	
13	7	12		ボーイズオブサマー	牡4	56.0		古川吉洋	1:47.6	1.1/2	14-14-14-14	38.7	90.2	12	516	0		天間昭一		ノルマンディーサラブレッドレーシング	
14	2	2		ラバストーン	牡4	56.0		西田雄一	1:48.2	3.1/2	12-12-13-13	39.9	131.5	13	478	0		大江原哲		田頭勇貴	
