rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	9		オレワチャンピオン	牡6	630.0		菊池一樹	1:28.6				3.3	1	1055	11		中島敏博		（有）竹内産業	25.0
2	2	2		ホクショウユヅル	牡9	630.0		渡来心路	1:30.3				3.7	2	1059	-4		村上慎一		井内紀子	8.7
3	1	1		コウシュハボブ	牡4	620.0		西謙一	1:30.4				7.1	4	1055	-1		松井浩文		広瀬豪	5.0
4	6	6		メイコウキング	牡4	620.0		村上章	1:30.6				19.9	7	1078	4		槻舘重人		濱名義昭	2.2
5	8	10		ヤマトテンリュウ	牡8	630.0		西将太	1:31.1				9.5	6	1030	0		西弘美		菅野二十世	1.5
6	7	7		カブトボーイ	牡7	630.0		藤本匠	1:36.5				62.8	9	1136	-3		小林長吉		甲地留良	
7	7	8		アーティウィング	牝4	600.0		阿部武臣	1:40.4				90.5	10	1027	15		坂本東一		氏原守男	
8	5	5		ツガルタイショウ	牡7	630.0		金田利貴	1:41.4				23.8	8	984	-12		久田守		山下信一	
9	4	4		カネサスペシャル	牡7	630.0		島津新	1:44.4				5.4	3	1065	-3		村上慎一		坂井秀彰	
10	3	3		ギンジ	牡4	620.0		船山蔵人	1:53.0				7.3	5	1116	11		久田守		永井和弘	
