rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	10		アップ	牝2	500.0		松本秀克	1:49.3				37.2	10	875	7		大橋和則		杉沢勝治	15.0
2	8	9		イブキ	牡2	520.0		長澤幸太	1:50.2				8.2	5	898	0		大河原和		野村久	4.5
3	7	8		スターバック	牡2	510.0		金田利貴	1:51.1				4.2	1	874	14		服部義幸		安藤浩太朗	2.2
4	2	2		スチールセンショー	牡2	520.0		藤野俊一	2:03.1				26.8	9	869	1		鈴木邦哉		渡辺悟	1.3
5	7	7		フジノジュエリー	牝2	500.0		村上章	2:11.8				10.4	7	891	-2		金田勇		三宮久蔵	0.9
6	6	6		コウシュハセーラー	牝2	500.0		藤本匠	2:14.8				4.6	3	932	-10		大友栄人		広瀬豪	
7	1	1		フジダイビクトール	牡2	520.0		阿部武臣	2:14.8				9.8	6	881	15		金田勇		佐藤敏律	
8	3	3		タカラシンザン	牡2	520.0		西謙一	2:17.1				4.5	2	982	15		金山明彦		新山正一郎	
9	5	5		クリスタルコウテイ	牡2	520.0		鈴木恵介	2:23.4				7.5	4	897	-6		長部幸光		小向勝司	
10	4	4		ヴァイオリン	牡2	520.0		島津新	2:36.7				15.3	8	850	-10		槻舘重人		細川貞夫	
