rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	8		ジュンサンム	牝3	54.0		左海誠二	1:33.2		9-9-9-9	41.5	35.4	8	470	0		山崎裕也		河合純二	110.0
2	6	7		スイートウィスパー	牝3	54.0		今野忠成	1:33.3	1/2	11-10-8-7	41.8	5.2	3	452	6		山崎裕也		高樽秀夫	41.8
3	4	4		コウジンホウオウ	牡3	56.0		楢崎功祐	1:33.5	3/4	3-3-5-3	42.6	31.6	7	467	0		河津裕昭		加藤興一	27.5
4	7	9		ケイティシャイン	牝3	54.0		矢野貴之	1:33.8	1.1/2	4-4-4-4	42.9	10.9	4	446	2		加藤誠一		瀧本和義	16.5
5	1	1		シンボリビーノ	セ3	56.0		酒井忍	1:34.0	3/4	5-5-3-2	43.3	13.1	5	454	8		田辺陽一		大室圭一郎	13.2
6	5	5		レッツゴームーチョ	牝3	54.0		山崎誠士	1:34.4	2.0	8-8-5-5	43.3	4.6	2	489	7		山崎尋美		廣崎玲子	
7	3	3		オウケンスターマン	牡3	55.0		櫻井光輔	1:35.3	4.0	10-10-11-10	43.2	81.1	11	473	-5		福島秀夫		加藤富保	
8	2	2		シルヴァーイーグル	牡3	56.0		笹川翼	1:35.5	1.0	1-1-1-1	45.0	2.0	1	520	18		内田勝義		星野隆男	
9	6	6		ケイツールフィヤ	牝3	54.0		伊藤裕人	1:36.4	4.0	6-6-7-6	45.1	61.5	10	444	-21		加藤誠一		楠本勝美	
10	8	10		コンステレーション	牝3	54.0		町田直希	1:37.0	3.0	7-7-10-11	45.3	39.4	9	398	12		田島寿一		組）ゴッテスフルス	
11	8	11		ミスターホウジュ	牡3	56.0		森泰斗	1:37.1	1/2	1-2-2-7	46.4	14.0	6	459	3		高月賢一		（同）ＪＰＮ技研	
