rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		ワンダーウィッタヤ	牡4	56.0		大山真吾	1:32.4		3-3-4-3	39.2	2.1	1	478	22		田中範雄		山本能成	60.0
2	8	9		ハニーロコガール	牝7	54.0		杉浦健太	1:33.3	5.0	7-7-6-5	39.9	13.8	5	461	-1		雑賀伸一		田尾有	24.0
3	7	7		クレバーバード	セ6	56.0		田中学	1:33.5	1.1/4	3-4-2-2	40.5	20.5	7	488	0		保利幸作		津田康平	15.0
4	8	10		フクジュ	牝4	54.0		下原理	1:33.7	1.1/4	5-6-5-5	40.4	5.1	3	479	4		永島太郎		中村勝彦	9.0
5	5	5		ボーイッシュガール	牝4	54.0		川原正一	1:33.7	クビ	1-1-1-1	40.8	11.2	4	409	5		徳本慶一		平賀眞吾	6.0
6	7	8		マディディ	セ8	56.0		石堂響	1:33.8	クビ	2-2-3-4	40.9	18.9	6	478	4		栗林徹治		（同）ＪＰＮ技研	
7	2	2		マイネルエーポス	牡7	53.0		長尾翼玖	1:33.9	1/2	10-10-10-9	39.9	21.2	8	489	1		長南和宏		伊澤正行	
8	4	4		ダイシンリカール	牡5	55.0		木本直	1:33.9	アタマ	8-8-7-7	40.3	4.2	2	526	6		森澤友貴		大八木信行	
9	1	1		ウラニア	牝4	54.0		鴨宮祥行	1:34.3	2.1/2	6-5-8-8	40.8	33.9	9	474	1		栗林徹治		田所英子	
10	6	6		ルーシー	牝5	54.0		松木大地	1:34.4	クビ	9-9-9-10	40.7	106.9	10	439	3		三宅直之		小橋亮太	
