waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016106191	ブルーローズ			05365	山崎誠士	00873	野口孝	446	-1
2	2	2016106216	タンレイ			05399	和田譲治	a0400	古澤悟	441	-4
3	3	2018100332	アングラン			05540	達城龍次	05670	林隆之	478	2
4	4	2016101428	サーストンネイジュ			a0105	山林堂信	05392	池田孝	489	5
5	5	2018103732	ルイジアンナ			05590	藤本現暉	05388	佐々木仁	467	2
5	6	2018103305	プリモパイソン			05455	町田直希	05302	内田勝義	522	3
6	7	2017101840	トゥーナノクターン			a0486	神尾香澄	05703	山田質	456	4
6	8	2017102234	シャイニールミナス			a017e	高橋哲也	a0188	牛房栄吉	486	2
7	9	2017103719	ゴールデンオパール			a0420	古岡勇樹	05592	岩本洋	491	8
7	10	2017103491	ハヤブサペコムスメ			05563	櫻井光輔	a02ea	佐藤博紀	483	8
8	11	2016100105	ケイゴールド			05524	笹川翼	05302	内田勝義	500	-3
8	12	2017101441	フロントウイング			05380	矢野貴之	05439	河津裕昭	461	4
