rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	10		ローリング	牝4	54.0		下原理	1:33.9		1-1-1-1	39.4	4.3	2	479	-2		橋本忠明		（株）カナヤマホー	50.0
2	4	4		スーパーウインド	牝6	53.0		大山龍太	1:34.5	3.1/2	4-4-3-2	39.8	4.6	3	453	-4		大塚信次		岡田義見	20.0
3	7	8		メイショウヴンダー	牡5	56.0		田野豊三	1:34.8	2.0	8-8-8-6	39.6	2.3	1	455	4		住吉朝男		入江真悟	12.5
4	8	9		オーサムデイ	牝4	54.0		井上幹太	1:34.9	クビ	1-2-2-3	40.3	22.0	7	460	-2		雑賀伸一		川添裕起	7.5
5	6	6		ミッキートレーゼ	セ4	56.0		吉村智洋	1:34.9	クビ	6-6-5-4	39.9	5.0	4	483	2		飯田良弘		野田みづき	5.0
6	5	5		ホーリーカバージョ	牡7	56.0		寺地誠一	1:34.9	ハナ	10-9-10-8	39.4	107.0	8	474	2		黒田隆男		（株）ファーストビ	
7	7	7		メイショウコウシ	牡4	56.0		鴨宮祥行	1:35.3	2.1/2	9-9-9-10	39.7	17.9	6	508	1		永島太郎		松本好雄	
8	1	1		シンリン	牡6	56.0		大山真吾	1:35.3	クビ	7-7-7-5	40.2	277.7	10	455	-2		尾原強		山下壽	
9	2	2		エドノアズマオー	牡5	54.0		長尾翼玖	1:35.4	1/2	5-5-6-9	40.5	155.6	9	451	-3		岡田利一		大黒富美子	
10	3	3		クレスコマリン	牝6	51.0		佐々木世	1:35.5	クビ	3-3-4-7	40.8	14.5	5	484	5		玉垣光章		堀川三郎	
