日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2021/10/26	雨	10	9	8	8	8.7	3	8	54.0	不	1:51.1	2.2	1-1-1-2	0.0-37.6	39.8	門別	202130102610	ふらっとおいでよ上砂	movie.html?race_id=202130102610	05592	小野楓馬	ダ	1700	488	4	0.0
2021/09/28	曇	10	7	4	4	2.2	1	2	54.0	稍	2:14.4	0.5	1-1-1-1	0.0-40.2	40.7	門別	202130092810	新冠ライオンズクラブ	movie.html?race_id=202130092810	05534	石川倭	ダ	2000	484	6	12.6
2021/09/14	晴	12	9	3	3	8.7	5	2	54.0	稍	2:00.1	0.2	1-1-1-1	0.0-39.4	39.6	門別	202130091412	パンプキンタウン和寒	movie.html?race_id=202130091412	05578	落合玄太	ダ	1800	478	2	12.6
2021/08/31	晴	11	9	5	5	6.2	3	5	54.0	良	1:51.5	0.7	1-2-2-2	0.0-41.2	41.6	門別	202130083111	日高生産連特別	movie.html?race_id=202130083111	05578	落合玄太	ダ	1700	476	10	3.1
2021/08/03	晴	12	11	3	3	12.5	5	5	54.0	良	2:00.7	1.6	1-3-5-4	0.0-39.5	40.6	門別	202130080312	安平町ポッポらんど開	movie.html?race_id=202130080312	05578	落合玄太	ダ	1800	466	0	3.1
2021/07/14	曇	11	10	4	4	2.8	1	1	54.0	稍	1:51.3	-0.3	1-1-1-1	0.0-41.1	41.1	門別	202130071411	ウツボグサ特別	movie.html?race_id=202130071411	05578	落合玄太	ダ	1700	466	-8	45.0
2021/07/01	曇	7	7	3	3	1.7	1	1	54.0	良	1:53.4	-0.1	1-2-1-1	0.0-41.3	41.3	門別	202130070107	3歳以上C3ー3C4	movie.html?race_id=202130070107	05578	落合玄太	ダ	1700	474	2	30.0
2021/06/17	曇	7	12	3	3	4.1	2	4	54.0	良	1:16.3	0.3	8-6	0.0-39.4	39.0	門別	202130061707	3歳以上C3ー3C4	movie.html?race_id=202130061707	05578	落合玄太	ダ	1200	472	10	4.2
2021/05/16	小雨	3	16	5	9	40.9	10	10	54.0	良	1:13.9	0.8	14-14	35.2-37.9	37.2	中京	202107030403	3歳未勝利	202107030403	01174	岩田望来	ダ	1200	462	0	0.0
2021/04/24	晴	3	15	7	12	7.1	3	6	54.0	良	1:14.2	1.6	3-3	35.7-36.9	38.2	新潟	202104010503	3歳未勝利	202104010503	01157	鮫島克駿	ダ	1200	462	-6	0.0
2021/03/27	晴	3	16	7	13	16.3	7	7	54.0	良	1:15.1	1.5	11-10	36.4-37.2	37.4	阪神	202109020103	3歳未勝利	202109020103	01062	川島信二	ダ	1200	468	-6	0.0
2021/02/27	晴	1	16	3	5	32.9	9	9	54.0	良	1:14.8	1.3	5-5	35.9-37.6	38.5	阪神	202109010501	3歳未勝利	202109010501	01154	松若風馬	ダ	1200	474	14	0.0
2020/10/24	晴	3	9	2	2	3.2	2	3	54.0	重	1:13.5	1.5	3-3	35.0-37.0	38.2	新潟	202004040503	2歳未勝利	202004040503	01174	岩田望来	ダ	1200	460	2	130.0
2020/10/11	晴	2	15	3	4	16.7	4	3	53.0	良	1:13.1	0.6	2-2	35.2-37.3	37.8	新潟	202004040202	2歳未勝利	202004040202	01174	岩田望来	ダ	1200	458	2	130.0
2020/09/20	曇	2	13	4	4	80.2	11	4	53.0	良	1:13.6	0.6	6-6	35.6-37.4	37.5	中京	202007020402	2歳未勝利	202007020402	01174	岩田望来	ダ	1200	456	8	77.0
2020/09/05	曇	1	15	6	11	64.9	11	12	54.0	良	1:50.1	2.4	3-5-5-6	31.0-37.7	39.7	小倉	202010020701	2歳未勝利	202010020701	01154	松若風馬	ダ	1700	448	-2	0.0
2020/07/18	晴	1	13	1	1	102.5	10	8	54.0	稍	1:13.9	2.6	8-7	34.9-36.4	37.7	阪神	202009040501	2歳未勝利	202009040501	01157	鮫島克駿	ダ	1200	450	0	0.0
2020/07/11	曇	6	8	4	4	12.5	6	8	54.0	重	1:15.7	2.4	3-3	37.5-35.8	38.0	阪神	202009040306	2歳新馬	202009040306	01154	松若風馬	芝	1200	450	0	0.0
