	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
202043033001	ダ	左	1200	曇	不良	15:00	「ですのっと」にゆり		2020-3-30	13	船橋	1	183万円以上251万円未満		9.0	330.0	2.0	9.0	180	2.0	5.0	220	5.0	5-9	1090.0	3.0	5-9	500	5.0	8-9	660	8.0	5-8	1,290	17.0	9=>5	2480.0	10.0	5-8-9	4310.0	17.0	9=>5=>8	19070.0	61.0		811349105122761	8,11,(4,9),3,2,5,10,12,6,7,1	811943521210761	12.2 - 11.7 - 12.1 - 12.7 - 12.9 - 13.7	12.2 - 23.9 - 36.0 - 48.7 - 61.6 - 75.3 (36.0-39.3)	8.0	320	6.0	5-7	1640.0	8.0	7=>5	2060.0	9.0
202043033002	ダ	左	1500	曇	不良	15:30	危機一髪!メイにさら		2020-3-30	13	船橋	1	183万円以上251万円未満		2.0	790.0	6.0	2.0	220	6.0	4.0	130	1.0	2-4	1380.0	6.0	2-4	350	2.0	2-7	800	15.0	4-7	400	4.0	2=>4	3740.0	18.0	2-4-7	2000.0	9.0	2=>4=>7	16720.0	66.0	689374251	689374251	6,8,9,(3,4),7,5,2,1	689427351	6.8 - 12.3 - 12.6 - 13.0 - 12.9 - 13.0 - 13.5 - 13.9	6.8 - 19.1 - 31.7 - 44.7 - 57.6 - 70.6 - 84.1 - 98.0 (31.7-40.4)	7.0	190	4.0	2-4	2110.0	10.0	2=>4	4280.0	21.0
202043033003	ダ	左	1500	曇	不良	16:00	千里眼ドロップを使い 		2020-3-30	13	船橋	1	251万円以上365万円未満		2.0	1400.0	5.0	2.0	240	5.0	3.0	110	1.0	2-3	1160.0	4.0	2-3	450	6.0	2-6	590	9.0	3-6	190	1.0	2=>3	4160.0	14.0	2-3-6	920.0	2.0	2=>3=>6	11890.0	39.0	1191037248615	1191037246815	11,9,3,10,7,2,(4,8),6,1,5	1191032786415	6.9 - 12.3 - 12.7 - 13.3 - 12.8 - 13.2 - 13.0 - 13.2	6.9 - 19.2 - 31.9 - 45.2 - 58.0 - 71.2 - 84.2 - 97.4 (31.9-39.4)	6.0	140	2.0	2-3	1110.0	4.0	2=>3	4460.0	14.0
202043033004	ダ	左	1200	曇	不良	16:30	ゆりねキングダム		2020-3-30	13	船橋	1			3.0	370.0	2.0	3.0	140	2.0	6.0	120	1.0	3-6	460.0	1.0	3-6	220	1.0	3-8	500	7.0	6-8	370	4.0	3=>6	980.0	2.0	3-6-8	1150.0	3.0	3=>6=>8	5020.0	8.0		43561910278.0	43569171028.0	43659710128.0	12.5 - 12.2 - 12.4 - 12.4 - 12.5 - 13.5	12.5 - 24.7 - 37.1 - 49.5 - 62.0 - 75.5 (37.1-38.4)	8.0	190	5.0	3-6	420.0	1.0	3=>6	670.0	2.0
202043033005	ダ	左	1200	曇	不良	17:00	邪神ちゃんがメデュー		2020-3-30	13	船橋	1			7.0	170.0	1.0	7.0	130	1.0	2.0	310	5.0	2-7	1120.0	4.0	2-7	400	4.0	7-10	1,220	13.0	2-10	7,160	40.0	7=>2	1350.0	4.0	2-7-10	10880.0	35.0	7=>2=>10	28250.0	89.0		5,6,7,1,2,10,4,11,8,9-3	5617210481193	5671210841193	12.5 - 11.6 - 12.0 - 12.6 - 12.7 - 13.4	12.5 - 24.1 - 36.1 - 48.7 - 61.4 - 74.8 (36.1-38.7)	10.0	860	10.0	2-6	890.0	4.0	6=>2	1060.0	4.0
202043033006	ダ	左	1500	曇	不良	17:30	のえるはペルちゃんの		2020-3-30	13	船橋	1			8.0	180.0	1.0	8.0	110	1.0	11.0	170	5.0	8-11	1040.0	4.0	8-11	410	5.0	8-9	170	1.0	9-11	810	10.0	8=>11	1660.0	5.0	8-9-11	1110.0	4.0	8=>11=>9	5740.0	13.0	7411811026935	7411811026953	7,4,11,(1,8),10,6,9,2,5,3	7811491610253	6.8 - 11.5 - 12.4 - 13.0 - 13.1 - 14.2 - 12.9 - 13.5	6.8 - 18.3 - 30.7 - 43.7 - 56.8 - 71.0 - 83.9 - 97.4 (30.7-40.6)	9.0	130	2.0	7-8	480.0	2.0	7=>8	830.0	3.0
202043033007	ダ	左	1500	曇	不良	18:00	ぴのは邪神ちゃんに対		2020-3-30	13	船橋	1			7.0	370.0	2.0	7.0	170	3.0	8.0	170	2.0	7-8	870.0	3.0	7-8	390	3.0	5-7	850	13.0	5-8	1,010	15.0	7=>8	1680.0	5.0	5-7-8	3950.0	16.0	7=>8=>5	17640.0	58.0	671859342	671853924	6,7,8,1,9,(3,5),2,4	678135924	6.7 - 11.6 - 12.1 - 12.5 - 12.4 - 12.7 - 13.3 - 13.6	6.7 - 18.3 - 30.4 - 42.9 - 55.3 - 68.0 - 81.3 - 94.9 (30.4-39.6)	5.0	370	7.0	7-8	550.0	1.0	7=>8	1030.0	1.0
202043033008	ダ	左	1200	曇	不良	18:30	一緒に遊ぼうと邪神ち 		2020-3-30	13	船橋	1			6.0	110.0	1.0	6.0	100	1.0	7.0	130	3.0	6-7	290.0	1.0	6-7	140	1.0	6-8	260	3.0	7-8	440	7.0	6=>7	360.0	1.0	6-7-8	620.0	2.0	6=>7=>8	1460.0	3.0		637845129	3,6,7,(4,8),9,1,5,2	367489125	12.6 - 12.0 - 12.0 - 12.0 - 12.3 - 12.6	12.6 - 24.6 - 36.6 - 48.6 - 60.9 - 73.5 (36.6-36.9)	8.0	180	4.0	6-7	290.0	2.0	6=>7	340.0	2.0
202043033009	ダ	左	1200	曇	不良	19:05	もう死んでるけど!キ 		2020-3-30	13	船橋	1			2.0	1300.0	5.0	2.0	200	4.0	7.0	110	2.0	2-7	1040.0	5.0	2-7	420	5.0	2-5	530	8.0	5-7	140	1.0	2=>7	3250.0	10.0	2-5-7	1060.0	4.0	2=>7=>5	9050.0	25.0		3610179258.0	3106197258.0	3691721085.0	12.4 - 11.4 - 11.8 - 12.2 - 13.2 - 13.0	12.4 - 23.8 - 35.6 - 47.8 - 61.0 - 74.0 (35.6-38.4)	5.0	100	1.0	2-7	1080.0	5.0	2=>7	2690.0	11.0
202043033010	ダ	左	1600	曇	不良	19:40	目に見えぬ速さの超破		2020-3-30	13	船橋	1			9.0	120.0	1.0	9.0	100	1.0	2.0	210	5.0	2-9	970.0	4.0	2-9	390	6.0	7-9	170	1.0	2-7	1,070	11.0	9=>2	1220.0	6.0	2-7-9	1170.0	3.0	9=>2=>7	4210.0	12.0	129763128111045	971263128111054	973612125811104	973621125811104	12.5 - 12.8 - 12.6 - 13.1 - 12.6 - 12.2 - 13.0 - 13.8	12.5 - 25.3 - 37.9 - 51.0 - 63.6 - 75.8 - 88.8 - 102.6 (37.9-39.0)	7.0	140	2.0	2-7	1170.0	6.0	7=>2	1230.0	6.0
202043033011	ダ	左	1600	曇	不良	20:15	誰がなんといおうと特 		2020-3-30	13	船橋	1			7.0	680.0	3.0	7.0	190	3.0	1.0	260	4.0	1-7	3350.0	13.0	1-7	960	15.0	2-7	380	3.0	1-2	410	5.0	7=>1	5730.0	19.0	1-2-7	2230.0	7.0	7=>1=>2	17520.0	62.0	8,9,7,2,1,4,3,11,6,5-10	8972143115610	8974213115610	8794123115106	12.4 - 12.0 - 11.9 - 12.9 - 12.8 - 13.1 - 13.6 - 13.8	12.4 - 24.4 - 36.3 - 49.2 - 62.0 - 75.1 - 88.7 - 102.5 (36.3-40.5)	2.0	150	2.0	1-6	3150.0	13.0	6=>1	5270.0	22.0
202043033012	ダ	左	1600	曇	不良	20:50	邪神ちゃんドロップキ 		2020-3-30	13	船橋	1			2.0	390.0	2.0	2.0	170	2.0	9.0	280	5.0	2-9	1590.0	6.0	2-9	490	3.0	2-5	4,660	43.0	5-9	7,430	54.0	2=>9	2400.0	7.0	2-5-9	28040.0	85.0	2=>9=>5	72100.0	222.0	5814113213124106791	5814231113412106791	5821461139131041271	5214689111331041217	12.7 - 12.1 - 12.5 - 12.8 - 13.0 - 13.1 - 13.6 - 13.9	12.7 - 24.8 - 37.3 - 50.1 - 63.1 - 76.2 - 89.8 - 103.7 (37.3-40.6)	5.0	920	9.0	2-6	760.0	3.0	2=>6	1410.0	5.0
202043033101	ダ	左	1200	曇	重	14:55	3歳六		2020-3-31	13	船橋	2	115万円以上161万円未満		8.0	710.0	5.0	8.0	180	5.0	9.0	110	1.0	8-9	1080.0	5.0	8-9	260	1.0	3-8	500	6.0	3-9	270	2.0	8=>9	2530.0	9.0	3-8-9	1290.0	5.0	8=>9=>3	9870.0	30.0		796835142.0	798653142.0	798356142.0	12.5 - 11.7 - 12.3 - 12.7 - 13.0 - 13.7	12.5 - 24.2 - 36.5 - 49.2 - 62.2 - 75.9 (36.5-39.4)	3.0	150	2.0	8-8	1120.0	5.0	8=>8	1660.0	8.0
202043033102	ダ	左	1200	曇	重	15:25	3歳五		2020-3-31	13	船橋	2	161万円以上183万円未満		6.0	170.0	1.0	6.0	120	1.0	2.0	650	6.0	2-6	3900.0	10.0	2-6	630	7.0	1-6	290	4.0	1-2	2,360	16.0	6=>2	5660.0	15.0	1-2-6	8030.0	17.0	6=>2=>1	19930.0	52.0		6517342.0	6517342.0	6517324.0	12.6 - 12.2 - 12.2 - 12.1 - 12.2 - 13.0	12.6 - 24.8 - 37.0 - 49.1 - 61.3 - 74.3 (37.0-37.3)									
202043033103	ダ	左	1200	曇	重	15:55	C3九		2020-3-31	13	船橋	2			2.0	190.0	2.0	2.0	100	1.0	11.0	100	2.0	2-11	130.0	1.0	2-11	110	1.0	2-10	540	7.0	10-11	490	5.0	2=>11	270.0	2.0	2-10-11	670.0	2.0	2=>11=>10	1900.0	4.0		101112598731264	10,11,2,1,9,(5,12),8,(3,7),6,4	11,2,10,9,12,1,5,8,3,7,6-4	12.7 - 12.3 - 12.6 - 12.8 - 12.8 - 13.9	12.7 - 25.0 - 37.6 - 50.4 - 63.2 - 77.1 (37.6-39.5)	10.0	300	7.0	2-8	130.0	1.0	2=>8	240.0	1.0
202043033104	ダ	左	1500	曇	重	16:25	C3七　八		2020-3-31	13	船橋	2			12.0	190.0	1.0	12.0	130	1.0	6.0	570	6.0	6-12	3090.0	9.0	6-12	1,360	13.0	8-12	460	5.0	6-8	5,710	35.0	12=>6	5160.0	16.0	6-8-12	11300.0	29.0	12=>6=>8	37290.0	107.0	621151241097381	621151247109381	611122459710831	611125429710813	7.0 - 11.9 - 12.8 - 13.6 - 12.8 - 13.3 - 13.6 - 13.5	7.0 - 18.9 - 31.7 - 45.3 - 58.1 - 71.4 - 85.0 - 98.5 (31.7-40.4)	8.0	190	4.0	5-8	480.0	2.0	8=>5	1000.0	3.0
202043033105	ダ	左	1500	曇	重	16:55	3歳　五組下		2020-3-31	13	船橋	2			3.0	220.0	1.0	3.0	160	2.0	12.0	1,150	10.0	3-12	7230.0	20.0	3-12	3,160	30.0	3-6	650	9.0	6-12	8,340	44.0	3=>12	10350.0	30.0	3-6-12	26440.0	65.0	3=>12=>6	91550.0	235.0	1,5,4,6,11,3,9,2,12,7-10,8	1,4,6,5,11,3,2,12,9,7-10,8	1,4,6,5,11,(2,3),12,7,9,10,8	146511321279108	6.8 - 12.2 - 12.0 - 13.3 - 13.3 - 13.6 - 13.6 - 14.0	6.8 - 19.0 - 31.0 - 44.3 - 57.6 - 71.2 - 84.8 - 98.8 (31.0-41.2)	6.0	300	5.0	3-8	3570.0	14.0	3=>8	4990.0	18.0
202043033106	ダ	左	1200	曇	重	17:25	C3七　八		2020-3-31	13	船橋	2			7.0	340.0	2.0	7.0	150	2.0	5.0	560	9.0	5-7	3940.0	13.0	5-7	1,370	16.0	7-8	280	1.0	5-8	1,040	12.0	7=>5	5670.0	19.0	5-7-8	3230.0	8.0	7=>5=>8	20010.0	58.0		723126584109111	7,6,12,2,5,(3,8),10,9,4,1,11	761258231019411	12.8 - 11.8 - 11.9 - 12.6 - 13.4 - 13.2	12.8 - 24.6 - 36.5 - 49.1 - 62.5 - 75.7 (36.5-39.2)	8.0	120	1.0	5-6	440.0	1.0	6=>5	680.0	3.0
202043033107	ダ	左	1200	曇	重	17:55	C1四　五		2020-3-31	13	船橋	2			8.0	460.0	2.0	8.0	130	2.0	6.0	150	3.0	6-8	2190.0	8.0	6-8	430	7.0	4-8	180	1.0	4-6	200	2.0	8=>6	4240.0	13.0	4-6-8	530.0	1.0	8=>6=>4	6380.0	20.0		46872510139.0	46285101739.0	46281510379.0	12.4 - 11.4 - 11.9 - 12.4 - 12.9 - 13.7	12.4 - 23.8 - 35.7 - 48.1 - 61.0 - 74.7 (35.7-39.0)	4.0	100	1.0	6-7	1560.0	7.0	7=>6	4970.0	9.0
202043033108	ダ	左	1200	曇	重	18:25	オーケストラスプリン 		2020-3-31	13	船橋	2			9.0	350.0	2.0	9.0	150	2.0	5.0	200	3.0	5-9	930.0	3.0	5-9	470	5.0	6-9	1,190	16.0	5-6	1,490	19.0	9=>5	1590.0	4.0	5-6-9	5570.0	20.0	9=>5=>6	25920.0	89.0		6911411087235	6,(9,11),4,1,7,5,2,10,8,3	6945173281011	12.3 - 11.1 - 11.8 - 12.3 - 13.5 - 13.4	12.3 - 23.4 - 35.2 - 47.5 - 61.0 - 74.4 (35.2-39.2)	6.0	570	7.0	5-7	520.0	3.0	7=>5	1350.0	4.0
202043033109	ダ	左	1600	曇	重	19:00	C1四　五		2020-3-31	13	船橋	2			1.0	500.0	2.0	1.0	120	3.0	8.0	120	2.0	1-8	980.0	4.0	1-8	340	5.0	1-10	150	1.0	8-10	180	2.0	1=>8	1920.0	7.0	1-8-10	530.0	1.0	1=>8=>10	6120.0	21.0	1161231082174	1161231082174	6,11,12,(3,10),2,8,1,7,4	6111213108247	12.4 - 11.6 - 12.0 - 13.1 - 13.5 - 13.9 - 13.9 - 13.0	12.4 - 24.0 - 36.0 - 49.1 - 62.6 - 76.5 - 90.4 - 103.4 (36.0-40.8)	10.0	100	1.0	1-6	1370.0	5.0	1=>6	2940.0	10.0
202043033110	ダ	左	1000	曇	重	19:35	春風ダッシュ 		2020-3-31	13	船橋	2	(ハンデ)		6.0	420.0	2.0	6.0	150	3.0	9.0	170	4.0	6-9	1750.0	7.0	6-9	590	8.0	6-10	290	2.0	9-10	330	3.0	6=>9	3690.0	14.0	6-9-10	1520.0	4.0	6=>9=>10	11330.0	34.0			692571410113128.0	692571104311128.0	11.9 - 10.9 - 11.8 - 12.7 - 13.1	11.9 - 22.8 - 34.6 - 47.3 - 60.4 (34.6-37.6)	10.0	120	1.0	5-7	370.0	2.0	5=>7	960.0	3.0
202043033111	ダ	左	1600	曇	重	20:10	柏の葉オープン 		2020-3-31	13	船橋	2	(別定)		8.0	1340.0	5.0	8.0	270	6.0	9.0	120	1.0	8-9	1050.0	4.0	8-9	410	4.0	2-8	970	13.0	2-9	310	3.0	8=>9	3020.0	12.0	2-8-9	2010.0	5.0	8=>9=>2	16030.0	55.0	87114122131610953	87114212113610953	8,7,11,2,4,1,13,12,6-10,9,5,3	8,11,7,2,4,13,1,12,6-9,5,3,10	12.2 - 11.7 - 12.3 - 12.6 - 12.2 - 12.6 - 13.2 - 13.3	12.2 - 23.9 - 36.2 - 48.8 - 61.0 - 73.6 - 86.8 - 100.1 (36.2-39.1)	2.0	180	4.0	6-6	1480.0	6.0	6=>6	1420.0	6.0
202043033112	ダ	左	1600	曇	重	20:50	ポイント10倍!船橋 		2020-3-31	13	船橋	2			12.0	1890.0	6.0	12.0	390	6.0	4.0	280	4.0	4-12	5750.0	18.0	4-12	1,730	19.0	12-14	1,120	13.0	4-14	910	10.0	12=>4	18700.0	46.0	4-12-14	12110.0	40.0	12=>4=>14	104410.0	282.0	414156132113128109	414151362113128109	414135111632129810	414135316111292810	12.2 - 11.8 - 12.8 - 12.7 - 12.4 - 13.2 - 14.0 - 13.4	12.2 - 24.0 - 36.8 - 49.5 - 61.9 - 75.1 - 89.1 - 102.5 (36.8-40.6)	14.0	270	3.0	3-7	2510.0	7.0	7=>3	5250.0	17.0
202043040101	ダ	左	1200	雨	不良	14:55	3歳七		2020-4-1	1	船橋	1	80.5万円以上115万円未満		2.0	2840.0	7.0	2.0	600	7.0	4.0	180	3.0	2-4	6970.0	19.0	2-4	1,890	21.0	2-3	1,180	16.0	3-4	360	4.0	2=>4	14630.0	39.0	2-3-4	7580.0	25.0	2=>4=>3	71170.0	202.0		32478519106	(2,3,4),(7,8),5,9,10,1,6	23478591016	12.7 - 11.9 - 12.3 - 12.5 - 12.8 - 13.5	12.7 - 24.6 - 36.9 - 49.4 - 62.2 - 75.7 (36.9-38.8)	3.0	170	2.0	2-4	7250.0	17.0	2=>4	16180.0	37.0
202043040102	ダ	左	1200	雨	不良	15:25	C3五　六		2020-4-1	1	船橋	1			10.0	140.0	1.0	10.0	100	1.0	8.0	200	3.0	8-10	630.0	3.0	8-10	300	2.0	5-10	430	4.0	5-8	1,680	19.0	10=>8	780.0	2.0	5-8-10	2400.0	9.0	10=>8=>5	5880.0	17.0		101611122958347	10,6,11,(1,9,12,4),8,5,(2,3),7	106119412158327	12.5 - 12.2 - 12.2 - 12.7 - 13.0 - 14.0	12.5 - 24.7 - 36.9 - 49.6 - 62.6 - 76.6 (36.9-39.7)	5.0	300	6.0	6-7	430.0	2.0	7=>6	460.0	2.0
202043040103	ダ	左	1000	雨	不良	15:55	C3　選抜馬		2020-4-1	1	船橋	1			6.0	1390.0	7.0	6.0	610	8.0	9.0	460	7.0	6-9	7420.0	29.0	6-9	2,220	30.0	6-7	34,360	70.0	7-9	25,960	65.0	6=>9	12580.0	49.0	6-7-9	229560.0	213.0	6=>9=>7	1450320.0	1174.0			(11,13),5,10,14,6,2,4,7,12,8,9,3-1	11,13,10,5,14,6,2,7,4,8,12,9-3,1	12.2 - 11.1 - 12.2 - 12.9 - 13.5	12.2 - 23.3 - 35.5 - 48.4 - 61.9 (35.5-38.6)	7.0	5,070	12.0	4-6	2810.0	10.0	4=>6	6030.0	18.0
202043040104	ダ	左	1500	雨	不良	16:25	C3五　六		2020-4-1	1	船橋	1			11.0	440.0	2.0	11.0	140	1.0	7.0	240	5.0	7-11	2410.0	9.0	7-11	630	8.0	2-11	1,640	20.0	2-7	2,650	23.0	11=>7	3560.0	15.0	2-7-11	13810.0	42.0	11=>7=>2	51280.0	159.0	210311591841276	210113591841276	2,11,10,9,3,(5,8),1,(4,7),12,6	211109385174126	6.9 - 12.4 - 12.6 - 12.8 - 12.5 - 12.9 - 13.7 - 13.9	6.9 - 19.3 - 31.9 - 44.7 - 57.2 - 70.1 - 83.8 - 97.7 (31.9-40.5)	2.0	340	6.0	6-8	460.0	3.0	8=>6	1140.0	6.0
202043040105	ダ	左	1500	雨	不良	16:55	C2五　六		2020-4-1	1	船橋	1			6.0	530.0	2.0	6.0	230	2.0	12.0	1,060	9.0	6-12	13100.0	28.0	6-12	4,030	30.0	6-8	850	10.0	8-12	6,070	40.0	6=>12	20120.0	50.0	6-8-12	35860.0	76.0	6=>12=>8	173970.0	394.0	267191143581210	267194113581210	2,6,7,1,(11,9),(4,5),8,3,(10,12)	261117594831012	6.8 - 12.0 - 12.2 - 12.7 - 12.5 - 13.0 - 13.4 - 13.7	6.8 - 18.8 - 31.0 - 43.7 - 56.2 - 69.2 - 82.6 - 96.3 (31.0-40.1)	8.0	280	5.0	5-8	340.0	1.0	5=>8	1110.0	4.0
202043040106	ダ	左	1200	雨	不良	17:25	C2五　六		2020-4-1	1	船橋	1			3.0	230.0	1.0	3.0	140	2.0	9.0	270	5.0	3-9	2860.0	12.0	3-9	760	13.0	3-10	310	3.0	9-10	620	9.0	3=>9	3830.0	13.0	3-9-10	3130.0	11.0	3=>9=>10	13550.0	40.0		458910123276111	4,5,9,8,10,3,(7,12),2,11,6,1	459831071221161	12.6 - 11.7 - 12.1 - 12.4 - 12.7 - 13.0	12.6 - 24.3 - 36.4 - 48.8 - 61.5 - 74.5 (36.4-38.1)	10.0	150	3.0	3-7	450.0	3.0	3=>7	760.0	1.0
202043040107	ダ	左	1200	雨	不良	17:55	C1二　三		2020-4-1	1	船橋	1			1.0	400.0	1.0	1.0	160	4.0	2.0	150	2.0	1-2	940.0	4.0	1-2	290	1.0	1-7	350	3.0	2-7	370	4.0	1=>2	2170.0	9.0	1-2-7	1440.0	3.0	1=>2=>7	7210.0	8.0		141228105116793	1,2,12,4,8,(10,11),7,6,5,9-3	1,2,12,10,11,4,7,8,5,6,9-3	12.5 - 11.4 - 11.8 - 12.5 - 13.0 - 13.6	12.5 - 23.9 - 35.7 - 48.2 - 61.2 - 74.8 (35.7-39.1)	7.0	140	1.0	1-2	1090.0	6.0	1=>2	2130.0	10.0
202043040108	ダ	左	1600	雨	不良	18:25	C1二　三		2020-4-1	1	船橋	1			9.0	470.0	2.0	9.0	180	2.0	12.0	440	7.0	9-12	4800.0	15.0	9-12	1,310	13.0	4-9	1,390	14.0	4-12	3,120	26.0	9=>12	7410.0	23.0	4-9-12	19860.0	50.0	9=>12=>4	108320.0	241.0	12719328541311106	12791325841311106	12,(7,9),(3,5),(1,4),(2,8),(6,11,13),10	12975432810161113	12.7 - 12.6 - 12.7 - 12.8 - 12.4 - 12.8 - 13.3 - 12.8	12.7 - 25.3 - 38.0 - 50.8 - 63.2 - 76.0 - 89.3 - 102.1 (38.0-38.9)	4.0	370	6.0	6-8	4460.0	12.0	6=>8	5590.0	17.0
202043040109	ダ	左	1600	雨	不良	19:00	ナイスハルター特別 		2020-4-1	1	船橋	1	(別定)		10.0	190.0	1.0	10.0	140	1.0	9.0	170	2.0	9-10	650.0	2.0	9-10	340	3.0	1-10	1,410	19.0	1-9	3,450	34.0	10=>9	870.0	2.0	1-9-10	4300.0	16.0	10=>9=>1	14120.0	48.0	3,6,10,9,5,8,2,1,4-7	3,6,10,5,9,8,2,1,4-7	3,(6,10),5,9,8,2,1,4-7	6,10,3,9,5,2,1,8,4-7	12.6 - 12.1 - 13.7 - 13.4 - 13.0 - 12.7 - 13.2 - 14.2	12.6 - 24.7 - 38.4 - 51.8 - 64.8 - 77.5 - 90.7 - 104.9 (38.4-40.1)	1.0	680	10.0	8-8	520.0	3.0	8=>8	570.0	1.0
202043040110	ダ	左	1200	雨	不良	19:35	エイプリルスプリント 		2020-4-1	1	船橋	1			2.0	1080.0	4.0	2.0	250	3.0	8.0	280	6.0	2-8	6130.0	16.0	2-8	1,590	17.0	2-6	460	3.0	6-8	450	2.0	2=>8	11270.0	30.0	2-6-8	3120.0	8.0	2=>8=>6	35870.0	109.0		3254116108179	2,3,5,6,11,8,4,(7,10),1=9	2,3,5,6,11,8,7,4,10,1=9	12.3 - 11.1 - 11.9 - 12.7 - 13.0 - 13.3	12.3 - 23.4 - 35.3 - 48.0 - 61.0 - 74.3 (35.3-39.0)	6.0	130	1.0	2-7	4250.0	9.0	2=>7	7310.0	16.0
202043040111	ダ	左	1700	雨	不良	20:10	ブルーバードカップ東 		2020-4-1	1	船橋	1	(別定)		9.0	440.0	2.0	9.0	170	2.0	8.0	260	4.0	8-9	1700.0	6.0	8-9	560	6.0	5-9	1,580	19.0	5-8	3,040	31.0	9=>8	3410.0	10.0	5-8-9	8940.0	30.0	9=>8=>5	41470.0	131.0	856721943	856729143	8,5,(6,7),9,2,1,(4,3)	857691243	6.9 - 11.1 - 13.3 - 13.1 - 13.0 - 12.4 - 12.5 - 13.2 - 13.0	6.9 - 18.0 - 31.3 - 44.4 - 57.4 - 69.8 - 82.3 - 95.5 - 108.5 (31.3-38.7)	5.0	480	8.0	8-8	1730.0	6.0	8=>8	1520.0	4.0
202043040112	ダ	左	1600	雨	不良	20:50	花まつり特別 		2020-4-1	1	船橋	1	(ハンデ)		10.0	310.0	1.0	10.0	140	1.0	9.0	160	2.0	9-10	560.0	1.0	9-10	280	1.0	10-13	1,790	26.0	9-13	1,900	29.0	10=>9	1000.0	1.0	9-10-13	5580.0	17.0	10=>9=>13	18620.0	39.0	31029685134711211	31029685134711211	3,10,9,(2,13),8,6,5,7,11,4,12,1	10133981162571241	12.6 - 12.2 - 12.5 - 12.4 - 12.7 - 13.3 - 13.0 - 13.1	12.6 - 24.8 - 37.3 - 49.7 - 62.4 - 75.7 - 88.7 - 101.8 (37.3-39.4)	13.0	610	10.0	6-7	390.0	1.0	7=>6	940.0	1.0
202043040201	ダ	左	1200	晴	重	14:50	3歳九		2020-4-2	1	船橋	2	10万円以上45万円未満		1.0	190.0	1.0	1.0	130	1.0	2.0	410	6.0	1-2	760.0	4.0	1-2	300	4.0	1-7	270	3.0	2-7	650	11.0	1=>2	870.0	4.0	1-2-7	1020.0	4.0	1=>2=>7	3400.0	9.0		7123456	(1,2,7),(3,4),(5,6)	1274365	12.6 - 11.5 - 12.1 - 12.6 - 13.4 - 14.9	12.6 - 24.1 - 36.2 - 48.8 - 62.2 - 77.1 (36.2-40.9)									
202043040202	ダ	左	1200	晴	重	15:20	3歳八		2020-4-2	1	船橋	2	45万円以上80.5万円未満		1.0	330.0	2.0	1.0	150	2.0	5.0	260	5.0	1-5	2320.0	11.0	1-5	580	8.0	1-4	500	7.0	4-5	1,300	17.0	1=>5	3180.0	12.0	1-4-5	4940.0	20.0	1=>5=>4	19920.0	63.0		15109428763	15109482376	1,5,9,10,4,8,2,3,7-6	12.6 - 11.2 - 11.9 - 12.8 - 13.3 - 13.8	12.6 - 23.8 - 35.7 - 48.5 - 61.8 - 75.6 (35.7-39.9)	4.0	230	4.0	1-5	2220.0	9.0	1=>5	3490.0	14.0
202043040203	ダ	左	1200	晴	重	15:50	C3三　四		2020-4-2	1	船橋	2			2.0	240.0	1.0	2.0	130	1.0	4.0	300	5.0	2-4	1280.0	5.0	2-4	490	4.0	2-8	1,750	22.0	4-8	6,220	44.0	2=>4	1900.0	5.0	2-4-8	18960.0	56.0	2=>4=>8	56080.0	182.0		263411918125710	2,(6,4),11,1,(3,9)-5,8,12,7,10	2,6,4,1,9,11,3,8,5,12,7-10	12.6 - 11.6 - 11.8 - 13.0 - 12.9 - 14.7	12.6 - 24.2 - 36.0 - 49.0 - 61.9 - 76.6 (36.0-40.6)	8.0	1,060	9.0	2-4	1040.0	5.0	2=>4	1820.0	7.0
202043040204	ダ	左	1500	晴	重	16:20	C3三　四		2020-4-2	1	船橋	2			11.0	230.0	1.0	11.0	120	1.0	9.0	140	2.0	9-11	560.0	1.0	9-11	270	1.0	3-11	320	3.0	3-9	380	6.0	11=>9	880.0	1.0	3-9-11	1220.0	3.0	11=>9=>3	4350.0	3.0	921161013458712	911210613457812	(9,11),(2,10),3,6,1,4,5,7,8,12	911103261457812	7.0 - 12.8 - 13.9 - 13.0 - 12.0 - 12.7 - 13.0 - 14.2	7.0 - 19.8 - 33.7 - 46.7 - 58.7 - 71.4 - 84.4 - 98.6 (33.7-39.9)	3.0	160	3.0	7-8	340.0	1.0	8=>7	470.0	1.0
