	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
202050010201	ダ	右	1400	晴	重	10:45	C3二		2020-1-2	23	園田	1	(馬齢)		8.0	200.0	2.0	8.0	100.0	1.0	7.0	210	5.0	1.0	110	2.0	7-7	2000.0	5.0	7-8	2220.0	6.0	7-8	330	5.0	1-8	120	1.0	1-7	360	6.0	8=>7	2440.0	7.0	1-7-8	530.0	2.0	8=>7=>1	5800.0	17.0	1,(5,7),9,2,8,6,10,3,4	17592861034	17895621043	17892645103		
202050010202	ダ	右	1230	晴	重	11:15	3歳未勝利二		2020-1-2	23	園田	1	(馬齢)		8.0	470.0	3.0	8.0	150.0	3.0	2.0	110	1.0	4.0	210	5.0	2-7	190.0	1.0	2-8	400.0	1.0	2-8	170	1.0	4-8	680	12.0	2-4	300	5.0	8=>2	1320.0	6.0	2-4-8	1000.0	4.0	8=>2=>4	6500.0	22.0	7841052391	7841052391	8710245931	8742510931		
202050010203	ダ	右	1400	晴	重	11:45	C3一		2020-1-2	23	園田	1	(馬齢)		8.0	480.0	4.0	8.0	260.0	4.0	9.0	160	2.0	6.0	1,560	10.0	7-8	400.0	3.0	8-9	1980.0	6.0	8-9	590	6.0	6-8	4,310	34.0	6-9	3,170	29.0	8=>9	3730.0	12.0	6-8-9	25510.0	58.0	8=>9=>6	113450.0	282.0	8,10,9,7,3,6,5,(1,2),4	8,10,9,(3,7),6,5,2,4,1	81097536241	81097653241		
202050010204	ダ	右	1230	晴	重	12:15	3歳未勝利一		2020-1-2	23	園田	1	(馬齢)		3.0	370.0	2.0	3.0	140.0	1.0	6.0	180	4.0	9.0	250	5.0	3-6	680.0	3.0	3-6	700.0	3.0	3-6	340	3.0	3-9	440	5.0	6-9	680	10.0	3=>6	1310.0	4.0	3-6-9	1350.0	4.0	3=>6=>9	4730.0	10.0	4,6,7,2,9,8,5,(3,10),1	4,6,(2,7),9,8,5,3,10,1	46725983110	4,6,2,9,(3,5),8,7,1,10		
202050010206	ダ	右	1230	晴	重	13:15	C3		2020-1-2	23	園田	1	(馬齢)		5.0	200.0	1.0	5.0	100.0	1.0	7.0	110	2.0	3.0	130	3.0	5-7	370.0	1.0	5-7	400.0	1.0	5-7	160	1.0	3-5	250	2.0	3-7	360	6.0	5=>7	610.0	1.0	3-5-7	670.0	1.0	5=>7=>3	1830.0	1.0	56273481109	5,6,(2,7),3,4,1,8,10,9	57263141089	57236141098		
202050010207	ダ	右	1400	晴	重	13:45	C2二		2020-1-2	23	園田	1	(馬齢)		4.0	460.0	2.0	4.0	120.0	2.0	5.0	100	1.0	1.0	130	3.0	4-5	270.0	1.0	4-5	310.0	1.0	4-5	160	1.0	1-4	210	3.0	1-5	210	2.0	4=>5	870.0	3.0	1-4-5	420.0	1.0	4=>5=>1	2350.0	5.0	934175628	934157268	194532687	(1,4),5,9,(2,6),8,3,7		
202050010208	ダ	右	1400	晴	重	14:15	C2一		2020-1-2	23	園田	1	(馬齢)		5.0	100.0	1.0	5.0	100.0	1.0	4.0	140	3.0	1.0	150	4.0	4-5	300.0	1.0	4-5	260.0	1.0	4-5	160	1.0	1-5	240	3.0	1-4	520	8.0	5=>4	290.0	1.0	1-4-5	650.0	2.0	5=>4=>1	1150.0	3.0	154298736	1,5,(2,4),9,8,3,7,6	(1,5),4,2,8,9,3,7,6	514289367		
202050010209	ダ	右	1230	晴	重	14:45	C2 		2020-1-2	23	園田	1	(馬齢)		8.0	450.0	2.0	8.0	140.0	2.0	2.0	150	3.0	10.0	100	1.0	2-7	1120.0	4.0	2-8	1370.0	3.0	2-8	330	4.0	8-10	130	1.0	2-10	190	2.0	8=>2	2070.0	6.0	2-8-10	380.0	1.0	8=>2=>10	4470.0	9.0	8925631017411	8,9,2,5,(3,6),10,1,4,7,11	8,(5,10),(2,9),6,3,1,4,7,11	8210569134711		
202050010210	ダ	右	1400	晴	重	15:15	そのだは面白い!第1 		2020-1-2	23	園田	1	(馬齢)		6.0	100.0	1.0	6.0	100.0	1.0	7.0	220	5.0	10.0	140	2.0	5-6	370.0	2.0	6-7	1060.0	5.0	6-7	380	5.0	6-10	170	1.0	7-10	900	14.0	6=>7	1200.0	5.0	6-7-10	1140.0	4.0	6=>7=>10	3430.0	10.0	791126310851412	791126310851412	7,9,6,11,2,10,3,8,1,(4,5,12)	7,6,9,2,11,(3,10),1,8,4,12,5		
202050010211	ダ	右	1700	晴	重	15:50	2020初夢賞A2 		2020-1-2	23	園田	1	(ハンデ)		9.0	200.0	2.0	9.0	110.0	1.0	10.0	580	8.0	1.0	590	9.0	7-7	4050.0	10.0	9-10	4520.0	8.0	9-10	1,430	13.0	1-9	1,580	16.0	1-10	8,760	40.0	9=>10	5000.0	11.0	1-9-10	23510.0	44.0	9=>10=>1	82910.0	145.0	101112197826543	10,11,12,1,9,7,8,2,6,5,(3,4)	9,10,11,12,1,7,8,6,3,(2,5),4	(9,10),1,11,12,7,8,2,5,4,6,3		
