	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
202042011401	ダ	左	1400	晴	良	10:20	2020浦和開幕福始		2020-1-14	12	浦和	1	151万円以上310万円未満		7.0	380.0	3.0	7.0	180	4.0	11.0	550	7.0	2.0	120	1.0	6-8	6770.0	14.0	7-11	7740.0	16.0	7-11	1,500	16.0	2-7	370	5.0	2-11	1,860	18.0	6=>8	6550.0	17.0	7=>11	8110.0	20.0	2-7-11	7390.0	22.0	7=>11=>2	35390.0	98.0	7938114526110.0	7389114256110	7391184216510.0	7112349181065.0	12.3 - 11.3 - 12.8 - 13.6 - 12.8 - 14.3 - 14.5	12.3 - 23.6 - 36.4 - 50.0 - 62.8 - 77.1 - 91.6 (36.4-41.6)
202042011402	ダ	左	1400	晴	良	10:50	3歳二		2020-1-14	12	浦和	1	151万円以上310万円未満		1.0	340.0	2.0	1.0	150	2.0	6.0	200	3.0	4.0	900	8.0	1-6	1350.0	6.0	1-6	760.0	3.0	1-6	470	5.0	1-4	2,250	24.0	4-6	4,090	33.0	1=>6	2050.0	7.0	1=>6	1350.0	5.0	1-4-6	7740.0	28.0	1=>6=>4	41080.0	134.0	86715241093.0	86712541093	86179425310.0	61829473510.0	12.0 - 11.6 - 12.8 - 13.9 - 12.7 - 13.4 - 13.6	12.0 - 23.6 - 36.4 - 50.3 - 63.0 - 76.4 - 90.0 (36.4-39.7)
202042011403	ダ	左	1400	晴	良	11:20	C3八　九		2020-1-14	12	浦和	1			1.0	180.0	1.0	1.0	110	1.0	8.0	200	5.0	4.0	130	2.0	1-6	1300.0	6.0	1-8	1250.0	6.0	1-8	450	6.0	1-4	240	1.0	4-8	590	10.0	1=>6	1420.0	5.0	1=>8	1120.0	3.0	1-4-8	1320.0	4.0	1=>8=>4	6640.0	19.0	182463115710912.0	182435769111012	184523712106911.0	184523107912611.0	13.0 - 12.9 - 13.0 - 13.5 - 12.4 - 14.0 - 13.9	13.0 - 25.9 - 38.9 - 52.4 - 64.8 - 78.8 - 92.7 (38.9-40.3)
202042011404	ダ	左	1400	晴	良	11:50	C3八　九		2020-1-14	12	浦和	1			11.0	430.0	2.0	11.0	150	2.0	4.0	120	1.0	6.0	260	6.0	4-8	380.0	1.0	4-11	380.0	1.0	4-11	260	2.0	6-11	840	8.0	4-6	460	5.0	8=>4	1100.0	5.0	11=>4	780.0	2.0	4-6-11	1400.0	3.0	11=>4=>6	4810.0	8.0	411112710853692.0	411121710835629	411121108735692.0	411121086351792.0	12.7 - 13.0 - 13.2 - 13.1 - 12.5 - 13.2 - 13.7	12.7 - 25.7 - 38.9 - 52.0 - 64.5 - 77.7 - 91.4 (38.9-39.4)
202042011405	ダ	左	1500	晴	良	12:20	特選		2020-1-14	12	浦和	1			3.0	110.0	1.0	3.0	100	1.0	5.0	150	2.0	10.0	160	3.0	3-5	340.0	1.0	3-5	360.0	1.0	3-5	190	1.0	3-10	230	2.0	5-10	660	9.0	3=>5	370.0	2.0	3=>5	400.0	1.0	3-5-10	550.0	1.0	3=>5=>10	1640.0	1.0	1110538497162.0	11,10,3,5,8-4,7,1,9,2,6	1031158746192.0	3105117841692.0	7.0 - 12.0 - 12.3 - 13.7 - 14.0 - 12.2 - 13.4 - 13.9	7.0 - 19.0 - 31.3 - 45.0 - 59.0 - 71.2 - 84.6 - 98.5 (31.3-39.5)
202042011406	ダ	左	1500	晴	良	12:50	若水特別 		2020-1-14	12	浦和	1	310万円以上		3.0	700.0	4.0	3.0	140	3.0	1.0	110	1.0	4.0	250	5.0	1-3	320.0	2.0	1-3	380.0	2.0	1-3	190	2.0	3-4	730	11.0	1-4	290	4.0	3=>1	1460.0	6.0	3=>1	1510.0	6.0	1-3-4	1260.0	5.0	3=>1=>4	9920.0	33.0	12693847105.0	12639487510	12364958710.0	13426591078.0	7.0 - 11.4 - 12.3 - 13.5 - 13.3 - 12.3 - 13.7 - 13.5	7.0 - 18.4 - 30.7 - 44.2 - 57.5 - 69.8 - 83.5 - 97.0 (30.7-39.5)
202042011407	ダ	左	800	晴	良	13:25	特選		2020-1-14	12	浦和	1			2.0	110.0	1.0	2.0	100	1.0	8.0	110	2.0	11.0	130	3.0	2-7	180.0	1.0	2-8	150.0	1.0	2-8	120	1.0	2-11	160	2.0	8-11	280	4.0	2=>7	230.0	1.0	2=>8	210.0	1.0	2-8-11	370.0	1.0	2=>8=>11	640.0	1.0			2118139645107.0	2811139647510.0	11.9 - 10.4 - 12.2 - 12.7	11.9 - 22.3 - 34.5 - 47.2 (34.5-35.3)
202042011408	ダ	左	1400	晴	良	14:00	熊谷うちわ祭賞		2020-1-14	12	浦和	1			3.0	130.0	1.0	3.0	110	1.0	2.0	230	4.0	1.0	340	7.0	2-3	810.0	4.0	2-3	690.0	4.0	2-3	400	4.0	1-3	430	5.0	1-2	1,850	22.0	3=>2	980.0	4.0	3=>2	880.0	4.0	1-2-3	2060.0	11.0	3=>2=>1	5480.0	22.0	243617511812910.0	234167581191210	236174511891012.0	231675481110912.0	12.5 - 12.1 - 12.4 - 13.0 - 12.4 - 13.3 - 13.9	12.5 - 24.6 - 37.0 - 50.0 - 62.4 - 75.7 - 89.6 (37.0-39.6)
202042011409	ダ	左	1400	晴	良	14:35	ねばりで勝負!熊谷妻		2020-1-14	12	浦和	1			9.0	190.0	1.0	9.0	120	1.0	8.0	230	6.0	3.0	160	3.0	6-7	490.0	1.0	8-9	1490.0	7.0	8-9	560	8.0	3-9	270	2.0	3-8	720	11.0	7=>6	770.0	1.0	9=>8	2090.0	7.0	3-8-9	2120.0	8.0	9=>8=>3	8900.0	26.0	109128672451311.0	109812627413511	910128326457111.0	910836212745111.0	12.6 - 11.9 - 12.8 - 13.6 - 12.1 - 13.3 - 14.0	12.6 - 24.5 - 37.3 - 50.9 - 63.0 - 76.3 - 90.3 (37.3-39.4)
202042011410	ダ	左	1500	晴	良	15:10	初茜特別 		2020-1-14	12	浦和	1			1.0	390.0	4.0	1.0	140	2.0	8.0	150	4.0	2.0	150	3.0	1-6	790.0	4.0	1-8	700.0	2.0	1-8	220	1.0	1-2	300	5.0	2-8	280	2.0	1=>6	1470.0	7.0	1=>8	1400.0	5.0	1-2-8	1040.0	3.0	1=>8=>2	6140.0	18.0	810534211179126.0	810532417911612	851013241196712.0	815102631149127.0	7.0 - 12.3 - 13.0 - 13.0 - 13.0 - 12.2 - 13.4 - 13.9	7.0 - 19.3 - 32.3 - 45.3 - 58.3 - 70.5 - 83.9 - 97.8 (32.3-39.5)
