	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
202044012001	ダ	右	1200	晴	重	10:40	TCKオープニング賞		2020-1-20	16	大井	1	30万円未満	(別定)	4	160	1	4	120	1	3	130	2	1.0	250	6.0	2-2	330.0	1.0	3-4	350	1	3-4	200	1	1-4	560	6	1-3	660	9	2=>2	460.0	2.0	4=>3	570	1	1-3-4	2020	4	4=>3=>1	5360	7			48631411157122101516913	48361714115121021516139	12.5 - 11.5 - 12.0 - 13.3 - 12.3 - 12.8	12.5 - 24.0 - 36.0 - 49.3 - 61.6 - 74.4 (36.0-38.4)
202044012002	ダ	右	1600	晴	重	11:10	3歳　30万円		2020-1-20	16	大井	1	30万円未満	(別定)	12	120	1	12	110	1	2	230	5	7.0	220	4.0	1-6	470.0	2.0	2-12	660	3	2-12	400	3	7-12	280	2	2-7	1,130	11	6=>1	790.0	3.0	12=>2	980	3	2-7-12	2190	6	12=>2=>7	4840	11	71298526431111315161014	7,12,9,8,5,2,6,3,4,11,1,13,10,15,16-14	7,12,5,2,9,8,3,6-4,11,10,1,13,15-16=14	7,12-5,2,9,3,6,8-11,4,10,1,13,15,16=14	12.8 - 12.5 - 13.1 - 12.7 - 12.6 - 13.3 - 13.7 - 13.8	12.8 - 25.3 - 38.4 - 51.1 - 63.7 - 77.0 - 90.7 - 104.5 (38.4-40.8)
202044012003	ダ	右	1200	晴	重	11:40	3歳新馬		2020-1-20	16	大井	1	(別定)		7	190	1	7	120	1	8	120	2	9.0	190	4.0	7-8	240.0	1.0	7-8	270	1	7-8	150	1	7-9	280	3	8-9	380	5	7=>8	450.0	1.0	7=>8	550	1	7-8-9	690	2	7=>8=>9	1970	2			782639145.0	786231945.0	12.9 - 12.1 - 12.5 - 12.9 - 12.0 - 12.9	12.9 - 25.0 - 37.5 - 50.4 - 62.4 - 75.3 (37.5-37.8)
202044012004	ダ	右	1600	晴	重	12:10	C3十　11		2020-1-20	16	大井	1	(別定)		2	410	2	2	150	2	8	150	1	6.0	170	4.0	2-5	1130.0	5.0	2-8	1170	6	2-8	450	6	2-6	360	2	6-8	320	1	2=>5	2130.0	10.0	2=>8	2030	7	2-6-8	1230	2	2=>8=>6	6470	9	515621441183912110713	515261443118912110713	5,15,6,14,2,4,11,3,8,12,9,1-10-13-7	5,(15,6),2,11,14,4,3,8,12,1,9,10-13=7	13.3 - 12.8 - 13.4 - 13.0 - 13.1 - 13.7 - 14.0 - 13.2	13.3 - 26.1 - 39.5 - 52.5 - 65.6 - 79.3 - 93.3 - 106.5 (39.5-40.9)
202044012005	ダ	右	1200	晴	重	12:40	C3十　11		2020-1-20	16	大井	1	(別定)		12	140	1	12	110	1	14	150	2	8.0	300	7.0	6-7	290.0	1.0	12-14	320	1	12-14	200	1	8-12	590	5	8-14	750	10	6=>7	420.0	1.0	12=>14	410	1	8-12-14	1450	3	12=>14=>8	3100	3			48141215671111359231016	48141276151111359231016	12.6 - 11.4 - 12.4 - 13.4 - 12.8 - 13.0	12.6 - 24.0 - 36.4 - 49.8 - 62.6 - 75.6 (36.4-39.2)
202044012006	ダ	右	1600	晴	重	13:15	C3八　九		2020-1-20	16	大井	1	(別定)		2	510	3	2	140	1	6	250	4	13.0	690	8.0	1-3	920.0	2.0	2-6	1950	6	2-6	560	5	2-13	1,890	19	6-13	3,210	33	1=>3	1640.0	5.0	2=>6	4490	13	2-6-13	14480	39	2=>6=>13	60410	158	5,2,14,13,16,7,15,(9,12),1,10,8,6,3,4-11	2,5,14,13,16,9,7,15,1,12,8,6,10,3,4-11	21413915716610181235411	21413915716161281035411	12.9 - 11.9 - 13.2 - 13.2 - 13.3 - 14.1 - 14.4 - 14.2	12.9 - 24.8 - 38.0 - 51.2 - 64.5 - 78.6 - 93.0 - 107.2 (38.0-42.7)
202044012007	ダ	右	1200	晴	重	13:50	C3八　九		2020-1-20	16	大井	1	(別定)		13	160	1	13	120	1	2	200	5	12.0	160	2.0	1-7	800.0	2.0	2-13	830	3	2-13	380	3	12-13	280	1	2-12	760	8	7=>1	1210.0	3.0	13=>2	1050	2	2-12-13	1770	2	13=>2=>12	5480	4			21213475101614618911315	2121347518101114153	12.7 - 11.5 - 12.5 - 13.1 - 12.5 - 13.1	12.7 - 24.2 - 36.7 - 49.8 - 62.3 - 75.4 (36.7-38.7)
202044012008	ダ	右	1600	晴	重	14:25	C211　12		2020-1-20	16	大井	1	(別定)		2	790	4	2	190	4	8	250	5	5.0	170	2.0	1-4	1660.0	9.0	2-8	2020	10	2-8	780	10	2-5	490	4	5-8	600	9	1=>4	4730.0	21.0	2=>8	3960	18	2-5-8	2930	10	2=>8=>5	22500	72	8,13,6,1,2,12,9,3,7,14,4,5,16,(11,15)	813611229374145161115	8,13,6,2,12,1,3,9,5,14,4,7,16,11-15	8,(13,6),2,12,3,1,9,5,4,14,16,11,7-15	12.7 - 12.6 - 13.5 - 12.6 - 12.3 - 13.0 - 13.6 - 14.6	12.7 - 25.3 - 38.8 - 51.4 - 63.7 - 76.7 - 90.3 - 104.9 (38.8-41.2)
202044012009	ダ	右	1200	晴	重	15:00	C211　12		2020-1-20	16	大井	1	(別定)		4	180	1	4	110	1	12	290	7	9.0	140	2.0	3-7	1760.0	7.0	4-12	1580	6	4-12	500	6	4-9	260	1	9-12	1,100	14	3=>7	2120.0	8.0	4=>12	2350	9	4-9-12	2250	8	4=>12=>9	9150	27			411175691021314151283	411715961021512131483	12.5 - 11.4 - 12.2 - 12.7 - 12.2 - 13.8	12.5 - 23.9 - 36.1 - 48.8 - 61.0 - 74.8 (36.1-38.7)
202044012010	ダ	右	1800	晴	重	15:35	迎春特別競走 		2020-1-20	16	大井	1	(別定)		3	290	2	3	130	2	6	120	1	2.0	150	4.0	3-4	470.0	1.0	3-6	470	1	3-6	230	1	2-3	400	5	2-6	260	3	3=>4	970.0	1.0	3=>6	880	1	2-3-6	680	1	3=>6=>2	2600	1	8,12,11,(1,3),2,6,14,7,4,9,10,13,5	8121311261447131095	8,12,3,(1,6),11,2,14,7,13,10,4,9,5	8123162141110137945	13.0 - 12.6 - 13.7 - 12.9 - 12.9 - 13.1 - 13.4 - 12.9 - 13.5	13.0 - 25.6 - 39.3 - 52.2 - 65.1 - 78.2 - 91.6 - 104.5 - 118.0 (39.3-39.8)
202044012011	ダ	右	2000	晴	重	16:10	ウェルカム2020賞 		2020-1-20	16	大井	1	(別定)		14	510	2	14	180	2	10	1,030	10	4.0	300	5.0	6-8	2360.0	8.0	10-14	21020	30	10-14	4,850	30	4-14	950	9	4-10	7,500	43	8=>6	3470.0	12.0	14=>10	29220	53	4-10-14	55720	99	14=>10=>4	396710	552	2121110713491145386	2,(11,12),10,7,1,4,13,9,14,5,6,3,8	(1,11),12,10,4,7,(9,5),6,14,13,8,3,2	1,11,(10,12),7,4,9,14,5,6-13,8,3	12.5 - 11.7 - 12.8 - 13.6 - 12.8 - 12.5 - 13.2 - 13.9 - 13.2 - 13.3	12.5 - 24.2 - 37.0 - 50.6 - 63.4 - 75.9 - 89.1 - 103.0 - 116.2 - 129.5 (37.0-40.4)
202044012012	ダ	右	1600	晴	重	16:50	ハッピーニューイヤー 		2020-1-20	16	大井	1	(別定)		1	250	1	1	130	1	12	160	2	6.0	280	6.0	1-8	630.0	2.0	1-12	710	2	1-12	340	2	1-6	990	10	6-12	1,230	14	1=>8	1150.0	3.0	1=>12	1210	2	1-6-12	3630	10	1=>12=>6	12980	27	41216892710513311	41261892107135311	12416891025137311	12146891025133117	12.2 - 12.1 - 13.4 - 12.9 - 12.6 - 12.6 - 12.9 - 13.5	12.2 - 24.3 - 37.7 - 50.6 - 63.2 - 75.8 - 88.7 - 102.2 (37.7-39.0)
202044012101	ダ	右	1200	晴	重	10:40	3歳　75万円		2020-1-21	16	大井	2	30万円以上73万円未満	(別定)	5	300	2	5	140	2	11	360	6	9.0	140	1.0	3-6	1150.0	5.0	5-11	4110	12	5-11	1,160	14	5-9	250	1	9-11	580	6	3=>6	1760.0	8.0	5=>11	7240	22	5-9-11	2940	6	5=>11=>9	24800	58			11131491551121668724103	11,13,14,9,5,15,1,12,8,6,16,(2,7),4,10,3	12.9 - 11.5 - 12.5 - 13.1 - 12.9 - 13.5	12.9 - 24.4 - 36.9 - 50.0 - 62.9 - 76.4 (36.9-39.5)
202044012102	ダ	右	1600	晴	重	11:10	3歳　75万円		2020-1-21	16	大井	2	30万円以上73万円未満	(別定)	8	2680	9	8	750	10	12	260	5	7.0	180	1.0	4-6	1160.0	4.0	8-12	8060	31	8-12	1,940	29	7-8	1,600	23	7-12	1,010	11	4=>6	2410.0	10.0	8=>12	18560	63	7-8-12	13410	47	8=>12=>7	127580	448	5,3,12,13,14,10,1,8,4,11,2,9,6,15-7,16	3,5,12,13,14,1,10,8,4,11,2,9,6,15,7-16	5,12,(3,13,14),10,1,8,11,6,9,4,7,2,15-16	(5,12),14,13,10,11,1,8,6,3,9,7,2,4,15,16	12.8 - 11.8 - 12.7 - 13.3 - 13.6 - 14.6 - 15.1 - 14.1	12.8 - 24.6 - 37.3 - 50.6 - 64.2 - 78.8 - 93.9 - 108.0 (37.3-43.8)
202044012103	ダ	右	1600	晴	重	11:40	C3六　七		2020-1-21	16	大井	2	(別定)		2	130	1	2	100	1	10	160	2	5.0	240	5.0	1-5	430.0	1.0	2-10	490	1	2-10	250	1	2-5	320	3	5-10	850	8	1=>5	530.0	1.0	2=>10	610	1	2-5-10	1460	2	2=>10=>5	3280	2	21656481131510113714912	2,16,(5,6),8,4,13,1,15,11,10,7,3,14,12,9	21651064815131171314129	21610564813111571314129	12.9 - 12.8 - 13.9 - 13.1 - 12.6 - 13.4 - 13.6 - 13.6	12.9 - 25.7 - 39.6 - 52.7 - 65.3 - 78.7 - 92.3 - 105.9 (39.6-40.6)
202044012104	ダ	右	1200	晴	重	12:10	C3六　七		2020-1-21	16	大井	2	(別定)		10	130	1	10	110	1	9	180	4	12.0	1,290	11.0	5-5	490.0	3.0	9-10	540	3	9-10	300	3	10-12	1,490	14	9-12	9,100	54	5=>5	560.0	2.0	10=>9	620	3	9-10-12	20020	53	10=>9=>12	35480	92			36491051221716111381415	3,6,9,10,4,12,2,1,5,7,(11,16)-13,8,14,15	12.6 - 11.1 - 12.0 - 13.2 - 13.4 - 13.4	12.6 - 23.7 - 35.7 - 48.9 - 62.3 - 75.7 (35.7-40.0)
202044012105	ダ	右	1600	晴	重	12:40	C2九　十		2020-1-21	16	大井	2	(別定)		5	280	2	5	120	2	8	120	1	3.0	150	3.0	4-5	480.0	1.0	5-8	480	1	5-8	210	1	3-5	300	3	3-8	290	2	4=>5	940.0	2.0	5=>8	910	2	3-5-8	650	1	5=>8=>3	2980	2	5891041213371114261	5894101231371114216	5894101231371114216	5894103127131121416	12.8 - 12.6 - 13.6 - 12.9 - 12.9 - 13.2 - 13.1 - 13.4	12.8 - 25.4 - 39.0 - 51.9 - 64.8 - 78.0 - 91.1 - 104.5 (39.0-39.7)
202044012106	ダ	右	1200	晴	重	13:15	C2九　十		2020-1-21	16	大井	2	(別定)		5	610	3	5	180	3	10	190	4	8.0	140	2.0	3-5	2790.0	12.0	5-10	3120	9	5-10	790	9	5-8	380	4	8-10	470	5	3=>5	5710.0	21.0	5=>10	6440	16	5-8-10	2030	4	5=>10=>8	24050	65			591421341218161510763	5,14,9,(2,13),4,12,8,1,16,15,10,(7,6),3	12.5 - 11.5 - 12.3 - 13.2 - 12.5 - 13.3	12.5 - 24.0 - 36.3 - 49.5 - 62.0 - 75.3 (36.3-39.0)
202044012107	ダ	右	1600	晴	重	13:50	C1七　八		2020-1-21	16	大井	2	(別定)		5	180	1	5	120	1	7	150	2	2.0	180	4.0	3-4	530.0	2.0	5-7	560	1	5-7	240	1	2-5	320	3	2-7	430	5	3=>4	800.0	2.0	5=>7	920	2	2-5-7	1200	1	5=>7=>2	3590	1	910111458152712163134	9,10,11,5,14,8,15,2,7,(1,12),3,6,13,4	9,11,10,14,5,15,7,2,8,(1,12),3,13,6,4	911107515142812131364	12.8 - 12.7 - 13.4 - 13.1 - 12.7 - 13.5 - 13.4 - 13.3	12.8 - 25.5 - 38.9 - 52.0 - 64.7 - 78.2 - 91.6 - 104.9 (38.9-40.2)
202044012108	ダ	右	1200	晴	重	14:25	C1七　八		2020-1-21	16	大井	2	(別定)		15	230	1	15	130	1	8	460	7	9.0	190	4.0	4-8	2950.0	10.0	8-15	4660	14	8-15	1,780	16	9-15	500	6	8-9	1,930	18	8=>4	4650.0	19.0	15=>8	6250	20	8-9-15	6840	22	15=>8=>9	31510	92			38296111151410161357124	3,8,2,9,1,(6,11),15,10,14,5,13,16,7,12,4	12.3 - 11.1 - 11.9 - 12.8 - 13.0 - 13.7	12.3 - 23.4 - 35.3 - 48.1 - 61.1 - 74.8 (35.3-39.5)
202044012109	ダ	右	1400	晴	重	15:00	ファーストドリーム賞 		2020-1-21	16	大井	2	(別定)		6	3320	6	6	940	6	8	160	2							6-8	1980	8	6-8	600	8	1-6	1,650	17	1-8	270	3				6=>8	6380	21	1-6-8	3800	14	6=>8=>1	34710	97		4826153	(4,8),2,6,3,1,5	4826135	13.6 - 11.7 - 11.6 - 12.1 - 13.0 - 12.9 - 13.4	13.6 - 25.3 - 36.9 - 49.0 - 62.0 - 74.9 - 88.3 (36.9-39.3)
202044012110	ダ	右	1400	晴	重	15:35	ローズマリー賞		2020-1-21	16	大井	2	(別定)		2	630	3	2	220	3	8	230	4	3.0	360	7.0	2-5	2330.0	14.0	2-8	2200	13	2-8	720	7	2-3	980	16	3-8	1,270	22	2=>5	3840.0	24.0	2=>8	5650	32	2-3-8	7540	34	2=>8=>3	46940	184		11,(1,3,8),10,9,5,2,12,13,7,14,6,4	11,3,8,10,1,12,9,2,14,5,13,6,7-4	11,3,1,8,2,9,10,12,14,5,6,13,7=4	13.3 - 11.8 - 11.8 - 12.2 - 13.1 - 13.0 - 13.6	13.3 - 25.1 - 36.9 - 49.1 - 62.2 - 75.2 - 88.8 (36.9-39.7)
202044012111	ダ	右	1600	晴	重	16:10	’20桃花賞競走 		2020-1-21	16	大井	2	牝(別定)		1	300	2	1	160	2	13	150	1	9.0	340	7.0	1-7	620.0	2.0	1-13	690	1	1-13	310	1	1-9	1,020	13	9-13	750	7	1=>7	1570.0	5.0	1=>13	1590	4	1-9-13	3170	5	1=>13=>9	13390	21	113836971015111241425	1138369710111241452	1,13,8,9,6,3,7,10,11,(4,12),14,5,2	1,13-(3,9),8,6,7,10,11,12,4,5,14,2	12.5 - 12.3 - 13.3 - 12.7 - 12.3 - 12.8 - 13.2 - 14.0	12.5 - 24.8 - 38.1 - 50.8 - 63.1 - 75.9 - 89.1 - 103.1 (38.1-40.0)
202044012112	ダ	右	1600	晴	重	16:50	クロッカス賞		2020-1-21	16	大井	2	(別定)		4	610	3	4	150	3	1	130	1	9.0	190	5.0	1-4	630.0	3.0	1-4	630	2	1-4	240	1	4-9	620	10	1-9	330	4	4=>1	1390.0	5.0	4=>1	1530	4	1-4-9	1450	5	4=>1=>9	8180	24	1794810116352	1794118310652	1948311756210	1948351167210	12.7 - 11.9 - 13.1 - 12.7 - 12.4 - 13.1 - 13.2 - 13.5	12.7 - 24.6 - 37.7 - 50.4 - 62.8 - 75.9 - 89.1 - 102.6 (37.7-39.8)
202044012201	ダ	右	1200	曇	重	10:40	3歳　120万		2020-1-22	16	大井	3	73万円以上117万円未満	(別定)	10	2200	11	10	770	12	12	270	3	1.0	350	7.0	5-6	3430.0	15.0	10-12	9340	47	10-12	3,950	54	1-10	4,090	56	1-12	1,510	20	5=>6	8250.0	37.0	10=>12	25850	115	1-10-12	35380	165	10=>12=>1	250540	1012			11213210574159161114683	11213210547119151681463	12.7 - 11.1 - 12.2 - 13.3 - 12.7 - 13.5	12.7 - 23.8 - 36.0 - 49.3 - 62.0 - 75.5 (36.0-39.5)
202044012202	ダ	右	1600	曇	重	11:10	3歳　120万		2020-1-22	16	大井	3	73万円以上117万円未満	(別定)	11	290	1	11	110	1	8	200	5	3.0	140	2.0	6-7	730.0	2.0	8-11	1820	8	8-11	510	7	3-11	270	1	3-8	550	9	7=>6	1220.0	1.0	11=>8	2920	13	3-8-11	1710	5	11=>8=>3	10670	25	59117138342121106	5,9,11,3,13,7,8,2,4,12,6,(1,10)	91113584321271061	11981353421012761	12.8 - 12.1 - 13.4 - 13.1 - 12.9 - 13.7 - 13.6 - 13.3	12.8 - 24.9 - 38.3 - 51.4 - 64.3 - 78.0 - 91.6 - 104.9 (38.3-40.6)
202044012203	ダ	右	1600	曇	重	11:40	C3四　五		2020-1-22	16	大井	3	(別定)		5	490	2	5	170	2	12	210	5	15.0	200	4.0	3-6	1180.0	6.0	5-12	1390	7	5-12	510	7	5-15	740	9	12-15	730	8	3=>6	2510.0	13.0	5=>12	2750	10	5-12-15	3490	10	5=>12=>15	17610	57	6,7,11,1,13,5,15,12,(2,4,14),9,3,10,8,16	67111131514512249310816	6,7,11,15,1,13,(5,12),9,2,3,4,14,8,10,16	61171511312523984101416	13.0 - 12.9 - 13.5 - 12.7 - 12.8 - 13.5 - 13.8 - 13.3	13.0 - 25.9 - 39.4 - 52.1 - 64.9 - 78.4 - 92.2 - 105.5 (39.4-40.6)
