	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
202103010101	障		2750	曇	良	10:10	障害3歳以上未勝利		2021-7-3	1	福島	1	障害3歳以上未勝利	(混)(定量)	9	860	5	9	200	3	4	260	6	2	180	2	3-6	650.0	3.0	4-9	3420	15	4-9	910	12	2-9	570	6	2-4	740	10	9=>4	7370	31	2-4-9	4170	15	9=>4=>2	36010	116	9-3-2,4,11-7-(10,6)-8-1-5-14-12=13	9-3,4,2,11,7-(10,6)-8-(1,5)=14=12=13	9,4-(2,6)-7-(3,10)-11-5-8-1=14=12=13	(*9,4)-(2,6)=7,3(11,5)-10-8-1=14=12-13	12.2 - 10.8 - 11.9 - 11.9 - 11.7 - 11.3 - 12.2	12.2 - 23.0 - 34.9 - 46.8 - 58.5 - 69.8 - 82.0 (34.9-35.2)
202103010102	ダ	右	1700	曇	稍重	10:45	3歳未勝利		2021-7-3	1	福島	1	3歳未勝利	牝(馬齢)	14	1520	6	14	340	6	7	210	4	8	160	1	5-8	550.0	2.0	7-14	6170	21	7-14	1,540	21	8-14	960	13	7-8	640	5	14=>7	14110	45	7-8-14	8600	32	14=>7=>8	70410	238	4(10,11)(5,8,13)12-3,6(7,14)(2,9)1	4(10,11)(5,8)13,12,3,6(7,14)(2,9)-1	(*4,11)(10,8)(5,12,13)(6,14,9)(3,7)2,1	(*4,11)8(13,14)(12,7,9)(10,6)1(5,3)2	12.2 - 10.8 - 11.9 - 11.9 - 11.7 - 11.3 - 12.2	12.2 - 23.0 - 34.9 - 46.8 - 58.5 - 69.8 - 82.0 (34.9-35.2)
202103010103	ダ	右	1700	曇	稍重	11:15	3歳未勝利		2021-7-3	1	福島	1	3歳未勝利	(混)(馬齢)	3	370	2	3	160	2	11	470	8	10	320	5	2-6	1020.0	5.0	3-11	3400	13	3-11	1,070	13	3-10	800	8	10-11	2,090	22	3=>11	5110	19	3-10-11	10250	33	3=>11=>10	41870	143	(*10,11,8)(13,15)(5,3)(6,9)12(1,7)2,14,4	(*10,11)(5,13,8)(3,15)(6,9)-12,1,7-2-(4,14)	(*10,11)(8,3)(15,12)(5,13)(6,7)1,9,2-4=14	(*10,11)-3(5,8,12)(13,15)6,7,1-2(4,9)=14	12.2 - 10.8 - 11.9 - 11.9 - 11.7 - 11.3 - 12.2	12.2 - 23.0 - 34.9 - 46.8 - 58.5 - 69.8 - 82.0 (34.9-35.2)
202103010104	障		2750	曇	良	11:45	障害3歳以上オープン		2021-7-3	1	福島	1	障害3歳以上オープン	(混)(別定)	8	200	1	8	110	1	7	180	4	5	150	2	6-6	700.0	3.0	7-8	790	2	7-8	310	2	5-8	250	1	5-7	630	6	8=>7	1070	2	5-7-8	1210	1	8=>7=>5	4110	3	10-5-11,2-8-4-1,12,6,7(3,9)	10-5(11,2)8-4-(12,1)(7,6)(3,9)	(*10,5,8)-11,2,7,4-(3,12)-1(6,9)	(5,*8)-10-(11,7)-(2,4)-12-(3,6)-(1,9)	12.2 - 10.8 - 11.9 - 11.9 - 11.7 - 11.3 - 12.2	12.2 - 23.0 - 34.9 - 46.8 - 58.5 - 69.8 - 82.0 (34.9-35.2)
202103010105	芝	右	1200	曇	良	12:35	2歳新馬		2021-7-3	1	福島	1	2歳新馬	(馬齢)	2	200	1	2	120	1	1	360	7	4	280	4	1-2	1690.0	6.0	1-2	1750	5	1-2	720	7	2-4	560	5	1-4	2,400	26	2=>1	2220	8	1-2-4	6040	21	2=>1=>4	21370	66			(*2,8)10(3,1,12)-5-(4,6)-7,9-11=13	(*2,8)(3,10)1,12(4,5)-6,9,7-11=13	12.2 - 10.8 - 11.9 - 11.9 - 11.7 - 11.3 - 12.2	12.2 - 23.0 - 34.9 - 46.8 - 58.5 - 69.8 - 82.0 (34.9-35.2)
202103010106	ダ	右	1150	曇	稍重	13:05	2歳新馬		2021-7-3	1	福島	1	2歳新馬	(混)(馬齢)	12	1580	6	12	270	6	5	120	1	6	180	3	3-7	540.0	2.0	5-12	1290	5	5-12	500	5	6-12	1,180	14	5-6	330	1	12=>5	3770	11	5-6-12	2480	7	12=>5=>6	20790	59			12,6(5,13)-9-14-(7,15)(8,4)-10,2-(1,3)=11	12,6(5,13)-9,14-(15,4)7=(8,10)-(1,3)2=11	12.2 - 10.8 - 11.9 - 11.9 - 11.7 - 11.3 - 12.2	12.2 - 23.0 - 34.9 - 46.8 - 58.5 - 69.8 - 82.0 (34.9-35.2)
202103010101	障		2750	曇	良	10:10	障害3歳以上未勝利		2021-7-3	1	福島	1	障害3歳以上未勝利	(混)(定量)	9	860	5	9	200	3	4	260	6	2	180	2	3-6	650.0	3.0	4-9	3420	15	4-9	910	12	2-9	570	6	2-4	740	10	9=>4	7370	31	2-4-9	4170	15	9=>4=>2	36010	116	9-3-2,4,11-7-(10,6)-8-1-5-14-12=13	9-3,4,2,11,7-(10,6)-8-(1,5)=14=12=13	9,4-(2,6)-7-(3,10)-11-5-8-1=14=12=13	(*9,4)-(2,6)=7,3(11,5)-10-8-1=14=12-13	12.2 - 10.8 - 11.9 - 11.9 - 11.7 - 11.3 - 12.2	12.2 - 23.0 - 34.9 - 46.8 - 58.5 - 69.8 - 82.0 (34.9-35.2)
202103010102	ダ	右	1700	曇	稍重	10:45	3歳未勝利		2021-7-3	1	福島	1	3歳未勝利	牝(馬齢)	14	1520	6	14	340	6	7	210	4	8	160	1	5-8	550.0	2.0	7-14	6170	21	7-14	1,540	21	8-14	960	13	7-8	640	5	14=>7	14110	45	7-8-14	8600	32	14=>7=>8	70410	238	4(10,11)(5,8,13)12-3,6(7,14)(2,9)1	4(10,11)(5,8)13,12,3,6(7,14)(2,9)-1	(*4,11)(10,8)(5,12,13)(6,14,9)(3,7)2,1	(*4,11)8(13,14)(12,7,9)(10,6)1(5,3)2	12.2 - 10.8 - 11.9 - 11.9 - 11.7 - 11.3 - 12.2	12.2 - 23.0 - 34.9 - 46.8 - 58.5 - 69.8 - 82.0 (34.9-35.2)
202103010103	ダ	右	1700	曇	稍重	11:15	3歳未勝利		2021-7-3	1	福島	1	3歳未勝利	(混)(馬齢)	3	370	2	3	160	2	11	470	8	10	320	5	2-6	1020.0	5.0	3-11	3400	13	3-11	1,070	13	3-10	800	8	10-11	2,090	22	3=>11	5110	19	3-10-11	10250	33	3=>11=>10	41870	143	(*10,11,8)(13,15)(5,3)(6,9)12(1,7)2,14,4	(*10,11)(5,13,8)(3,15)(6,9)-12,1,7-2-(4,14)	(*10,11)(8,3)(15,12)(5,13)(6,7)1,9,2-4=14	(*10,11)-3(5,8,12)(13,15)6,7,1-2(4,9)=14	12.2 - 10.8 - 11.9 - 11.9 - 11.7 - 11.3 - 12.2	12.2 - 23.0 - 34.9 - 46.8 - 58.5 - 69.8 - 82.0 (34.9-35.2)
202103010104	障		2750	曇	良	11:45	障害3歳以上オープン		2021-7-3	1	福島	1	障害3歳以上オープン	(混)(別定)	8	200	1	8	110	1	7	180	4	5	150	2	6-6	700.0	3.0	7-8	790	2	7-8	310	2	5-8	250	1	5-7	630	6	8=>7	1070	2	5-7-8	1210	1	8=>7=>5	4110	3	10-5-11,2-8-4-1,12,6,7(3,9)	10-5(11,2)8-4-(12,1)(7,6)(3,9)	(*10,5,8)-11,2,7,4-(3,12)-1(6,9)	(5,*8)-10-(11,7)-(2,4)-12-(3,6)-(1,9)	12.2 - 10.8 - 11.9 - 11.9 - 11.7 - 11.3 - 12.2	12.2 - 23.0 - 34.9 - 46.8 - 58.5 - 69.8 - 82.0 (34.9-35.2)
202103010105	芝	右	1200	曇	良	12:35	2歳新馬		2021-7-3	1	福島	1	2歳新馬	(馬齢)	2	200	1	2	120	1	1	360	7	4	280	4	1-2	1690.0	6.0	1-2	1750	5	1-2	720	7	2-4	560	5	1-4	2,400	26	2=>1	2220	8	1-2-4	6040	21	2=>1=>4	21370	66			(*2,8)10(3,1,12)-5-(4,6)-7,9-11=13	(*2,8)(3,10)1,12(4,5)-6,9,7-11=13	12.2 - 10.8 - 11.9 - 11.9 - 11.7 - 11.3 - 12.2	12.2 - 23.0 - 34.9 - 46.8 - 58.5 - 69.8 - 82.0 (34.9-35.2)
202103010106	ダ	右	1150	曇	稍重	13:05	2歳新馬		2021-7-3	1	福島	1	2歳新馬	(混)(馬齢)	12	1580	6	12	270	6	5	120	1	6	180	3	3-7	540.0	2.0	5-12	1290	5	5-12	500	5	6-12	1,180	14	5-6	330	1	12=>5	3770	11	5-6-12	2480	7	12=>5=>6	20790	59			12,6(5,13)-9-14-(7,15)(8,4)-10,2-(1,3)=11	12,6(5,13)-9,14-(15,4)7=(8,10)-(1,3)2=11	12.2 - 10.8 - 11.9 - 11.9 - 11.7 - 11.3 - 12.2	12.2 - 23.0 - 34.9 - 46.8 - 58.5 - 69.8 - 82.0 (34.9-35.2)
202103010101	障		2750	曇	良	10:10	障害3歳以上未勝利		2021-7-3	1	福島	1	障害3歳以上未勝利	(混)(定量)	9	860	5	9	200	3	4	260	6	2	180	2	3-6	650.0	3.0	4-9	3420	15	4-9	910	12	2-9	570	6	2-4	740	10	9=>4	7370	31	2-4-9	4170	15	9=>4=>2	36010	116	9-3-2,4,11-7-(10,6)-8-1-5-14-12=13	9-3,4,2,11,7-(10,6)-8-(1,5)=14=12=13	9,4-(2,6)-7-(3,10)-11-5-8-1=14=12=13	(*9,4)-(2,6)=7,3(11,5)-10-8-1=14=12-13	12.2 - 10.8 - 11.9 - 11.9 - 11.7 - 11.3 - 12.2	12.2 - 23.0 - 34.9 - 46.8 - 58.5 - 69.8 - 82.0 (34.9-35.2)
