日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/03/24	曇	4	10	3	3	33.3	6	7	54.0	重	1:35.1	2.9	7-7-9-8	0.0-39.5	41.4	園田	202250032404	C3一	movie.html?race_id=202250032404	05567	大柿一真	ダ	1400	439	3	0.0
2022/03/09	曇	5	10	4	4	8.4	4	3	54.0	良	1:33.9	0.2	7-6-7-5	0.0-40.7	40.3	園田	202250030905	C3一	movie.html?race_id=202250030905	05576	石堂響	ダ	1400	436	-7	12.5
2022/02/23	晴	6	10	7	7	210.3	9	6	54.0	良	1:34.6	0.6	3-3-4-4	0.0-39.7	40.1	姫路	202251022306	C2二	movie.html?race_id=202251022306	05597	鴨宮祥行	ダ	1400	443	3	0.0
2022/02/10	晴	12	12	6	8	194.9	8	8	54.0	良	1:41.0	2.5	5-5-5-7	0.0-40.9	41.6	姫路	202251021012	C2	movie.html?race_id=202251021012	05567	大柿一真	ダ	1500	440	-1	0.0
2022/01/27	曇	5	10	6	6	65.2	8	6	54.0	良	1:34.7	1.2	10-10-8-7	0.0-39.4	40.1	姫路	202251012705	C2二	movie.html?race_id=202251012705	05567	大柿一真	ダ	1400	441	-4	0.0
2022/01/14	曇	6	10	6	6	42.1	8	3	54.0	良	1:34.3	0.4	8-9-2-2	0.0-39.3	39.3	姫路	202251011406	C2二	movie.html?race_id=202251011406	05567	大柿一真	ダ	1400	445	3	15.0
2021/12/31	晴	5	9	5	5	11.1	5	4	54.0	良	1:35.6	0.5	5-5-8-7	0.0-39.8	39.7	園田	202150123105	C2三	movie.html?race_id=202150123105	05567	大柿一真	ダ	1400	442	0	9.0
2021/12/17	曇	6	8	3	3	18.5	6	7	54.0	不	1:34.8	1.5	5-5-3-5	0.0-40.2	41.2	園田	202150121706	C2三	movie.html?race_id=202150121706	05567	大柿一真	ダ	1400	442	-2	0.0
2021/11/30	晴	5	9	8	9	42.6	6	7	54.0	良	1:35.5	1.4	8-6-5-5	0.0-39.6	40.6	園田	202150113005	C2四	movie.html?race_id=202150113005	05567	大柿一真	ダ	1400	444	8	0.0
2021/11/11	曇	4	10	8	10	5.7	3	1	54.0	重	1:36.8	-0.5	1-1-1-1	0.0-40.5	40.5	園田	202150111104	C3三	movie.html?race_id=202150111104	05567	大柿一真	ダ	1400	436	7	50.0
2021/10/29	晴	1	9	3	3	12.2	3	2	54.0	稍	1:35.8	1.5	4-3-4-4	0.0-40.2	41.4	園田	202150102901	C3三	movie.html?race_id=202150102901	05567	大柿一真	ダ	1400	429	-1	20.0
2021/08/25	曇	4	10	1	1	52.9	6	6	54.0	良	1:35.6	1.9	8-8-8-7	0.0-41.3	42.2	園田	202150082504	C3二	movie.html?race_id=202150082504	a024c	中田貴士	ダ	1400	430	0	0.0
2021/08/11	曇	4	10	7	7	82.0	9	7	54.0	稍	1:23.1	1.1	8-8-9-9	0.0-39.4	39.7	園田	202150081104	C3	movie.html?race_id=202150081104	05567	大柿一真	ダ	1230	430	-1	0.0
2021/07/28	曇	4	10	2	2	18.5	7	8	54.0	良	1:35.0	1.1	6-6-7-8	0.0-39.1	39.7	園田	202150072804	C3一	movie.html?race_id=202150072804	05567	大柿一真	ダ	1400	431	-1	0.0
2021/07/16	曇	4	10	2	2	47.8	9	3	54.0	重	1:33.4	0.5	6-5-5-5	0.0-41.0	40.8	園田	202150071604	C3二	movie.html?race_id=202150071604	05567	大柿一真	ダ	1400	432	1	12.5
2021/07/01	雨	3	10	1	1	27.3	10	7	54.0	重	1:35.7	2.6	4-5-6-7	0.0-40.8	42.8	園田	202150070103	C3一	movie.html?race_id=202150070103	05567	大柿一真	ダ	1400	431	-3	0.0
2021/06/16	雨	3	10	3	3	16.5	5	10	54.0	重	1:35.5	2.5	7-7-8-9	0.0-40.9	42.1	園田	202150061603	C3一	movie.html?race_id=202150061603	05567	大柿一真	ダ	1400	434	-3	0.0
2021/06/03	曇	3	10	6	6	29.5	7	2	54.0	良	1:34.0	0.1	9-9-10-9	0.0-39.9	39.2	園田	202150060303	C3二	movie.html?race_id=202150060303	05567	大柿一真	ダ	1400	437	-1	20.0
2021/05/20	雨	4	10	6	6	7.3	5	8	54.0	重	1:36.7	3.0	3-3-4-4	0.0-39.9	42.6	園田	202150052004	C3二	movie.html?race_id=202150052004	05567	大柿一真	ダ	1400	438	1	0.0
2021/05/06	晴	5	10	4	4	38.4	8	5	54.0	重	1:34.8	0.5	7-8-8-7	0.0-40.8	40.4	園田	202150050605	C2二	movie.html?race_id=202150050605	05567	大柿一真	ダ	1400	437	1	6.0
2021/04/27	晴	5	10	1	1	33.7	5	4	54.0	良	1:34.0	0.5	6-6-5-5	0.0-41.3	41.0	園田	202150042705	C2二	movie.html?race_id=202150042705	05567	大柿一真	ダ	1400	436	0	9.0
2021/03/30	曇	12	12	8	11	275.7	12	11	54.0	稍	1:40.9	2.5	4-4-7-9	0.0-40.7	42.2	姫路	202151033012	C2	movie.html?race_id=202151033012	a0259	高畑皓一	ダ	1500	436	0	0.0
2021/03/16	曇	7	10	2	2	42.9	8	8	54.0	稍	1:34.3	0.6	7-8-10-9	0.0-39.8	39.5	姫路	202151031607	C2二	movie.html?race_id=202151031607	05576	石堂響	ダ	1400	436	-4	0.0
2021/03/04	晴	4	12	4	4	7.7	3	6	54.0	稍	1:36.0	1.2	8-10-9-9	0.0-39.2	39.5	姫路	202151030404	C2二	movie.html?race_id=202151030404	05576	石堂響	ダ	1400	440	0	0.0
2021/02/24	晴	4	12	6	7	36.4	6	4	54.0	良	1:33.3	0.3	4-4-5-4	0.0-40.1	39.5	姫路	202151022404	C2四	movie.html?race_id=202151022404	05576	石堂響	ダ	1400	440	4	5.0
2021/02/03	晴	4	10	1	1	15.0	4	1	54.0	良	1:35.0	-0.4	3-3-4-3	0.0-39.7	39.4	姫路	202151020304	C3一	movie.html?race_id=202151020304	05576	石堂響	ダ	1400	436	0	35.0
2021/01/13	晴	5	10	7	8	23.2	6	6	54.0	良	0:51.0	1.1	8-7	0.0-36.3	36.9	姫路	202151011305	C3	movie.html?race_id=202151011305	05580	長谷部駿	ダ	800	436	3	0.0
