rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	4		プラピルーン	牡3	56.0		佐藤友則	1:29.6		4-3-3	38.7	6.3	2	449	-4		井上孝彦		吉田勝利	27.0
2	8	9		エイシントルーパー	牝3	54.0		水野翔	1:29.6	アタマ	9-9-7	37.6	73.0	7	471	7		花本正三		谷謙介	6.3
3	1	1		ダミアンバローズ	牡3	56.0		向山牧	1:29.6	ハナ	10-5-5	38.5	1.4	1	497	-8		笹野博司		橘勝年	2.7
4	5	5		ラストクリーガー	牡3	56.0		藤原幹生	1:29.7	1/2	3-4-4	38.8	8.3	4	464	0		田口輝彦		吉田勝利	1.9
5	7	7		カシマエンペラー	牡3	56.0		池田敏樹	1:29.8	3/4	1-1-1	39.3	7.0	3	478	-12		後藤正義		鹿島敏裕	1.4
6	8	10		シルフィーナ	牝3	54.0		大原浩司	1:30.7	4.0	2-2-2	40.0	75.8	8	415	-2		花本正三		谷謙介	
7	3	3		アイカリトマナカ	牝3	54.0		松本剛志	1:31.1	2.0	5-6-6	39.4	49.6	6	456	-2		加藤幸保		村田能光	
8	2	2		グースクリーク	牡3	56.0		筒井勇介	1:32.3	6.0	6-8-10	40.5	310.1	9	423	-3		法理勝弘		三岡有香	
9	6	6		ガウナ	牝3	54.0		渡辺竜也	1:32.5	1.0	7-7-8	40.8	10.4	5	491	3		後藤佑耶		川崎賢二	
10	7	8		トーセンパヒューム	牝3	54.0		藤井勘一	1:32.8	1.1/2	8-10-9	40.6	481.2	10	456	-4		栗本陽一		岡本哲也	
