日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/03/15	曇	1	12	5	5	1.6	1	2	56.0	稍	0:48.3	0.4	1-2	35.2-35.9	36.3	浦和	202242031501	浦和800ラウンド	movie.html?race_id=202242031501	05248	加藤和博	ダ	800	526	4	28.0
2022/03/01	晴	5	11	5	6	6.3	3	3	57.0	良	1:40.3	0.5	1-1-1-1	31.7-40.5	41.0	川崎	202245030105	C3七　八九	movie.html?race_id=202245030105	05248	加藤和博	ダ	1500	522	-6	20.0
2022/02/23	晴	1	11	5	6	2.1	1	1	56.0	良	0:48.9	0.0	1-1	36.5-36.2	36.2	浦和	202242022301	浦和800ラウンド	movie.html?race_id=202242022301	05248	加藤和博	ダ	800	528	11	80.0
2022/01/18	晴	1	12	2	2	5.2	3	2	56.0	良	0:49.3	0.1	3-2	36.5-36.5	36.3	浦和	202242011801	浦和800ラウンド	movie.html?race_id=202242011801	05248	加藤和博	ダ	800	517	4	28.0
2022/01/02	晴	5	12	6	7	78.7	8	6	56.0	良	1:34.2	0.9	1-1-1-1	38.9-42.1	43.0	川崎	202245010205	めんこ賞	movie.html?race_id=202245010205	05248	加藤和博	ダ	1400	513	2	0.0
2021/12/22	晴	3	12	5	6	17.0	6	6	56.0	良	1:32.9	1.4	1-1-2-3	38.1-39.8	41.2	浦和	202142122203	C3三	movie.html?race_id=202142122203	05248	加藤和博	ダ	1400	511	20	0.0
2021/11/22	曇	5	11	7	8	6.0	3	4	56.0	重	1:40.3	0.8	4-4-4-4	32.2-40.3	40.8	浦和	202142112205	埼玉県畜産懇話会長賞	movie.html?race_id=202142112205	05248	加藤和博	ダ	1500	491	2	12.0
2021/11/09	雨	3	12	8	11	7.8	4	3	56.0	不	1:33.7	0.6	1-1-1-1	39.0-41.9	42.5	川崎	202145110903	C3四	movie.html?race_id=202145110903	05248	加藤和博	ダ	1400	489	-4	20.0
2021/10/04	晴	1	8	4	4	4.1	2	5	56.0	重	1:15.5	0.9	2-2	36.4-38.2	38.9	大井	202144100401	C3六	movie.html?race_id=202144100401	05380	矢野貴之	ダ	1200	493	0	8.0
2021/05/17	曇	6	15	5	9	34.5	8	12	54.0	良	1:17.1	2.1	3-5	36.5-38.5	40.2	大井	202144051706	C3六　七	movie.html?race_id=202144051706	05599	池谷匠翔	ダ	1200	493	2	0.0
2021/04/26	晴	5	14	8	14	4.9	2	11	56.0	良	1:17.7	2.2	5-6	36.0-39.5	41.3	大井	202144042605	C3八　九	movie.html?race_id=202144042605	05380	矢野貴之	ダ	1200	491	7	0.0
2021/04/13	曇	4	16	2	4	2.6	1	7	56.0	良	1:17.0	1.3	6-6	36.5-39.2	40.0	大井	202144041304	C3七　八	movie.html?race_id=202144041304	05380	矢野貴之	ダ	1200	484	2	0.0
2021/03/22	曇	3	14	5	8	1.8	1	13	56.0	不	1:48.3	4.8	2-2-3-5	37.7-40.7	45.5	大井	202144032203	C3八　九	movie.html?race_id=202144032203	05380	矢野貴之	ダ	1600	482	-6	0.0
2021/03/08	雨	2	12	8	11	2.7	2	4	56.0	稍	1:45.9	0.4	1-1-1-1	39.0-40.7	41.1	大井	202144030802	C3八　九	movie.html?race_id=202144030802	05380	矢野貴之	ダ	1600	488	16	12.0
2020/10/01	曇	6	11	5	5	2.0	1	7	56.0	稍	1:02.9	1.0	2-2	0.0-37.8	38.6	門別	202030100106	ポテンシャル玉木賞	movie.html?race_id=202030100106	05089	宮崎光行	ダ	1000	472	-8	0.0
2020/09/06	晴	3	12	7	10	103.5	12	10	56.0	良	1:01.0	2.2	11-11	34.8-35.5	36.1	札幌	202001020803	3歳未勝利	202001020803	01025	勝浦正樹	ダ	1000	480	4	0.0
2020/08/23	晴	2	12	7	9	90.3	10	5	56.0	良	1:00.3	1.0	5-5	35.8-35.6	36.1	札幌	202001020402	3歳未勝利	202001020402	01025	勝浦正樹	ダ	1000	476	0	51.0
2020/07/26	晴	2	11	8	12	93.9	11	5	56.0	良	1:00.7	2.1	9-9	35.2-35.0	36.1	札幌	202001010202	3歳未勝利	202001010202	01025	勝浦正樹	ダ	1000	476	-6	51.0
2020/06/21	晴	3	16	7	14	194.1	14	10	56.0	稍	1:27.5	1.7	15-13	35.6-38.0	37.9	東京	202005030603	3歳未勝利	202005030603	01162	木幡巧也	ダ	1400	482	0	0.0
2020/05/16	曇	2	15	6	11	163.8	13	6	54.0	良	1:13.8	1.9	4-4	34.6-37.3	38.6	新潟	202004010302	3歳未勝利	202004010302	01179	菅原明良	ダ	1200	482	-2	0.0
2020/04/11	晴	3	16	4	8	190.3	14	9	56.0	良	1:14.8	2.8	7-8	34.4-37.6	39.3	中山	202006030503	3歳未勝利	202006030503	01162	木幡巧也	ダ	1200	484	14	0.0
2020/02/29	曇	2	12	6	8	104.5	11	12	56.0	良	2:07.1	4.3	3-3-2-2	30.6-38.4	42.5	中京	202007010102	3歳未勝利	202007010102	01117	丸田恭介	ダ	1900	470	-10	0.0
2019/12/21	曇	6	15	7	13	242.2	15	12	55.0	良	2:02.5	6.8	6-5-8-12	38.6-38.4	44.2	中山	201906050706	2歳新馬	201906050706	01096	大野拓弥	ダ	1800	480	0	0.0
