日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/06	晴	7	16	8	15	5.5	3	2	57.0	良	1:55.3	0.0	5-4-2-2	37.6-39.6	39.4	中山	202206020407	4歳以上1勝クラス	202206020407	01075	ダ	1800	518	14	310.0
2021/12/12	曇	6	13	5	7	5.3	2	7	57.0	良	2:01.4	1.2	8-8-7-7	30.1-38.1	38.7	中京	202107060406	3歳以上1勝クラス	202107060406	01109	ダ	1900	504	0	0.0
2021/11/20	晴	2	15	2	2	31.9	10	3	57.0	良	1:46.6	0.9	13-13-13-10	30.0-38.1	37.8	福島	202103020502	3歳以上1勝クラス	202103020502	01109	ダ	1700	504	-4	190.0
2020/12/13	曇	9	16	6	12	15.5	6	4	56.0	良	1:55.3	0.5	4-4-7-6	38.3-38.3	38.3	中京	202007030409	3歳以上1勝クラス	202007030409	01109	ダ	1800	508	8	110.0
2020/08/15	曇	4	15	6	10	3.3	1	1	56.0	良	1:55.1	-0.1	3-3-4-3	36.9-40.4	40.1	新潟	202004030104	3歳未勝利	202004030104	00641	ダ	1800	500	0	510.0
2020/07/19	晴	3	15	4	6	4.1	2	4	53.0	稍	1:46.9	0.3	5-5-7-5	29.5-39.0	38.5	福島	202003020603	3歳未勝利	202003020603	01183	ダ	1700	500	-6	77.0
2020/07/04	曇	3	15	2	3	2.1	1	3	56.0	不	1:46.2	0.5	5-5-4-2	30.5-37.8	38.0	福島	202003020103	3歳未勝利	202003020103	01122	ダ	1700	506	2	130.0
2020/05/16	雨	2	16	3	5	3.2	2	3	56.0	良	1:38.8	0.5	8-7	34.6-38.8	38.5	東京	202005020702	3歳未勝利	202005020702	01122	ダ	1600	504	-6	130.0
2020/04/26	晴	2	16	1	1	3.1	2	2	56.0	良	1:38.3	0.1	3-3	35.5-38.1	37.9	東京	202005020202	3歳未勝利	202005020202	01122	ダ	1600	510	2	200.0
2020/04/11	晴	5	18	2	4	6.4	3	5	56.0	良	2:01.5	0.6	3-3-2-2	36.2-35.7	35.8	中山	202006030505	3歳未勝利	202006030505	01122	芝	2000	508	-2	51.0
2020/03/22	晴	3	16	1	2	3.7	1	5	53.0	良	1:56.5	0.3	14-14-13-11	37.9-38.5	37.7	中山	202006020903	3歳未勝利	202006020903	01183	ダ	1800	510	0	51.0
2020/01/13	晴	2	16	3	6	5.5	2	3	56.0	良	1:57.0	1.3	12-12-8-7	37.4-39.5	38.9	中山	202006010502	3歳未勝利	202006010502	00660	ダ	1800	510	8	130.0
2019/12/08	晴	2	16	7	14	4.1	2	2	55.0	稍	1:57.0	0.7	7-7-6-3	37.0-40.5	40.8	中山	201906050402	2歳未勝利	201906050402	00660	ダ	1800	502	0	200.0
2019/11/17	晴	4	16	4	7	3.5	2	3	55.0	良	1:39.7	0.8	10-6	35.5-37.4	37.3	東京	201905050604	2歳未勝利	201905050604	01096	ダ	1600	502	4	130.0
2019/11/02	晴	6	13	3	3	7.5	3	2	55.0	良	1:39.7	0.8	7-6	37.1-36.9	37.1	東京	201905050106	2歳新馬	201905050106	01096	ダ	1600	498	0	280.0
