rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	13		エンダウメント	牡3	56.0		吉田隼人	1:46.3		5-6-3-2	37.8	2.2	1	506	0		角田晃一		ゴドルフィン	500.0
2	4	5		マテラサンオウ	牡3	56.0		池添謙一	1:46.5	1.1/4	9-10-7-4	37.6	6.4	2	450	2		浜田多実		大野照旺	200.0
3	6	9		メイショウオトワ	牝3	54.0		秋山真一	1:46.6	1/2	3-3-2-1	38.2	12.1	6	448	10		飯田祐史		松本好雄	130.0
4	1	1		デンコウミシオン	牝3	54.0		城戸義政	1:47.0	2.1/2	3-3-5-4	38.3	7.0	4	424	-2		荒川義之		田中康弘	75.0
5	2	2		カガストロング	牡3	56.0		荻野極	1:47.5	3.0	7-6-8-8	38.2	13.2	7	466	-4		萱野浩二		香川憲次	50.0
6	8	12		ボルンカズマ	牡3	55.0		横山武史	1:47.5	クビ	11-10-8-8	38.2	38.8	9	496	0		栗田徹		雅苑興業	
7	5	6		テンプテーション	牡3	56.0		柴山雄一	1:47.8	1.3/4	5-3-5-6	39.0	22.4	8	472	4		手塚貴久		嶋田賢	
8	4	4		ペイシャルフェ	牝3	54.0		江田照男	1:47.9	1/2	11-12-12-11	38.4	129.6	13	428	0		蛯名利弘		北所直人	
9	7	11		ブラックテキーラ	牡3	55.0		富田暁	1:48.0	3/4	13-12-12-10	38.5	128.6	12	500	0		田島俊明		黒澤尚	
10	5	7		ララムリ	牝3	53.0		武藤雅	1:48.7	4.0	2-2-3-7	40.2	93.0	10	432	2		和田正一		前田葉子	
11	3	3		ベストオンアース	牝3	54.0		岩田康誠	1:48.8	クビ	1-1-1-2	40.4	10.8	5	478	-2		伊藤大士		那須野牧場	
12	7	10		ミコクイーン	牝3	54.0		黛弘人	1:49.5	4.0	9-8-8-12	40.3	6.9	3	482	4		武井亮		古賀慎一	
13	6	8		ビップセーラ	牝3	54.0		古川吉洋	1:50.3	5.0	7-8-8-13	41.0	103.0	11	482	18		松下武士		鈴木邦英	
