rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		モンストルオーソ	牡5	56.0		笹川翼	1:36.0		2-2-2-1	39.0	1.6	1	477	-1		佐藤裕太		（株）ノルマンディ	250.0
2	4	4		コンセプト	牡4	56.0		本橋孝太	1:36.3	1.1/2	6-4-5-3	38.9	5.7	3	476	-2		小久保智		ブルーエクウス（株	87.5
3	5	5		イデアイホマジョル	セ5	55.0		篠谷葵	1:36.3	ハナ	1-1-1-2	39.7	45.2	7	452	-2		岡田一男		益田修一	50.0
4	6	8		クマサンニデアッタ	牝4	54.0		和田譲治	1:37.0	3.0	3-3-3-4	39.9	49.9	9	449	3		宇野木博		内田玄祥	37.5
5	7	9		チェスナットドレス	牝5	54.0		秋元耕成	1:37.0	クビ	9-9-8-7	38.6	191.1	11	473	6		冨田敏男		冨田藤男	25.0
6	7	10		ナムラタイガー	牡5	56.0		酒井忍	1:37.1	1/2	7-7-6-5	39.1	33.9	6	546	5		柘榴浩樹		米澤淳	
7	5	6		コパノメンデス	牡7	56.0		小杉亮	1:37.4	1.1/2	12-12-9-9	38.5	47.7	8	451	-1		函館一昭		（株）ＩＴＦ	
8	8	11		オーロラテーラー	牝5	54.0		川島正太	1:37.5	3/4	4-5-4-6	40.3	4.7	2	478	-5		稲益貴弘		中西浩一	
9	2	2		キョウエイオジョウ	牝8	54.0		藤本現暉	1:38.1	3.0	11-11-10-11	39.2	27.4	5	490	1		小澤宏次		田中晴夫	
10	8	12		キャプティベート	セ5	56.0		矢野貴之	1:38.2	クビ	5-6-7-10	40.4	9.8	4	445	2		山田信大		（有）社台レースホ	
11	1	1		ケイティーテンリウ	牡9	56.0		岡田大	1:38.2	クビ	8-8-11-8	39.6	210.8	12	481	2		岡田一男		（株）竹之内工務店	
12	6	7		トイトイトイ	牡9	56.0		山口達弥	1:38.2	ハナ	10-10-12-12	39.3	148.8	10	467	-2		林正人		西森功	
