	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
202001010101	芝	右	1800	曇	良	09:55	2歳未勝利		2020-7-25	1	札幌	1	2歳未勝利	[指](馬齢)	6	1600	3	6	490	4	2	130	2	2-6	1410	4	2-6	150	3	3-6	170	4	2-3	110	1	6=>2	3920	9	2-3-6	240	2	6=>2=>3	5180	16	1,3(2,5)6=4	1,3(2,5)6-4	(*1,3)6,2,4,5	1,3(6,2)4=5	12.4 - 11.3 - 12.4 - 12.7 - 12.8 - 12.2 - 12.0 - 11.9 - 12.0	12.4 - 23.7 - 36.1 - 48.8 - 61.6 - 73.8 - 85.8 - 97.7 - 109.7 (36.1-35.9)						
202001010102	ダ	右	1700	曇	良	10:25	3歳未勝利		2020-7-25	1	札幌	1	3歳未勝利	牝[指](馬齢)	4	270	1	4	130	1	14	170	3	4-14	830	2	4-14	300	1	4-13	700	6	13-14	1,030	13	4=>14	1190	2	4-13-14	3030	6	4=>14=>13	10200	12	4,8,14,5(7,6,11)(1,2,3,12)9-10,13	4(8,14)5(7,6,11)(1,2,12)3-9-10,13	4(8,14)5(7,11)10(1,6)3(2,12,13)9	4,14-3,5(8,10,13)-(11,6)(1,12,9)(7,2)	6.7 - 11.0 - 12.2 - 12.6 - 12.3 - 12.4 - 12.8 - 12.9 - 13.3	6.7 - 17.7 - 29.9 - 42.5 - 54.8 - 67.2 - 80.0 - 92.9 - 106.2 (29.9-39.0)	13.0	300.0	5.0	3-8	500.0	2.0
202001010103	芝	右	1500	曇	良	10:55	3歳未勝利		2020-7-25	1	札幌	1	3歳未勝利	(混)[指](馬齢)	2	290	2	2	130	2	6	120	1	2-6	370	1	2-6	200	1	2-12	1,030	14	6-12	800	11	2=>6	770	2	2-6-12	2230	6	2=>6=>12	7670	20		4,6(2,13)10(3,14)8(9,12)(1,11)5=7	4(2,6,13)(3,10,14)8,12(1,9)11,5=7	4(6,13)2(10,14)(3,8)-(1,9,12,11)-5=7	6.8 - 11.3 - 11.9 - 11.6 - 11.6 - 11.5 - 11.7 - 12.1	6.8 - 18.1 - 30.0 - 41.6 - 53.2 - 64.7 - 76.4 - 88.5 (30.0-35.3)	12.0	380.0	8.0	2-4	350.0	1.0
202001010104	ダ	右	1700	曇	良	11:25	3歳未勝利		2020-7-25	1	札幌	1	3歳未勝利	[指](馬齢)	13	4220	10	13	900	11	2	170	1	2-13	8040	28	2-13	2,490	32	10-13	7,940	59	2-10	1,670	17	13=>2	26010	78	2-10-13	51040	126	13=>2=>10	378630	823	13(2,4)(6,7)12(3,8)(11,10)(1,5)(9,14)	13,4(2,6,7)12(3,8,10)(1,11,9)14,5	13,4(2,7,12)(3,6,8,10)1(5,11,9)14	13-(2,4)(7,12)(3,8,10)1(6,5,11)9-14	6.8 - 11.3 - 12.4 - 13.0 - 12.4 - 12.2 - 12.5 - 12.3 - 13.4	6.8 - 18.1 - 30.5 - 43.5 - 55.9 - 68.1 - 80.6 - 92.9 - 106.3 (30.5-38.2)	10.0	640.0	8.0	2-8	7670.0	19.0
202001010105	芝	右	1200	晴	良	12:15	2歳新馬		2020-7-25	1	札幌	1	2歳新馬	(混)[指](馬齢)	2	1590	4	2	410	4	5	170	2	2-5	1400	6	2-5	420	6	1-2	1,690	15	1-5	760	9	2=>5	4410	15	1-2-5	5620	16	2=>5=>1	43760	80			5-2(1,4)3-6	5-2,4,1,3,6	12.5 - 11.3 - 11.8 - 12.0 - 11.7 - 12.0	12.5 - 23.8 - 35.6 - 47.6 - 59.3 - 71.3 (35.6-35.7)						
202001010106	芝	右	2000	晴	良	12:45	3歳未勝利		2020-7-25	1	札幌	1	3歳未勝利	(混)[指](馬齢)	1	460	3	1	170	3	8	340	6	1-8	4800	16	1-8	1,220	13	1-2	290	2	2-8	710	8	1=>8	8330	29	1-2-8	2700	6	1=>8=>2	23280	60	1,7(2,14)3-(9,10)11(5,8)4(6,13)12 15	1,7(2,14)3,9(10,11)(5,8)4(6,13)12 15	1,7(2,14)(3,11)(9,8)(10,4)(5,13)(6,12) 15	1(2,7)(9,3,11)(13,8,4)12,6(5,14,10) 15	12.5 - 11.4 - 11.9 - 12.6 - 12.5 - 12.3 - 12.3 - 11.9 - 11.8 - 12.1	12.5 - 23.9 - 35.8 - 48.4 - 60.9 - 73.2 - 85.5 - 97.4 - 109.2 - 121.3 (35.8-35.8)	2.0	120.0	1.0	1-5	1900.0	8.0
202001010107	ダ	右	1000	晴	良	13:15	3歳以上1勝クラス		2020-7-25	1	札幌	1	3歳以上1勝クラス	(混)[指](定量)	10	280	1	10	140	1	5	290	7	5-10	3560	15	5-10	1,080	15	3-10	350	1	3-5	760	10	10=>5	5430	18	3-5-10	3850	8	10=>5=>3	21750	53			10(6,11,12)8,1,9(3,4)(2,7)5	10,11(6,12)(1,9)8(3,4)2,5-7	12.3 - 11.0 - 11.6 - 11.5 - 11.8	12.3 - 23.3 - 34.9 - 46.4 - 58.2 (34.9-34.9)	3.0	140.0	2.0	5-7	790.0	3.0
202001010108	ダ	右	1700	晴	良	13:50	3歳以上1勝クラス		2020-7-25	1	札幌	1	3歳以上1勝クラス	(特指)(定量)	8	430	2	8	170	3	5	110	1	5-8	620	2	5-8	280	2	6-8	660	11	5-6	330	3	8=>5	1400	6	5-6-8	1580	5	8=>5=>6	7870	25	8(3,6)(2,4)-7,5-1	8(3,6)(2,4)7,5-1	8(3,6)(2,4)7,5-1	8,6,3(2,4)(5,7)1	6.9 - 11.9 - 12.7 - 12.7 - 12.3 - 12.2 - 12.1 - 12.1 - 12.7	6.9 - 18.8 - 31.5 - 44.2 - 56.5 - 68.7 - 80.8 - 92.9 - 105.6 (31.5-36.9)	6.0	170.0	4.0			
202001010109	芝	右	2000	晴	良	14:25	利尻特別 		2020-7-25	1	札幌	1	3歳以上500万下	(特指)(定量)	4	380	2	4	120	2	5	110	1	4-5	350	1	4-5	180	1	3-4	530	8	3-5	410	4	4=>5	900	3	3-4-5	980	2	4=>5=>3	4990	12	6,7(1,8)2,4(3,5)	6,7(1,8)(2,4)(3,5)	(*6,8)(1,7,4)2(3,5)	6(8,7,4)1(2,5)3	12.8 - 11.3 - 12.4 - 12.9 - 12.5 - 12.2 - 11.3 - 11.7 - 11.7 - 11.8	12.8 - 24.1 - 36.5 - 49.4 - 61.9 - 74.1 - 85.4 - 97.1 - 108.8 - 120.6 (36.5-35.2)	3.0	180.0	4.0			
202001010110	ダ	右	1700	晴	良	15:01	大倉山特別 		2020-7-25	1	札幌	1	3歳以上1000万下	(混)(特指)(定量)	3	710	2	3	150	2	8	260	6	3-8	3530	10	3-8	920	11	3-4	230	1	4-8	510	6	3=>8	7550	20	3-4-8	1680	3	3=>8=>4	18520	58	7,11(3,4)(6,9,10)5-8,1-2	7,3,11(5,4,9)(6,10)8,1-2	(7,*3)(11,9)(5,4,8)6,1(2,10)	3(9,8)(4,11)1(6,2)-(7,5)10	6.8 - 10.8 - 11.8 - 12.5 - 12.3 - 12.6 - 12.6 - 12.3 - 13.0	6.8 - 17.6 - 29.4 - 41.9 - 54.2 - 66.8 - 79.4 - 91.7 - 104.7 (29.4-37.9)	4.0	110.0	1.0	3-7	1390.0	7.0
