waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017105477	アイアンバローズ	牡4	56.0	01174	岩田望	01168	上村	504	18
2	2	2017105269	ベレヌス	牡4	56.0	01178	斎藤	01157	杉山晴	508	-4
3	3	2015104287	ステイフーリッシュ	牡6	56.0	01128	川須	01075	矢作	466	2
3	4	2016100915	モズベッロ	牡5	56.0	01032	池添	01142	森田	480	-6
4	5	2014106081	ムイトオブリガード	牡7	56.0	01093	藤岡佑	01121	角田	502	8
4	6	2016102201	ヒュミドール	セ5	56.0	00732	幸	01171	小手川	458	-10
5	7	2014106010	ダンビュライト	セ7	56.0	01154	松若	01002	音無	492	0
5	8	2013105788	マカヒキ	牡8	57.0	01116	藤岡康	01061	友道	506	2
6	9	2017105525	アリストテレス	牡4	57.0	05212	Ｍデムーロ	01002	音無	472	2
6	10	2017103174	ディアマンミノル	牡4	56.0	01160	荻野極	01099	本田	458	-6
7	11	2014101976	キセキ	牡7	57.0	01018	和田竜	01183	辻野	506	-2
7	12	2016101209	オセアグレイト	牡5	57.0	01158	野中	01052	菊川	492	-4
8	13	2016101163	ロードマイウェイ	牡5	56.0	01126	松山	01157	杉山晴	476	2
8	14	2017104936	ヒートオンビート	牡4	56.0	05386	戸崎圭	01061	友道	480	14
