	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200604010101	ダ	左	1200	晴	良	09:55	3歳未勝利		2006-4-29	1	新潟	1	3歳未勝利	(馬齢)	14	970	5	14	340	5	2	150	2	4.0	430	6.0	2-8	1220.0	5.0	2-14	2110	7	2-14	690	7	4-14	1,890	19	2-4	900	8	14=>2	5830	21	2-4-14	9800	29			14,2(4,7)-11(3,12)10(1,15,13)5,9-(6,8)	14,2(4,7)-11-12,3,13(1,15)(5,10)9(6,8)	12.4 - 10.8 - 11.6 - 12.6 - 12.2 - 13.2	12.4 - 23.2 - 34.8 - 47.4 - 59.6 - 72.8 (34.8-38.0)			
200604010102	ダ	左	1800	晴	良	10:25	3歳未勝利		2006-4-29	1	新潟	1	3歳未勝利	(混)(馬齢)	2	250	1	2	130	2	11	190	5	9.0	130	1.0	2-8	1070.0	5.0	2-11	1340	6	2-11	400	7	2-9	190	1	9-11	400	6	2=>11	1990	8	2-9-11	1110	3	(*7,9)(1,11)3,2,10-6-(4,8)5	7,9(1,11)3(2,10)-(4,6)8,5	(*7,9)11(1,2)-3(4,5,8)10,6	(7,*9)(2,11)1-3,5(4,8)6,10	12.8 - 11.8 - 13.6 - 14.4 - 12.9 - 12.8 - 13.0 - 12.3 - 12.6	12.8 - 24.6 - 38.2 - 52.6 - 65.5 - 78.3 - 91.3 - 103.6 - 116.2 (38.2-37.9)			
200604010103	ダ	左	1200	晴	良	10:55	3歳未勝利		2006-4-29	1	新潟	1	3歳未勝利	(馬齢)	12	790	3	12	250	3	14	190	2	3.0	640	7.0	7-8	1600.0	5.0	12-14	1720	6	12-14	580	5	3-12	1,500	17	3-14	1,390	14	12=>14	3890	12	3-12-14	8680	25			(*7,11)-(2,6,8)12-(3,14)-(9,4,13)-(5,15)-10-1	(*7,11)(2,6,8)12-14,3-(9,4)13(5,15)-10-1	12.2 - 10.7 - 11.4 - 12.6 - 12.2 - 13.9	12.2 - 22.9 - 34.3 - 46.9 - 59.1 - 73.0 (34.3-38.7)			
200604010104	芝	左	1600	晴	良	11:25	3歳未勝利		2006-4-29	1	新潟	1	3歳未勝利	牝(馬齢)	12	2050	8	12	670	8	6	580	7	16.0	190	2.0	3-6	10800.0	25.0	6-12	9500	32	6-12	3,590	38	12-16	2,510	30	6-16	1,410	16	12=>6	29210	79	6-12-16	28720	86			(13,*14)(3,9,16)(2,5,12)(7,6)4,10,15,8,11-1	(13,*14)(3,9,16)(2,5,12)-7(4,6)(15,10)(11,8)-1	12.4 - 11.2 - 12.9 - 12.4 - 12.2 - 11.8 - 10.8 - 12.4	12.4 - 23.6 - 36.5 - 48.9 - 61.1 - 72.9 - 83.7 - 96.1 (36.5-35.0)			
200604010105	芝	左	1200	晴	良	11:55	3歳未勝利		2006-4-29	1	新潟	1	3歳未勝利	(馬齢)	10	10930	11	10	1,750	11	3	570	5	12.0	920	7.0	2-5	12400.0	25.0	3-10	43430	55	3-10	8,560	55	10-12	15,220	73	3-12	7,560	51	10=>3	92380	114	3-10-12	293910	303			15,13(4,6)10(1,14)11(7,12)9(3,5)8,16,2	(*15,13)-(4,6)(1,10)14,11,12,7,5(9,3,8)16,2	11.8 - 10.2 - 11.7 - 11.5 - 11.8 - 12.6	11.8 - 22.0 - 33.7 - 45.2 - 57.0 - 69.6 (33.7-35.9)			
200604010106	芝	左	1800	晴	良	12:45	3歳未勝利		2006-4-29	1	新潟	1	3歳未勝利	(馬齢)	2	1790	8	2	460	8	5	220	2	1.0	250	3.0	1-3	700.0	3.0	2-5	4310	17	2-5	1,090	12	1-2	1,110	13	1-5	440	3	2=>5	9320	37	1-2-5	7440	25			2(6,10)(7,9,13)(1,5,15)16(11,12)(3,14)-8,4	2,6-7(1,10,5)9,11(13,15)-(3,14,12,16)8,4	12.3 - 11.0 - 11.6 - 12.6 - 12.7 - 12.3 - 11.6 - 10.9 - 12.8	12.3 - 23.3 - 34.9 - 47.5 - 60.2 - 72.5 - 84.1 - 95.0 - 107.8 (34.9-35.3)			
200604010107	ダ	左	1200	晴	良	13:15	4歳以上500万下		2006-4-29	1	新潟	1	4歳以上500万下	(別定)	6	190	1	6	100	1	13	420	7	12.0	160	2.0	4-7	250.0	1.0	6-13	1630	5	6-13	560	6	6-12	150	1	12-13	1,390	15	6=>13	2490	6	6-12-13	2090	5			6,15(8,13)(12,14)10,9(7,3)(4,5)(1,2,11)	6,15(8,13)(12,14)10(3,9)7(4,5)(1,2,11)	12.2 - 10.7 - 11.8 - 12.8 - 11.7 - 12.5	12.2 - 22.9 - 34.7 - 47.5 - 59.2 - 71.7 (34.7-37.0)			
200604010108	芝	左	2000	晴	良	13:45	4歳以上500万下		2006-4-29	1	新潟	1	4歳以上500万下	牝(別定)	3	860	4	3	280	4	12	250	3	7.0	590	8.0	3-7	1860.0	10.0	3-12	1890	7	3-12	1,030	12	3-7	1,450	20	7-12	1,690	26	3=>12	4680	19	3-7-12	9130	35			9(11,14)5,10,3,7-8,2(13,12)4,6 1	9(11,14)5(3,10)7,8(2,13)12(4,6) 1	13.3 - 11.1 - 11.7 - 12.3 - 13.0 - 12.7 - 12.3 - 12.2 - 10.6 - 12.0	13.3 - 24.4 - 36.1 - 48.4 - 61.4 - 74.1 - 86.4 - 98.6 - 109.2 - 121.2 (36.1-34.8)			
200604010109	ダ	左	1800	晴	良	14:20	4歳以上500万下		2006-4-29	1	新潟	1	4歳以上500万下	(別定)	7	400	2	7	160	2	3	870	12	5.0	140	1.0	2-4	9080.0	23.0	3-7	13150	47	3-7	3,990	51	5-7	300	1	3-5	2,950	39	7=>3	21650	80	3-5-7	11770	39	(*2,3)-11(7,15)(1,4,8,14)(6,10)(5,13)-9,12	(*2,3)-11(7,15)(4,14)(1,8)(6,10)(5,13)9-12	(*2,3)11(15,14)7(1,8)4(6,9,13)(5,10)12	(2,*3)(11,15,14)(1,7)4,8,13(5,9)(6,10)12	13.1 - 11.5 - 12.8 - 13.7 - 13.6 - 12.8 - 12.9 - 12.3 - 12.7	13.1 - 24.6 - 37.4 - 51.1 - 64.7 - 77.5 - 90.4 - 102.7 - 115.4 (37.4-37.9)	7=>3=>5	123430.0	402.0
200604010110	芝	左	2200	晴	良	14:55	胎内川特別 		2006-4-29	1	新潟	1	4歳以上500万下	(混)(別定)	8	330	2	8	120	1	6	270	5	3.0	130	2.0	4-5	1200.0	5.0	6-8	1980	6	6-8	570	4	3-8	180	1	3-6	610	7	8=>6	2820	8	3-6-8	1260	2	10-7,6-3,14(2,5,8)(12,13)1(9,11)4	10-7(3,6)(2,14,8)(1,5,12,13)9,11,4	(*10,7)6(3,14)8(2,12)11(5,13)(1,9)4	(*7,6)10(3,14,8)(12,11)2(5,13)(1,9)-4	12.2 - 10.9 - 11.8 - 12.8 - 13.8 - 13.4 - 12.8 - 12.2 - 11.9 - 11.8 - 12.3	12.2 - 23.1 - 34.9 - 47.7 - 61.5 - 74.9 - 87.7 - 99.9 - 111.8 - 123.6 - 135.9 (34.9-36.0)	8=>6=>3	8510.0	16.0
