	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200602010101	ダ	右	1700	曇	稍重	09:55	3歳未勝利		2006-6-17	1	函館	1	3歳未勝利	(父)[指](馬齢)	9	220	1	9	110	1	10	150	4	2.0	110.0	2.0	8-8	850.0	4.0	9-10	880	3	9-10	250	2	2-9	160	1	2-10	300	5	9=>10	1220	4	2-9-10	670	2	9,10(7,8)(1,6)5(2,3)=4	9,10(1,8)(7,6)(2,5)3-4	9,10(8,6)3,1(2,5)7=4	9,10-(6,3)8(1,2)5-7=4	6.9 - 11.0 - 12.5 - 13.8 - 13.9 - 13.1 - 12.8 - 12.6 - 13.4	6.9 - 17.9 - 30.4 - 44.2 - 58.1 - 71.2 - 84.0 - 96.6 - 110.0 (30.4-38.8)			
200602010102	ダ	右	1000	曇	稍重	10:20	3歳未勝利		2006-6-17	1	函館	1	3歳未勝利	[指](馬齢)	11	120	1	11	110	1	10	310	5	8.0	420.0	7.0	7-8	690.0	5.0	10-11	840	5	10-11	300	3	8-11	690	6	8-10	4,290	32	11=>10	900	3	8-10-11	6090	23			(*8,11)(4,12)3,10,1,9,7-2-6-5	(*8,11)(12,10)4(3,1)7,9,2-6=5	12.6 - 11.3 - 12.1 - 12.2 - 12.4	12.6 - 23.9 - 36.0 - 48.2 - 60.6 (36.0-36.7)			
200602010103	ダ	右	1700	曇	稍重	10:50	3歳未勝利		2006-6-17	1	函館	1	3歳未勝利	(混)[指](馬齢)	13	1170	6	13	290	6	6	210	4	1.0	210.0	3.0	5-8	1990.0	9.0	6-13	4770	17	6-13	1,290	19	1-13	1,090	16	1-6	690	8	13=>6	8510	35	1-6-13	7330	28	6,7(10,12)-(4,13)(9,11)(1,3,8)5,2	6-7(10,12)13,4(1,9,11,5)3,8-2	6(7,12)(10,13)9,1(3,11)-(4,8)2=5	6-(7,12)(10,13)9,1,3-11,4-8,2=5	6.9 - 11.0 - 12.4 - 13.0 - 13.7 - 13.1 - 13.2 - 13.2 - 13.1	6.9 - 17.9 - 30.3 - 43.3 - 57.0 - 70.1 - 83.3 - 96.5 - 109.6 (30.3-39.5)			
200602010104	芝	右	2000	曇	良	11:20	3歳未勝利		2006-6-17	1	函館	1	3歳未勝利	[指](馬齢)	8	1160	5	8	450	7	15	220	2	5.0	260.0	4.0	5-8	1190.0	6.0	8-15	5860	19	8-15	1,720	17	5-8	1,730	18	5-15	1,200	10	8=>15	11580	36	5-8-15	15080	47	10-1,6(5,13,14)15,12,11,8,7,9-(2,4)3	10-1(5,6,14)15(12,13)-11,8,9,7-4(2,3)	10-1(5,15,6)8(12,14)13(11,9,4)-7(2,3)	10(1,15)8(5,12)-4(11,9)(7,6)13,14,2-3	12.6 - 10.8 - 11.5 - 12.8 - 13.4 - 13.4 - 13.2 - 12.6 - 12.0 - 12.7	12.6 - 23.4 - 34.9 - 47.7 - 61.1 - 74.5 - 87.7 - 100.3 - 112.3 - 125.0 (34.9-37.3)			
200602010105	芝	右	1000	曇	良	11:50	2歳新馬		2006-6-17	1	函館	1	2歳新馬	[指](馬齢)	5	180	1	5	100	1	9	120	2	1.0	150.0	4.0	5-8	400.0	1.0	5-9	350	1	5-9	170	1	1-5	210	3	1-9	270	4	5=>9	580	1	1-5-9	520	1			5,9(1,7)(3,4)6-2=8	5-9,7(1,3)4,6-2=8	12.4 - 11.3 - 11.6 - 11.4 - 11.8	12.4 - 23.7 - 35.3 - 46.7 - 58.5 (35.3-34.8)			
200602010106	芝	右	1200	曇	良	12:40	3歳未勝利		2006-6-17	1	函館	1	3歳未勝利	(混)[指](馬齢)	16	690	4	16	230	4	8	190	3	2.0	270.0	6.0	4-8	510.0	1.0	8-16	1610	6	8-16	680	8	2-16	860	11	2-8	600	5	16=>8	3230	10	2-8-16	5530	18			16,8,11(2,3)14(5,12)6,13,9(4,15)7,1=10	16(8,11)2,3(5,12)(6,14)13(9,15)(4,7,1)=10	12.3 - 11.1 - 11.6 - 11.8 - 11.8 - 12.7	12.3 - 23.4 - 35.0 - 46.8 - 58.6 - 71.3 (35.0-36.3)			
200602010107	ダ	右	1000	曇	良	13:10	3歳以上500万下		2006-6-17	1	函館	1	3歳以上500万下	[指](定量)	7	250	1	7	150	1	6	930	8	5.0	180.0	4.0	6-7	6540.0	16.0	6-7	5620	14	6-7	860	12	5-7	260	2	5-6	2,010	19	7=>6	8100	24	5-6-7	7300	21			10,7(6,9)(3,4,5)1,2,8	(*10,7)(6,9)5(3,4)(1,2)=8	12.3 - 10.8 - 11.8 - 12.2 - 12.8	12.3 - 23.1 - 34.9 - 47.1 - 59.9 (34.9-36.8)			
200602010108	ダ	右	1700	曇	良	13:45	3歳以上500万下		2006-6-17	1	函館	1	3歳以上500万下	[指](定量)	8	850	4	8	270	5	4	170	3	6.0	300.0	6.0	4-7	740.0	3.0	4-8	1670	7	4-8	630	9	6-8	1,960	22	4-6	710	11	8=>4	3740	18	4-6-8	5950	22	(*2,9)(3,10)(5,7,8)-4,1-6	(*2,9)(3,10)(5,7)8(1,4)-6	(*2,9,10)8(3,4)7,5,1-6	(*8,4)(2,9,10)3-(5,1)7,6	7.2 - 11.1 - 11.9 - 12.4 - 13.2 - 13.0 - 12.9 - 12.9 - 13.0	7.2 - 18.3 - 30.2 - 42.6 - 55.8 - 68.8 - 81.7 - 94.6 - 107.6 (30.2-38.8)			
200602010109	芝	右	2000	曇	良	14:20	3歳以上500万下		2006-6-17	1	函館	1	3歳以上500万下	(特指)(定量)	4	560	3	4	160	3	5	120	1	6.0	130.0	2.0	4-5	480.0	1.0	4-5	600	2	4-5	220	2	4-6	310	4	5-6	200	1	4=>5	1530	5	4-5-6	500	1	5,7(4,6,8)2,3(1,9)	5,7(4,6,8)(3,2)9,1	(*5,7)(8,9)(4,6,2)3,1	5(7,8,9)(4,6)(3,2)1	12.5 - 11.2 - 12.5 - 13.0 - 13.2 - 13.2 - 12.8 - 12.1 - 11.9 - 12.4	12.5 - 23.7 - 36.2 - 49.2 - 62.4 - 75.6 - 88.4 - 100.5 - 112.4 - 124.8 (36.2-36.4)	4=>5=>6	4030.0	6.0
200602010110	芝	右	2600	曇	良	14:55	横津岳特別 		2006-6-17	1	函館	1	3歳以上500万下	(混)(特指)(定量)	6	230	1	6	120	1	2	340	5	1.0	360.0	6.0				2-6	4510	11	2-6	1,020	9	1-6	600	7	1-2	2,720	23	6=>2	5340	17	1-2-6	11420	28	8-7-2,5(3,1)(4,6)	8=7-2(3,5,1)4,6	2(5,1)6(7,4)3-8	(*2,6)(5,1)-4-(7,3)=8	12.6 - 11.3 - 11.6 - 12.7 - 12.7 - 13.2 - 13.3 - 13.6 - 13.2 - 12.6 - 12.3 - 12.1 - 12.5	12.6 - 23.9 - 35.5 - 48.2 - 60.9 - 74.1 - 87.4 - 101.0 - 114.2 - 126.8 - 139.1 - 151.2 - 163.7 (35.5-36.9)	6=>2=>1	46900.0	121.0
200602010111	芝	右	1200	曇	良	15:30	TVh杯 		2006-6-17	1	函館	1	3歳以上1000万下	(混)[指](ハンデ)	6	590	3	6	170	3	1	210	6	5.0	130.0	1.0	1-6	2460.0	10.0	1-6	2500	11	1-6	750	11	5-6	350	2	1-5	480	5	6=>1	4730	21	1-5-6	1690	5			(*5,7)(6,10)(1,3,9)-2(4,8)	5(6,7,10)(1,3,9)-(2,8)4	12.1 - 10.8 - 11.4 - 11.9 - 12.0 - 12.8	12.1 - 22.9 - 34.3 - 46.2 - 58.2 - 71.0 (34.3-36.7)	6=>1=>5	17080.0	59.0
200602010112	ダ	右	1700	曇	良	16:05	木古内特別 		2006-6-17	1	函館	1	3歳以上500万下	(混)(特指)(定量)	5	160	1	5	110	1	6	130	2							5-6	170	1	5-6	110	1	5-7	130	2	6-7	150	3	5=>6	320	1	5-6-7	190	1	6,7-(1,5)3,4,2	6,7(1,5)3,4,2	6,7,5(1,2)(3,4)	6(7,5)1(3,2)-4	7.0 - 11.8 - 12.6 - 12.8 - 13.0 - 12.9 - 12.8 - 12.2 - 12.6	7.0 - 18.8 - 31.4 - 44.2 - 57.2 - 70.1 - 82.9 - 95.1 - 107.7 (31.4-37.6)	5=>6=>7	530.0	1.0
