	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200601010101	芝	右	1500	晴	良	10:40	2歳未勝利		2006-8-12	1	札幌	1	2歳未勝利	(混)[指](馬齢)	6	320	1	6.0	140	2.0	8.0	190	4.0	7.0	170	3.0	6-7	370.0	1.0	6-8	1080	4	6-8	380	4	6-7	310	2	7-8	590	9	6=>8	1820	7	6-7-8	1520	5		7-(3,8)(2,5,4,6,10)(1,9)	7,8(3,6,10)(5,4,9)(2,1)	7,8(3,6)(5,10,1)9(4,2)	7.1 - 11.2 - 12.1 - 12.5 - 12.8 - 12.3 - 11.6 - 12.0	7.1 - 18.3 - 30.4 - 42.9 - 55.7 - 68.0 - 79.6 - 91.6 (30.4-35.9)			
200601010102	ダ	右	1000	晴	良	11:10	3歳未勝利		2006-8-12	1	札幌	1	3歳未勝利	[指](馬齢)	1	640	2	1.0	250	2.0	2.0	350	6.0	3.0	1,390	10.0	1-2	2970.0	10.0	1-2	2140	6	1-2	850	8	1-3	4,980	38	2-3	7,140	46	1=>2	4630	17	1-2-3	28330	73			1(2,11)(7,10,12)-6,3,8,4,9,5	1(2,11,7)(10,12)(6,3)8-4(5,9)	12.6 - 11.4 - 12.0 - 11.5 - 12.4	12.6 - 24.0 - 36.0 - 47.5 - 59.9 (36.0-35.9)			
200601010103	ダ	右	1700	晴	良	11:40	3歳未勝利		2006-8-12	1	札幌	1	3歳未勝利	(混)[指](馬齢)	1	2100	7	1.0	510	7.0	10.0	130	1.0	2.0	270	5.0	1-7	4050.0	11.0	1-10	2670	10	1-10	1,100	12	1-2	2,520	22	2-10	610	7	1=>10	6570	22	1-2-10	6820	23	5(3,10)(1,2,8,12)(4,6,9)-11-7	(*5,3)(1,10)(2,8,12)(4,6,9)-11-7	5-(3,10)(1,2,8)(4,9,12)(6,11,7)	5(3,10)-(1,2)-9(11,7)(4,8,12)-6	6.8 - 11.4 - 12.4 - 13.1 - 13.0 - 13.0 - 12.5 - 12.0 - 12.7	6.8 - 18.2 - 30.6 - 43.7 - 56.7 - 69.7 - 82.2 - 94.2 - 106.9 (30.6-37.2)			
200601010104	芝	右	1200	晴	良	12:30	2歳新馬		2006-8-12	1	札幌	1	2歳新馬	(混)[指](馬齢)	6	3770	7	6.0	1,100	8.0	1.0	250	4.0	13.0	1,100	9.0	1-4	6400.0	17.0	1-6	9610	24	1-6	2,410	23	6-13	8,970	57	1-13	2,950	31	6=>1	26710	61	1-6-13	86680	142			13(8,7,10)(6,12)(5,9,14)(3,11)(1,2,4)	13(8,7)(5,6)(1,3,9,4)(2,11,12)10,14	12.6 - 11.4 - 11.6 - 11.8 - 11.8 - 12.0	12.6 - 24.0 - 35.6 - 47.4 - 59.2 - 71.2 (35.6-35.6)			
200601010105	芝	右	2000	晴	良	13:05	3歳未勝利		2006-8-12	1	札幌	1	3歳未勝利	[指](馬齢)	16	2090	7	16.0	450	7.0	9.0	140	1.0	15.0	960	11.0	5-8	2020.0	7.0	9-16	2530	9	9-16	1,030	11	15-16	5,970	51	9-15	2,530	29	16=>9	8040	32	9-15-16	36930	98	(*2,5)11(1,9,16)(10,13,14)6,15,7-12-4=3-8	(*2,5)11(1,9,16)(6,10,13,14)15,7,12-4-3-8	(*2,5)16(1,9,11)14(6,13)10(15,7)-(3,4)12=8	(*2,5,16)(1,9,14)6(15,10)13(3,11)7(4,12)=8	12.8 - 10.7 - 11.9 - 12.9 - 13.0 - 12.5 - 12.2 - 12.0 - 12.0 - 12.2	12.8 - 23.5 - 35.4 - 48.3 - 61.3 - 73.8 - 86.0 - 98.0 - 110.0 - 122.2 (35.4-36.2)			
200601010106	ダ	右	1700	晴	良	13:40	3歳以上500万下		2006-8-12	1	札幌	1	3歳以上500万下	[指](定量)	9	860	5	9.0	280	5.0	7.0	560	9.0	6.0	1,150	10.0	6-7	890.0	3.0	7-9	4200	23	7-9	2,150	33	6-9	3,890	42	6-7	12,080	63	9=>7	9210	46	6-7-9	74890	152	(5,*11)(6,7,10)(3,4,9,8)=2,12 1	(5,*11,10)8(6,7)9(3,4)=2-12 1	(*5,11,10)8(6,7)9(3,4)-2=12 1	(*5,8)(6,10,9)(11,7)(3,2)4-12 1	6.7 - 11.2 - 12.3 - 13.0 - 12.7 - 12.7 - 12.7 - 12.4 - 12.7	6.7 - 17.9 - 30.2 - 43.2 - 55.9 - 68.6 - 81.3 - 93.7 - 106.4 (30.2-37.8)			
200601010107	ダ	右	1000	晴	良	14:20	3歳以上500万下		2006-8-12	1	札幌	1	3歳以上500万下	牝[指](定量)	7	2700	9	7.0	1,050	10.0	4.0	260	3.0	3.0	1,140	11.0	4-6	6730.0	21.0	4-7	13170	37	4-7	3,060	36	3-7	11,770	55	3-4	3,320	37	7=>4	28140	76	3-4-7	98470	144			(*8,4,7)1(2,6,9)-(3,11,12)-10 5	(8,*4,7)-(1,6,9)(2,3,11)-(10,12) 5	12.3 - 11.0 - 11.7 - 11.5 - 12.7	12.3 - 23.3 - 35.0 - 46.5 - 59.2 (35.0-35.9)			
200601010108	ダ	右	1700	晴	良	14:50	3歳以上500万下		2006-8-12	1	札幌	1	3歳以上500万下	(混)[指](定量)	8	780	4	8.0	380	6.0	7.0	350	4.0	6.0	1,060	9.0	6-7	1070.0	5.0	7-8	3830	16	7-8	1,210	15	6-8	3,590	33	6-7	4,420	42	8=>7	7400	30	6-7-8	35220	85	4(2,3)9(6,10)1,7,11(5,8)	4(2,3)1,6(7,9,10)(5,11)8	(*4,2,3)1(6,7,10)(5,11,9,8)	(4,*2,3)(6,7)1(8,10)11,9,5	6.9 - 10.9 - 12.1 - 12.9 - 13.0 - 12.8 - 12.9 - 12.6 - 12.0	6.9 - 17.8 - 29.9 - 42.8 - 55.8 - 68.6 - 81.5 - 94.1 - 106.1 (29.9-37.5)			
200601010109	芝	右	1500	晴	良	15:25	札幌日刊スポーツ杯 		2006-8-12	1	札幌	1	3歳以上1600万下	(混)(特指)(定量)	8	290	2	8.0	110	2.0	5.0	210	4.0	3.0	110	1.0	5-7	1750.0	7.0	5-8	1950	7	5-8	500	7	3-8	140	1	3-5	440	6	8=>5	3120	9	3-5-8	760	2		8,9(5,11)(2,6)10,7(3,4)1	8,9(5,11)6(2,10)7(3,4)1	8,9(5,11)(6,10)(2,7)(3,4)1	6.9 - 11.6 - 11.9 - 12.2 - 12.1 - 11.5 - 11.1 - 11.4	6.9 - 18.5 - 30.4 - 42.6 - 54.7 - 66.2 - 77.3 - 88.7 (30.4-34.0)	8=>5=>3	7160.0	18.0
200601010110	芝	右	2600	晴	良	16:00	支笏湖特別 		2006-8-12	1	札幌	1	3歳以上1000万下	(混)[指](ハンデ)	14	400	3	14.0	190	3.0	12.0	170	2.0	2.0	1,200	11.0	7-8	750.0	3.0	12-14	940	3	12-14	460	5	2-14	3,320	30	2-12	2,900	25	14=>12	1940	7	2-12-14	5830	20	12=(14,13)(1,3,9)(2,6)-(5,11)8-10-(4,7)	12-(14,13)9(1,3)(2,6)(5,11)-8-(10,7)4	12-(14,13)(1,3,9,6,11)(2,5)(10,8,7)=4	12(14,13)(1,6)(3,11)(2,5)(10,8,7)-9=4	12.9 - 11.6 - 11.5 - 11.7 - 12.2 - 12.6 - 13.4 - 12.7 - 12.5 - 12.5 - 12.1 - 11.8 - 11.6	12.9 - 24.5 - 36.0 - 47.7 - 59.9 - 72.5 - 85.9 - 98.6 - 111.1 - 123.6 - 135.7 - 147.5 - 159.1 (36.0-35.5)	14=>12=>2	49850.0	145.0
