	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200603010101	ダ	右	1000	晴	良	09:55	3歳未勝利		2006-4-1	1	福島	1	3歳未勝利	(馬齢)	1	1050	8	1	340	8	5	180	1	9.0	240	5.0	1-5	1660.0	9.0	1-5	2760	16	1-5	720	12	1-9	1,010	17	5-9	650	6	1=>5	6440	39	1-5-9	6300	30			(*1,7)9,11(4,5)-3,8,10(2,12)6	(*1,7)9-11,5,3,4,2,8(6,10)12	12.6 - 10.8 - 12.4 - 12.7 - 13.5	12.6 - 23.4 - 35.8 - 48.5 - 62.0 (35.8-38.6)			
200603010102	ダ	右	1700	晴	良	10:25	3歳未勝利		2006-4-1	1	福島	1	3歳未勝利	牝(馬齢)	12	450	2	12	270	4	3	230	3	14.0	870	9.0	2-7	810.0	4.0	3-12	1070	5	3-12	580	5	12-14	1,730	18	3-14	2,340	23	12=>3	2990	13	3-12-14	18280	59	(*3,6,12)13(4,8,14)(2,7)-(1,11)15(5,9)10	3(6,12)13(4,8,14)(2,7)(1,11)(5,15)9-10	(3,6,*12,14,9)(13,11)(8,15)7(4,2,5)-1-10	(3,6,*12)(13,14)9,11(8,15,5)7,2,4-1=10	7.0 - 11.4 - 11.9 - 13.5 - 13.7 - 13.2 - 13.0 - 12.9 - 13.1	7.0 - 18.4 - 30.3 - 43.8 - 57.5 - 70.7 - 83.7 - 96.6 - 109.7 (30.3-39.0)			
200603010103	芝	右	1200	晴	良	10:55	3歳未勝利		2006-4-1	1	福島	1	3歳未勝利	(馬齢)	12	580	3	12	170	3	10	130	2	7.0	120	1.0	5-6	1200.0	8.0	10-12	1300	6	10-12	400	5	7-12	380	4	7-10	230	1	12=>10	2690	11	7-10-12	1130	1			(*10,12)(2,7,13)(4,8,16,15)-(1,11,14)9(3,6)5	(*10,12)(2,7,13)(4,15)8,16(9,1)11(3,14)(5,6)	12.3 - 11.2 - 11.4 - 11.7 - 11.6 - 12.2	12.3 - 23.5 - 34.9 - 46.6 - 58.2 - 70.4 (34.9-35.5)			
200603010104	ダ	右	1700	晴	良	11:25	3歳未勝利		2006-4-1	1	福島	1	3歳未勝利	(馬齢)	11	290	2	11	120	1	5	130	2	3.0	350	6.0	5-8	380.0	1.0	5-11	320	1	5-11	190	1	3-11	1,030	13	3-5	800	10	11=>5	780	3	3-5-11	2390	7	5(9,11)3-1,6,10(2,4)7,8	(*5,11)-(3,9)-1=6(2,10)(4,7)-8	(*5,11)(3,9)-1-2-10,6(7,8)4	(*5,11)-3-(1,9)2=(10,8)(6,7)-4	6.9 - 11.8 - 11.9 - 12.8 - 13.3 - 12.9 - 12.8 - 12.5 - 13.6	6.9 - 18.7 - 30.6 - 43.4 - 56.7 - 69.6 - 82.4 - 94.9 - 108.5 (30.6-38.9)			
200603010105	芝	右	1800	晴	良	11:55	3歳未勝利		2006-4-1	1	福島	1	3歳未勝利	(混)(馬齢)	8	2280	8	8	530	8	14	500	7	15.0	160	1.0	4-7	9070.0	26.0	8-14	11170	37	8-14	2,210	26	8-15	920	9	14-15	1,130	14	8=>14	24880	80	8-14-15	17180	61	8,14(5,15)(11,12,13)(2,10)(9,4)16,6(1,3,7)	8-14,15(5,12)(11,13)10(2,4)9,16,6(1,3,7)	(*8,14)(5,15,12)(11,13)(6,10,16)(2,4)(1,3,9)7	(*8,14)(5,15)(11,12)(6,10)-(2,4,13)(1,3,7,16,9)	12.9 - 11.1 - 12.4 - 12.9 - 13.1 - 12.2 - 11.8 - 11.4 - 12.1	12.9 - 24.0 - 36.4 - 49.3 - 62.4 - 74.6 - 86.4 - 97.8 - 109.9 (36.4-35.3)			
200603010106	ダ	右	1150	晴	良	12:45	3歳未勝利		2006-4-1	1	福島	1	3歳未勝利	(馬齢)	3	420	2	3	150	2	6	190	4	5.0	110	1.0	3-5	1010.0	5.0	3-6	1340	5	3-6	430	5	3-5	220	1	5-6	280	3	3=>6	2420	10	3-5-6	870	1			5(6,7)10(1,12)-2(8,3,9)-(4,11,13)	5,6,7(1,10)3,12-2,8(4,9)(11,13)	9.5 - 10.8 - 11.3 - 12.1 - 12.9 - 13.4	9.5 - 20.3 - 31.6 - 43.7 - 56.6 - 70.0 (31.6-38.4)			
200603010107	ダ	右	1700	晴	良	13:15	4歳以上500万下		2006-4-1	1	福島	1	4歳以上500万下	牝(別定)	4	530	3	4	160	3	9	240	5	2.0	120	1.0	4-7	1050.0	6.0	4-9	3650	12	4-9	940	11	2-4	260	2	2-9	560	6	4=>9	6140	21	2-4-9	2010	6	(*8,7)9(3,6,11)(4,10)-(2,1)=5	(*8,7)(3,9)(6,11)(4,10)2,1-5	(*8,7)9(3,6,11)(4,10)(1,2)5	(*8,7)(6,9)(3,4,11,2)-10-(5,1)	6.9 - 11.6 - 12.5 - 13.5 - 13.6 - 13.2 - 12.7 - 12.4 - 12.8	6.9 - 18.5 - 31.0 - 44.5 - 58.1 - 71.3 - 84.0 - 96.4 - 109.2 (31.0-37.9)			
200603010108	芝	右	1200	晴	良	13:45	4歳以上500万下		2006-4-1	1	福島	1	4歳以上500万下	(別定)	1	310	1	1	180	1	2	550	8	10.0	1,380	13.0	1-1	4260.0	17.0	1-2	4020	12	1-2	1,140	10	1-10	4,860	53	2-10	4,950	56	1=>2	7330	23	1-2-10	61700	176			(*1,9)(2,15)(11,12)(10,16)(6,13)7(3,14)8-4 5	(*1,9)(2,15)10(3,6,11,12)13(8,7)(4,16)14 5	12.0 - 10.3 - 11.2 - 11.6 - 11.5 - 12.5	12.0 - 22.3 - 33.5 - 45.1 - 56.6 - 69.1 (33.5-35.6)			
200603010109	ダ	右	1700	晴	良	14:20	4歳以上500万下		2006-4-1	1	福島	1	4歳以上500万下	(別定)	2	590	3	2	180	3	10	130	1	1.0	140	2.0	2-6	490.0	2.0	2-10	1380	3	2-10	470	2	1-2	520	3	1-10	280	1	2=>10	2950	7	1-2-10	1550	1	1(10,14)13,11,2(8,9)15(5,7)12,6-4-3	1(10,14)(13,11)9(2,8)(5,7,15)-(6,12)-4-3	1(10,14,9)(11,15)(2,8)(13,5,7,12)6,4,3	1,10-11,14(2,9)8(13,5,15)7,6(3,12,4)	7.0 - 11.2 - 11.4 - 12.9 - 13.3 - 13.0 - 12.9 - 12.6 - 13.0	7.0 - 18.2 - 29.6 - 42.5 - 55.8 - 68.8 - 81.7 - 94.3 - 107.3 (29.6-38.5)	2=>10=>1	9430.0	8.0
200603010110	芝	右	1800	晴	良	14:55	飯盛山特別 		2006-4-1	1	福島	1	4歳以上500万下	(混)(別定)	8	1900	8	8	440	8	5	420	7	2.0	320	4.0	3-4	920.0	4.0	5-8	7720	29	5-8	2,090	24	2-8	2,140	25	2-5	1,950	22	8=>5	17370	62	2-5-8	26120	85	(*3,6)-5,1(2,12)(4,8)7(9,13)14(10,16)11,15	(3,*6)-5(1,2,12)-(4,8)(9,7)-13(10,14)16,11-15	(*6,3)5(1,2)12(4,8,7)(9,13,11,10)14,16-15	(*6,3,5)(1,2)(4,8,7)(9,13,12,11,10)-(16,14)-15	12.4 - 10.4 - 12.1 - 11.8 - 12.2 - 12.2 - 12.1 - 11.9 - 12.2	12.4 - 22.8 - 34.9 - 46.7 - 58.9 - 71.1 - 83.2 - 95.1 - 107.3 (34.9-36.2)	8=>5=>2	187930.0	553.0
