	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200606010101	ダ	右	1200	曇	良	09:50	3歳未勝利		2006-1-5	1	中山	1	3歳未勝利	牝[指](馬齢)	13	1170	6	13	310	5	15	260	4	1.0	210	3.0	7-8	1410.0	6.0	13-15	3040	14	13-15	790	11	1-13	940	12	1-15	720	9	13=>15	6920	28	1-13-15	4380	16			13,15(1,9)16,7(4,6)(2,10,11)(3,5,12,14)-8	(*13,15)-1,9(7,16)4,2,6(3,5,10,11)14-(8,12)	12.3 - 11.1 - 11.8 - 12.4 - 12.3 - 13.6	12.3 - 23.4 - 35.2 - 47.6 - 59.9 - 73.5 (35.2-38.3)			
200606010102	ダ	右	1800	曇	良	10:20	3歳未勝利		2006-1-5	1	中山	1	3歳未勝利	(市)[指](馬齢)	9	160	1	9	110	1	11	180	3	5.0	260	4.0	7-8	560.0	2.0	9-11	630	2	9-11	320	2	5-9	430	4	5-11	1,020	11	9=>11	890	3	5-9-11	2340	7	2,9,7,10,5,11(4,1)6(3,8)	2(9,7)10(5,11)-1,4-6(3,8)	(*2,9)(7,10)11(5,1)=(6,4)3,8	(*2,9)-11,10(5,7,1)-6(3,4)=8	12.8 - 12.4 - 13.2 - 13.3 - 13.0 - 12.8 - 13.2 - 13.3 - 14.1	12.8 - 25.2 - 38.4 - 51.7 - 64.7 - 77.5 - 90.7 - 104.0 - 118.1 (38.4-40.6)			
200606010103	ダ	右	1200	曇	良	10:50	3歳未勝利		2006-1-5	1	中山	1	3歳未勝利	(混)[指](馬齢)	5	370	3	5	120	1	11	130	3	16.0	120	2.0	3-6	530.0	3.0	5-11	490	1	5-11	240	3	5-16	190	1	11-16	200	2	5=>11	970	1	5-11-16	530	1			(*5,3,11)16-(9,10)14(2,13)-15,7(6,8)1,4-12	5(3,11)16-(9,10)2-14,7,1(15,8)13(4,6)12	12.2 - 10.9 - 11.5 - 12.5 - 12.8 - 13.6	12.2 - 23.1 - 34.6 - 47.1 - 59.9 - 73.5 (34.6-38.9)			
200606010104	ダ	右	1800	曇	良	11:20	3歳未勝利		2006-1-5	1	中山	1	3歳未勝利	(混)[指](馬齢)	2	230	1	2	120	1	15	130	2	3.0	160	3.0	2-8	290.0	1.0	2-15	560	1	2-15	260	1	2-3	290	2	3-15	490	5	2=>15	890	1	2-3-15	900	1	2,8(1,9)(3,13)12(7,15)(4,11,14)(6,10)-5	2(8,9,13)(1,3,15)12(7,14)(4,11)(6,10)-5	(*2,8,13,15)(3,7,9,14)(12,10)(6,4,5)11-1	(*2,15)(3,9,14)(8,13)5(6,7)(4,12)10,11=1	12.8 - 12.2 - 13.7 - 13.6 - 12.8 - 13.3 - 13.4 - 12.6 - 12.7	12.8 - 25.0 - 38.7 - 52.3 - 65.1 - 78.4 - 91.8 - 104.4 - 117.1 (38.7-38.7)			
200606010105	ダ	右	1200	曇	良	12:10	3歳新馬		2006-1-5	1	中山	1	3歳新馬	(混)[指](馬齢)	12	540	3	12	220	3	4	540	6	2.0	1,170	9.0	2-6	710.0	3.0	4-12	4360	16	4-12	1,360	15	2-12	2,150	22	2-4	5,560	45	12=>4	7170	26	2-4-12	44360	87			12(1,11)13,2,4-(14,16)-(3,15)10(5,8)6-9-7	12(1,11)13(2,4)-14(3,10,16)(5,15)-(6,8)9=7	12.2 - 10.9 - 11.9 - 12.7 - 12.6 - 13.6	12.2 - 23.1 - 35.0 - 47.7 - 60.3 - 73.9 (35.0-38.9)			
200606010106	芝	右	1600	曇	良	12:40	3歳新馬		2006-1-5	1	中山	1	3歳新馬	(混)[指](馬齢)	2	290	1	2	140	1	11	210	4	5.0	270	5.0	2-6	860.0	5.0	2-11	990	2	2-11	390	2	2-5	520	4	5-11	760	11	2=>11	1660	3	2-5-11	2090	4		10(5,7,13,15)(2,3)9(4,11,14)(1,6,8)-12	10(5,7)(2,3,15)(1,11)13(6,4)(12,9)-(8,14)	10,5(7,15)2(3,11)1(13,4)6(12,9)-(8,14)	13.0 - 11.7 - 11.9 - 12.5 - 13.0 - 12.2 - 11.3 - 11.9	13.0 - 24.7 - 36.6 - 49.1 - 62.1 - 74.3 - 85.6 - 97.5 (36.6-35.4)			
200606010107	ダ	右	1800	晴	良	13:10	4歳以上500万下		2006-1-5	1	中山	1	4歳以上500万下	(混)[指](別定)	10	3050	9	10	510	9	5	170	1	8.0	510	8.0	3-5	2340.0	10.0	5-10	3490	14	5-10	1,210	13	8-10	3,260	36	5-8	990	10	10=>5	9860	36	5-8-10	16490	56	10,16(6,11,13)(2,4)(1,12,7)-14(3,5)8,9-15	10-(6,16)13,11(2,4)(1,12,7)14(3,5)-8,9,15	10(6,16)13,11(1,4)2,12,7(3,5,14)(9,8,15)	10-6(16,13)11-1,2(5,12)(8,4)(3,14)(9,7,15)	12.7 - 12.0 - 12.8 - 12.8 - 12.5 - 12.7 - 12.8 - 12.9 - 13.7	12.7 - 24.7 - 37.5 - 50.3 - 62.8 - 75.5 - 88.3 - 101.2 - 114.9 (37.5-39.4)			
200606010108	ダ	右	1200	晴	良	13:40	4歳以上500万下		2006-1-5	1	中山	1	4歳以上500万下	[指](別定)	5	1090	5	5	250	5	16	150	2	14.0	640	8.0	3-8	350.0	1.0	5-16	1380	7	5-16	660	7	5-14	3,070	27	14-16	1,160	15	5=>16	3750	15	5-14-16	11260	33			14,16(10,13)(6,8)4(7,11)(5,12)15(3,9)2,1	14(16,13)(10,6)8(5,7,11)(4,12)15(3,9)(2,1)	12.0 - 10.6 - 11.3 - 12.2 - 12.5 - 13.8	12.0 - 22.6 - 33.9 - 46.1 - 58.6 - 72.4 (33.9-38.5)			
200606010109	ダ	右	1800	晴	良	14:15	初日の出賞 		2006-1-5	1	中山	1	4歳以上1000万下	(混)[指](別定)	1	300	1	1	140	2	10	140	1	5.0	680	11.0	1-5	470.0	1.0	1-10	530	1	1-10	270	2	1-5	1,780	19	5-10	1,870	22	1=>10	970	1	1-5-10	5070	14	9,16(1,10)-5,13(4,6)15(8,11)12,3(7,14)-2	9,16-(1,10)-5,13(4,6,15)11,8,12(3,7,14)-2	(*9,16)1,10(5,13,2)(11,4,15)14,12(6,8)(3,7)	(*9,16)(1,10)5(11,13,2)(4,14)8(15,12)(3,7)6	12.7 - 11.9 - 12.8 - 12.9 - 12.5 - 12.5 - 12.6 - 12.7 - 13.7	12.7 - 24.6 - 37.4 - 50.3 - 62.8 - 75.3 - 87.9 - 100.6 - 114.3 (37.4-39.0)	1=>10=>5	17400.0	35.0
200606010110	芝	右	1600	晴	良	14:50	ジュニアカップ 		2006-1-5	1	中山	1	3歳オープン	(混)(特指)(別定)	12	610	5	12	180	4	5	130	1	2.0	150	3.0	5-8	650.0	3.0	5-12	930	5	5-12	370	5	2-12	560	8	2-5	300	3	12=>5	2290	12	2-5-12	1640	7		(4,*5)(1,8)(3,7,11)(2,6,9)(10,12)	5-8(4,6)1,11(3,7)2,12(10,9)	5,8,2(4,6)(1,7)12,3-(10,11)9	12.5 - 11.3 - 11.1 - 11.0 - 11.9 - 11.8 - 11.9 - 12.1	12.5 - 23.8 - 34.9 - 45.9 - 57.8 - 69.6 - 81.5 - 93.6 (34.9-35.8)	12=>5=>2	8830.0	31.0
