	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200610010101	ダ	右	1700	曇	良	09:55	3歳未勝利		2006-1-21	1	小倉	1	3歳未勝利	(馬齢)	5	670	2	5	150	2	8	110	1	1.0	560	8.0	4-5	360.0	1.0	5-8	330	1	5-8	150	1	1-5	2,140	24	1-8	960	11	5=>8	1230	4	1-5-8	3400	12	(*1,3)8(10,12)(2,13)(5,14)(7,11)(4,9)6	(*1,3)8(10,12)(2,5,14,13)(7,11)(4,9)6	(*1,3)8(12,13)5(10,14)(2,11)9(7,6)=4	1(3,8)5,12-(14,13)2(10,7,6,11)9=4	7.2 - 11.1 - 12.4 - 14.2 - 13.7 - 12.6 - 12.3 - 12.3 - 13.2	7.2 - 18.3 - 30.7 - 44.9 - 58.6 - 71.2 - 83.5 - 95.8 - 109.0 (30.7-37.8)			
200610010102	芝	右	2000	曇	良	10:25	3歳未勝利		2006-1-21	1	小倉	1	3歳未勝利	牝(馬齢)	1	480	2	1	180	2	8	2,480	11	14.0	200	3.0	1-4	1900.0	9.0	1-8	26200	43	1-8	5,580	43	1-14	680	6	8-14	10,400	62	1=>8	38740	75	1-8-14	51650	110	(*7,14)(1,5)3,10(2,9)16(13,17)8,11(4,12)(6,15)	(*7,14)(1,5)-(3,10)-(2,9)(13,16)17,8,11-12(4,15)6	(*7,14)-1(5,10)(3,9)(2,13,16,17)(8,11,12)-(4,15)-6	(*7,14)1-(3,10,9)-(13,12)(5,8)(16,17)11(2,4,15)6	12.0 - 11.0 - 11.6 - 12.2 - 12.0 - 12.3 - 12.1 - 11.7 - 12.5 - 13.1	12.0 - 23.0 - 34.6 - 46.8 - 58.8 - 71.1 - 83.2 - 94.9 - 107.4 - 120.5 (34.6-37.3)			
200610010103	芝	右	1200	曇	良	10:55	3歳未勝利		2006-1-21	1	小倉	1	3歳未勝利	(混)(馬齢)	12	3130	9	12	880	10	13	210	3	1.0	140	1.0	7-7	13150.0	30.0	12-13	10810	32	12-13	2,790	29	1-12	2,160	19	1-13	490	4	12=>13	26730	70	1-12-13	10150	32			14,3(1,9,12)5,13(6,11,15)2(4,7,8)-10	14,12(3,9,5)1(6,13)(11,2)(4,7)-(8,15,10)	12.1 - 10.4 - 11.1 - 11.6 - 12.2 - 12.2	12.1 - 22.5 - 33.6 - 45.2 - 57.4 - 69.6 (33.6-36.0)			
200610010104	芝	右	1800	曇	良	11:25	3歳未勝利		2006-1-21	1	小倉	1	3歳未勝利	(混)(馬齢)	15	1220	5	15	410	6	5	810	10	12.0	550	8.0	3-8	8360.0	21.0	5-15	18900	46	5-15	5,360	47	12-15	1,820	24	5-12	5,280	46	15=>5	31570	85	5-12-15	69170	155	12(2,3,10)(5,6,15)(1,11)8(7,9)4(14,13)	12(2,3,10)15(5,6)(1,11,9)-(8,7)(4,14,13)	12(2,3,10)(5,15,9)(1,11,14)(6,7,13)(8,4)	12(2,3,10)(15,9)5(1,11,14)(7,13)8(6,4)	12.1 - 11.4 - 11.8 - 11.9 - 12.1 - 12.1 - 11.6 - 12.2 - 12.2	12.1 - 23.5 - 35.3 - 47.2 - 59.3 - 71.4 - 83.0 - 95.2 - 107.4 (35.3-36.0)			
200610010105	ダ	右	1000	曇	良	11:55	4歳以上500万下		2006-1-21	1	小倉	1	4歳以上500万下	牝(別定)	2	310	1	2	130	1	9	290	6	1.0	190	3.0	2-6	680.0	2.0	2-9	1920	7	2-9	590	7	1-2	280	2	1-9	1,220	15	2=>9	2770	10	1-2-9	2330	4			(1,2,7,*14)(5,9)(3,12)(4,13)(10,11)(6,8)	(*1,2,7,14)(5,9)-3-(4,12,13)(6,10,11)8	12.3 - 11.0 - 11.5 - 11.5 - 12.7	12.3 - 23.3 - 34.8 - 46.3 - 59.0 (34.8-35.7)			
200610010106	ダ	右	1700	曇	良	12:45	4歳以上500万下		2006-1-21	1	小倉	1	4歳以上500万下	(別定)	10	310	1	10	170	1	15	1,330	10	11.0	290	5.0	6-8	1440.0	6.0	10-15	8940	27	10-15	2,500	28	10-11	580	4	11-15	4,250	39	10=>15	11120	37	10-11-15	20910	60	15(6,7,8)9,5,1,3(2,4)11(10,12)-13,14	15(7,8)(6,9)5,1,3(2,11,4)(10,12)-13-14	(*15,7)(6,8)(5,9)(2,3,1)(11,12)(10,4)(13,14)	15(6,7,8)5(2,3,10)(11,12)(9,13)-(4,14,1)	7.1 - 11.0 - 11.9 - 12.7 - 12.9 - 12.4 - 12.7 - 12.5 - 12.5	7.1 - 18.1 - 30.0 - 42.7 - 55.6 - 68.0 - 80.7 - 93.2 - 105.7 (30.0-37.7)			
200610010107	ダ	右	2400	曇	良	13:15	4歳以上500万下		2006-1-21	1	小倉	1	4歳以上500万下	(混)(別定)	13	1600	6	13	230	4	3	120	1	10.0	160	2.0	2-7	1010.0	4.0	3-13	1060	3	3-13	330	3	10-13	790	8	3-10	250	1	13=>3	3850	11	3-10-13	1540	2	2(11,13)(1,4,10)(3,12,15)(6,14)(5,7,9)8	(*2,11,13)(1,4,10)(3,15)12(6,14,9)7(5,8)	8-(11,13)(10,7)3(2,4,15)-6,9-(5,14)1-12	(*8,13)(11,10)3(15,7)(2,4,6)9-(5,14)=(1,12)	12.8 - 11.9 - 13.3 - 14.2 - 14.1 - 14.4 - 15.0 - 13.2 - 11.5 - 12.0 - 12.5 - 12.5	12.8 - 24.7 - 38.0 - 52.2 - 66.3 - 80.7 - 95.7 - 108.9 - 120.4 - 132.4 - 144.9 - 157.4 (38.0-37.0)			
200610010108	ダ	右	1700	曇	良	13:45	4歳以上500万下		2006-1-21	1	小倉	1	4歳以上500万下	(別定)	6	2110	8	6	320	8	10	110	1	5.0	260	5.0	4-6	410.0	1.0	6-10	1110	6	6-10	450	7	5-6	1,430	17	5-10	340	3	6=>10	3870	15	5-6-10	2910	12	5(10,13)(7,6)(9,12)(1,2)3(8,14)(4,11)	5(10,13)(7,6,9,12)-(1,2)3-14,8,11-4	(*5,10)13,6,9(1,12)(7,2,3)(14,11)4-8	5(10,13)-(6,9)1-(12,4)(7,11)(14,2,3)-8	7.1 - 11.5 - 12.0 - 12.7 - 12.6 - 12.3 - 12.2 - 12.4 - 13.5	7.1 - 18.6 - 30.6 - 43.3 - 55.9 - 68.2 - 80.4 - 92.8 - 106.3 (30.6-38.1)			
200610010109	芝	右	2000	曇	良	14:20	4歳以上500万下		2006-1-21	1	小倉	1	4歳以上500万下	牝(別定)	6	530	3	6	270	3	5	580	10	8.0	370	5.0	3-3	11000.0	27.0	5-6	7750	31	5-6	2,300	27	6-8	1,480	15	5-8	3,910	45	6=>5	16730	67	5-6-8	25260	88	17(1,2)(4,5)(6,11,13)(7,8,14,16)(3,12,15)(10,9)	17(1,2)(4,5,11,13)6(8,14)(7,16)(3,12)(10,9,15)	17(1,2)13(4,6,5)(7,8,11)(3,12,14)(10,16)(9,15)	17,1(6,2)(4,5)(7,8)(13,11)(3,12,14)(10,16)(9,15)	12.3 - 10.8 - 12.4 - 12.8 - 12.4 - 12.4 - 12.3 - 11.5 - 11.9 - 12.3	12.3 - 23.1 - 35.5 - 48.3 - 60.7 - 73.1 - 85.4 - 96.9 - 108.8 - 121.1 (35.5-35.7)	6=>5=>8	192840.0	576.0
200610010110	芝	右	1200	曇	良	14:55	巌流島特別 		2006-1-21	1	小倉	1	4歳以上500万下	(混)(別定)	1	520	3	1	270	3	3	1,130	11	5.0	1,180	12.0	1-2	1710.0	6.0	1-3	13380	38	1-3	3,420	36	1-5	3,690	38	3-5	12,210	86	1=>3	21320	64	1-3-5	103250	215			9(1,2,10,11,15)(3,8,18)(6,13,14)(4,5,16)12,7-17	9,2(1,10)(3,15)(8,11)6(5,18)(13,14)(4,7,16)12,17	12.0 - 10.6 - 11.1 - 11.1 - 11.8 - 11.9	12.0 - 22.6 - 33.7 - 44.8 - 56.6 - 68.5 (33.7-34.8)	1=>3=>5	582000.0	1165.0
200610010111	芝	右	1200	曇	良	15:30	帆柱山特別 		2006-1-21	1	小倉	1	4歳以上1000万下	(混)(ハンデ)	6	350	1	6	160	1	4	290	4	13.0	360	7.0	2-3	1300.0	6.0	4-6	1900	4	4-6	720	4	6-13	1,020	9	4-13	2,260	28	6=>4	3460	7	4-6-13	8170	21			13,15(1,17)(2,14,16,18)(5,12,6)(3,9)(11,4)(7,8)-10	13(15,17)1(14,18)(2,16,6)(5,4)(3,12)(11,7,9)8-10	11.9 - 10.6 - 11.3 - 11.3 - 11.5 - 11.6	11.9 - 22.5 - 33.8 - 45.1 - 56.6 - 68.2 (33.8-34.4)	6=>4=>13	36640.0	86.0
