	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200608010101	ダ	右	1200	曇	良	10:00	3歳未勝利		2006-1-5	1	京都	1	3歳未勝利	(混)[指](馬齢)	11	300	2	11	120	2	9	100	1	14.0	120	3.0	5-6	340.0	1.0	9-11	410	1	9-11	170	2	11-14	250	3	9-14	160	1	11=>9	860	3	9-11-14	450	1			(11,*13)14,9(3,15)4(5,12)7,8,1(10,2)=6	(11,13,14,*9)(3,4,15)5(7,12)8(10,2,1)=6	12.3 - 11.0 - 12.0 - 12.4 - 12.5 - 12.9	12.3 - 23.3 - 35.3 - 47.7 - 60.2 - 73.1 (35.3-37.8)			
200608010102	ダ	右	1800	曇	良	10:30	3歳未勝利		2006-1-5	1	京都	1	3歳未勝利	(混)[指](馬齢)	9	3490	10	9	1,070	10	15	180	2	6.0	220	5.0	5-8	530.0	1.0	9-15	7600	26	9-15	2,130	23	6-9	3,960	38	6-15	630	7	9=>15	21810	61	6-9-15	19120	58	15,7(2,8)10,1(9,11,12)16(3,14)(4,6)-5-13	15(7,2)(1,8)10(9,11)12,16,3(4,14)6,5,13	(*15,7)(1,2)(9,10,8)-(3,11,12)(6,16,14)(4,5)=13	15,7-(1,10)(9,8)(3,11,2,12)(6,5)(16,4,14)=13	12.3 - 11.0 - 12.8 - 13.2 - 13.1 - 12.9 - 12.7 - 12.9 - 13.9	12.3 - 23.3 - 36.1 - 49.3 - 62.4 - 75.3 - 88.0 - 100.9 - 114.8 (36.1-39.5)			
200608010103	ダ	右	1400	曇	良	11:00	3歳未勝利		2006-1-5	1	京都	1	3歳未勝利	牝[指](馬齢)	1	250	1	1	150	1	16	190	3	6.0	440	6.0	1-8	740.0	3.0	1-16	890	2	1-16	410	2	1-6	820	9	6-16	1,290	16	1=>16	1400	3	1-6-16	3770	10			(*12,3)11(1,4,13,14)2,9,16,7,10,6,8-15-5	(12,3,*11)-1(14,16)(2,13)(4,9)(7,10)6,8-15-5	11.9 - 11.4 - 11.8 - 12.6 - 12.8 - 13.1 - 13.5	11.9 - 23.3 - 35.1 - 47.7 - 60.5 - 73.6 - 87.1 (35.1-39.4)			
200608010104	ダ	右	1200	曇	良	11:30	3歳新馬		2006-1-5	1	京都	1	3歳新馬	(混)[指](馬齢)	8	490	3	8	150	3	1	140	2	2.0	120	1.0	1-7	820.0	4.0	1-8	1530	9	1-8	450	7	2-8	270	1	1-2	340	3	8=>1	3030	16	1-2-8	1440	5			(*6,8)(2,1,9)-(4,5)3-(7,10)	(*6,8)(2,1,9)(4,3)-(7,10)-5	12.7 - 11.5 - 12.2 - 12.5 - 12.6 - 12.7	12.7 - 24.2 - 36.4 - 48.9 - 61.5 - 74.2 (36.4-37.8)			
200608010105	ダ	右	1400	曇	良	12:20	3歳500万下		2006-1-5	1	京都	1	3歳500万下	(混)(特指)(馬齢)	7	430	1	7	200	2	15	270	5	9.0	850	10.0	4-8	1430.0	8.0	7-15	2130	8	7-15	880	9	7-9	2,470	30	9-15	4,770	45	7=>15	4060	15	7-9-15	23940	79			(*14,16)3(6,5)8(1,11)(2,7,13)15-10,9,4-12	(14,*16,3)(6,5)(1,8,11)(7,13)(2,15)9,10,4-12	11.6 - 10.6 - 11.9 - 12.6 - 12.8 - 13.0 - 13.3	11.6 - 22.2 - 34.1 - 46.7 - 59.5 - 72.5 - 85.8 (34.1-39.1)			
200608010106	ダ	右	1800	曇	良	12:50	4歳以上1000万下		2006-1-5	1	京都	1	4歳以上1000万下	[指](別定)	2	1520	5	2	230	5	3	110	1	6.0	120	2.0	2-3	1220.0	6.0	2-3	1100	5	2-3	360	5	2-6	530	8	3-6	160	1	2=>3	3120	12	2-3-6	900	3	9(1,3)6,4(2,5)7(10,8)	9,3(1,6)4(2,5)7(10,8)	(*9,3)6(1,4,7)(2,5)8-10	(9,*3,6)1(4,7)(2,5)-8=10	12.4 - 11.5 - 12.8 - 12.9 - 13.1 - 12.7 - 12.2 - 12.5 - 12.6	12.4 - 23.9 - 36.7 - 49.6 - 62.7 - 75.4 - 87.6 - 100.1 - 112.7 (36.7-37.3)			
200608010107	芝	右	2200	曇	良	13:20	4歳以上500万下		2006-1-5	1	京都	1	4歳以上500万下	(混)[指](別定)	5	4330	9	5	850	7	3	270	3	11.0	970	9.0	2-3	3300.0	13.0	3-5	17070	35	3-5	3,550	31	5-11	10,330	62	3-11	3,800	36	5=>3	38960	68	3-5-11	125820	169	2(8,11)7,5(4,3,6,13)(1,9)(12,15)-(10,14,16)	2,11,8-7,5,6(4,3,13)(1,9)(12,15)(10,14,16)	2,11-(5,8)7(4,6,13,15)(3,9,16)(1,12)14,10	2,11-(5,8)7(4,6,15)(3,13,16)9(1,12,14)10	12.5 - 11.3 - 11.9 - 12.3 - 12.4 - 13.0 - 13.1 - 12.4 - 11.5 - 12.5 - 12.3	12.5 - 23.8 - 35.7 - 48.0 - 60.4 - 73.4 - 86.5 - 98.9 - 110.4 - 122.9 - 135.2 (35.7-36.3)			
200608010108	ダ	右	1400	曇	良	13:50	4歳以上500万下		2006-1-5	1	京都	1	4歳以上500万下	(混)[指](別定)	7	2000	8	7	360	7	9	230	3	13.0	140	1.0	4-5	2040.0	10.0	7-9	6180	23	7-9	1,810	19	7-13	1,000	9	9-13	500	2	7=>9	14470	49	7-9-13	6360	16			11-7,12(1,2)(5,6,10)(3,9,16)14(4,15,13)-8	(*11,7)12(1,2)(5,10)(3,6,9,16)(4,13)(14,15)8	12.0 - 11.0 - 11.3 - 12.3 - 12.7 - 12.3 - 13.2	12.0 - 23.0 - 34.3 - 46.6 - 59.3 - 71.6 - 84.8 (34.3-38.2)			
200608010109	芝	右	2200	晴	良	14:25	初夢賞 		2006-1-5	1	京都	1	4歳以上1000万下	(混)[指](別定)	3	430	3	3	170	2	1	160	1	6.0	770	11.0	1-3	870.0	1.0	1-3	830	1	1-3	390	1	3-6	1,950	23	1-6	2,160	29	3=>1	1630	2	1-3-6	8320	25	6,11,5,3(1,8)(2,9)4,13,12,7 10	6,11,5,3,1,8(2,9)(13,4)-(7,12) 10	(*6,11)(5,3)(1,8,4)(2,9)13-12,7 10	(*6,11)(5,3)(1,8,4)(2,9,13)(7,12) 10	12.6 - 11.7 - 12.6 - 12.5 - 12.7 - 12.9 - 12.9 - 12.4 - 11.4 - 11.8 - 11.7	12.6 - 24.3 - 36.9 - 49.4 - 62.1 - 75.0 - 87.9 - 100.3 - 111.7 - 123.5 - 135.2 (36.9-34.9)	3=>1=>6	32410.0	100.0
200608010110	芝	右	1800	晴	良	15:00	寿ステークス 		2006-1-5	1	京都	1	4歳以上1600万下	(混)[指](別定)	10	430	2	10	130	3	8	110	1	12.0	120	2.0	6-7	360.0	2.0	8-10	400	2	8-10	180	2	10-12	270	3	8-12	170	1	10=>8	1130	4	8-10-12	410	1			11,10,12(5,8,4)(1,6)-2-(9,3)7	(*11,10)12(5,8,4)(1,6,3)(2,9,7)	12.7 - 11.0 - 11.6 - 12.0 - 12.4 - 12.2 - 11.5 - 11.8 - 12.2	12.7 - 23.7 - 35.3 - 47.3 - 59.7 - 71.9 - 83.4 - 95.2 - 107.4 (35.3-35.5)	10=>8=>12	2720.0	3.0
